EntryID,LemmaID,Code,Batch,List,Item,YouTube Video,VimeoVideoHTML,VimeoVideo,SubtLexUSLog10WF,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFrequency(N-Nonnative),SignFreq(Z-Nonnative),DominantTranslation,NondominantTranslation,PercentUnknown,PercentGlossAgreement,PercentUnknown(Native),PercentGlossAgreement(Native),PercentUnknown(Nonnative),PercentGlossAgreement(Nonnative),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,IconicityType,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(Z) native,D.Iconicity(N) native,H statistic,GuessAccuracy,Transparency(M),Transparency SD,Transparency Z,LexicalClass,SignOnset(ms),SignOffset(ms),SignDuration(ms),ClipDuration(ms),InCDI,CDI Semantic Category,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Phonological Complexity,PhonotacticProbability,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankReferenceID,bglm_aoa,empirical_aoa,HandshapeImage - 100x100,HandshapeImage: URL,Parameter.Neighborhood.Density.2.0,SignBankSemanticField
paint,paint,D_01_048,D,1,48,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KBo4wau9MZc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345804900?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345804900,3.274,4.074,1.466,-0.038,27,4.375,1.668,0.123,16,3.636,1.027,11,-0.274,,,0,,0,,0,,5.189,1.596,1.068,37,,Perceptual,5.73,1.12,26,1.35,5.61,1.09,1.32,18,,,,,,Verb,501,1602,1101,2269,Yes,Action Signs,0,0,0,1,open_b,imrp,FullyOpen,1,0,0,Open,0,AsymmetricalSameHandshape,Straight,1,Hand,FingerFront,Palm,1,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.015,0.025,0.457,0.449,0.409,0.209,0.446,0.622,0.602,0.878,0.684,0.657,0.836,1,0.082,459,0,PAINTb,"paint, paint the wall, painting, PAINTb",PAINT,675,29,28,,,459,Event
paintbrush,paintbrush,A_02_079,A,2,79,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7vygqTGqvLg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344223742?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344223742,1.447,2.963,1.581,-0.482,27,2.308,1.182,-0.801,13,3.571,1.697,14,-0.186,,,0,,0,,0,,4.1,1.826,0.465,30,,NA,3.23,1.78,31,-0.02,3.42,1.9,0.13,19,,,,,,Noun,334,1368,1034,1435,No,,0,0,0,1,open_h,im,FullyOpen,1,0,0,Open,0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,HandAway,0,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.457,0.14,0.409,0.209,0.446,0.378,0.602,0.878,0.684,0.657,0.836,3,-0.045,345,0,PAINTBRUSH,"paint, paintbrush",PAINTBRUSH,3018,,,,,345,None
pair,pair,H_03_031,H,3,31,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_CXaw3FooCk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346887809?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346887809,3.279,4.643,1.545,0.313,28,4.429,1.989,0.159,14,4.857,0.949,14,0.468,,,0,,0,,0,,3.958,1.628,0.322,24,,Arbitrary,,,,,,,,,,,,,,Noun,501,1635,1134,2102,No,,0,0,0,1,v,im,FullyOpen,0,1,0,Closed,0,DominanceViolation,Straight,1,Hand,FingerTip,NA,1,DominanceViolation,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.25,0.023,0,0.457,0.14,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.343,0.836,2,-0.132,368,1,PAIR,"both, couple, deuce, duo, pair, two",PAIR,868,,,,,368,None
pancake,pancake,G_03_068,G,3,68,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/zr-KxYcPxxw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346778398?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346778398,2.307,4.577,1.419,0.186,27,4.273,1.679,0.06,12,4.8,1.207,15,0.278,,,0.037,,0.083,,0,,3.85,1.899,0.278,20,,Arbitrary,,,,,,,,,,,,,,Noun,400,1168,767,1802,No,,0,0,0,1,open_b,imrp,FullyOpen,0,0,0,Open,0,AsymmetricalSameHandshape,Other,0,Hand,Palm,Palm,1,open_b,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.077,0.025,0.017,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.164,3,0.016,86,2,,,,,,,,,86,
pants,pants,A_01_058,A,1,58,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/rS38nn9zwCc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344218589?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344218589,3.477,3.677,1.99,-0.185,31,3.778,2.365,-0.12,18,3.538,1.391,13,-0.275,pants,slack,0,0.968,0,0.944,0,1,4.421,2.101,0.599,38,,Both,4.42,1.82,31,0.56,4.26,1.88,0.49,19,,,,,,Noun,267,1235,968,1502,Yes,Clothing,0,0,0,1,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Z-shaped,0,Body,BodyAway,BodyAway,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.016,0.045,0.034,0.449,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,3,0.099,37,2,PANTS-LEG,"corduroys, jeans, khakis, pants",PANTS-LEG,870,39,28,,,37,None
pants_2,pants_2,K_02_104,K,,,,"<iframe src=https://player.vimeo.com/video/342144048?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342144048,3.477,5.435,1.562,0.651,25,5.182,1.328,0.811,11,5.667,1.775,14,0.506,,,0.08,,0,,0.143,,3,1.694,-0.264,24,PANTS,,,,,,,,,,,,,,,Noun,501,1869,1368,2336,No,,0,0,0,1,open_b,imrp,FullyOpen,1,0,0,Open,0,SymmetricalOrAlternating,Straight,1,Body,Hips,BodyAway,1,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.004,0.045,0.457,0.449,0.409,0.209,0.446,0.622,0.602,0.878,0.684,0.657,0.836,1,0.137,215,1,PANTS,"corduroys, jeans, khakis, pants",PANTS,871,,,,,215,None
paper,paper,A_01_026,A,1,26,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/iBGz2xupHrQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344216829?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344216829,3.722,6.484,0.962,1.297,31,6.444,0.856,1.29,18,6.538,1.127,13,1.308,,,0,,0,,0,,3.051,1.669,-0.053,39,,Arbitrary,1.94,1.24,31,-0.71,1.9,1.37,-0.68,19,,,,,,Noun,234,901,667,1134,Yes,Small Household Items,0,0,0,1,5,imrp,FullyOpen,0,1,0,Open,0,AsymmetricalSameHandshape,Curved,1,Hand,Palm,HandAway,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.077,0.155,0.233,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,2,0.15,216,2,PAPER,paper,PAPER,588,31,19,,,216,None
papercutter,papercutter,A_03_082,A,3,82,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/vRMMnG4pGsI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345531311?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345531311,,2.56,1.685,-0.797,25,2.667,1.915,-0.699,15,2.4,1.35,10,-0.944,,,0,,0,,0,,4.857,1.852,0.571,21,,NA,3.55,1.5,31,0.1,3.21,1.32,-0.03,19,,,,,,Noun,300,2002,1702,3136,No,,0,0,1,2,5,imrp,FullyOpen,0,1,0,Open,0,AsymmetricalSameHandshape,Curved,1,Hand,Palm,HandAway,1,5,0,baby_o,i,Bent,0,NA,NA,Open,1,AsymmetricalDifferentHandshape,Straight,NA,Hand,HandAway,HandAway,0,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.077,0.155,0.233,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,1,0.15,216,2,PAPERCUTTER,"to cut paper, papercutter",PAPERCUTTER,3019,,,,,216,None
parachute,parachute,A_01_021,A,1,21,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/L21XVhqtLmg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344216709?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344216709,2.212,1.548,1.121,-1.279,31,1.667,1.283,-1.148,18,1.385,0.87,13,-1.46,,,0,,0,,0,,5.829,1.043,1.302,35,,NA,5.26,1.48,31,1.02,4.89,1.49,0.88,19,,,,,,Verb,501,1735,1235,1935,No,,0,0,0,1,s,imrp,FullyClosed,1,NA,1,Closed,1,SymmetryViolation,Straight,0,Hand,FingerTip,NA,0,SymmetryViolation,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.25,0.023,0,0.457,0.449,0.067,0.209,0.554,0.378,0,0.122,0.316,0.343,0.836,1,-0.639,422,0,PARACHUTE,parachute,PARACHUTE,3020,,,,,422,None
parachute_2,parachute_2,K_03_005,K,,,,"<iframe src=https://player.vimeo.com/video/342146814?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342146814,2.212,4.04,2.131,-0.048,25,3.273,1.489,-0.269,11,4.643,2.405,14,0.126,,,0,,0,,0,,4.692,1.692,0.395,26,PARACHUTE,,,,,,,,,,,,,,,Verb,534,2102,1568,2703,No,,0,0,0,1,curved_5,imrp,Curved,0,1,0,Open,0,AsymmetricalDifferentHandshape,Z-shaped,0,Neutral,Neutral,Neutral,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.363,0.363,0.426,0.034,0.449,0.225,0.791,0.554,0.378,0.398,0.878,0.684,0.657,0.836,4,0.355,113,0,PARACHUTE,parachute,PARACHUTE,3020,,,,,113,None
parachute_3,parachute_3,K_01_059,K,,,,"<iframe src=https://player.vimeo.com/video/341911266?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/341911266,2.212,2.92,1.801,-0.579,27,2.2,0.919,-0.739,11,3.4,2.098,16,-0.473,,,0.074,,0.091,,0.063,,3.68,1.406,0.094,25,PARACHUTE,,,,,,,,,,,,,,,Verb,667,1802,1134,2469,No,,0,0,0,1,bent_v,im,Bent,0,1,0,Open,0,AsymmetricalDifferentHandshape,Straight,0,Neutral,Neutral,Neutral,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.363,0.363,0.426,0.457,0.14,0.099,0.791,0.554,0.378,0.398,0.878,0.684,0.657,0.836,3,0.34,455,0,,,,,,,,,455,
parade,parade,B_02_039,B,2,39,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/h0BmXG2Are8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345537719?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345537719,2.818,2.68,1.909,-1.168,25,2.429,1.785,-1.289,14,3,2.098,11,-1.013,,,0,,0,,0,,1.7,1.022,-0.512,30,,Arbitrary,4.17,1.82,31,0.63,4.05,1.88,0.6,22,2.27,0,3.5,1.82,0.04,Noun,567,1201,634,1668,No,,0,0,0,1,flat_b,imrp,Flat,0,0,1,Open,0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,flat_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.449,0.162,0.791,0.446,0.378,0.602,0.122,0.684,0.657,0.836,1,0.403,486,4,PARADE,"march, parade, procession",PARADE,658,,,,,486,None
paragraph,paragraph,E_02_090,E,2,90,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KduNG1PgoCM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346060922?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346060922,2.161,3.484,1.589,-0.452,32,3.571,1.785,-0.374,15,3.412,1.46,17,-0.516,,,0.031,,0.067,,0,,1.833,1.683,-0.983,30,,Arbitrary,,,,,,,,,,,,,,Noun,467,1101,634,1835,No,,0,0,0,1,curved_5,imrp,Curved,0,1,0,Open,0,AsymmetricalDifferentHandshape,BackAndForth,0,Hand,Palm,HandAway,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.026,0.449,0.225,0.791,0.554,0.622,0.398,0.878,0.684,0.657,0.836,4,0.181,56,3,,,,,,,,,56,
parallel,parallel,H_03_067,H,3,67,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/1MBU-Gm59AY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346892791?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346892791,2.352,3.607,1.499,-0.296,28,3.714,1.684,-0.249,14,3.5,1.345,14,-0.342,,,0,,0,,0,,4.833,1.993,0.76,24,,Perceptual,,,,,,,,,,,,,,Verb,400,1468,1068,1969,No,,0,0,0,1,1,i,FullyOpen,0,NA,NA,Closed,0,AsymmetricalSameHandshape,Curved,0,Neutral,Neutral,Neutral,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.363,0.363,0.426,0.233,0.261,0.409,0.791,0.554,0.378,0,0,0.684,0.343,0.164,2,-0.182,358,1,PARALLEL,"align, alignment, along with, in the meantime, parallel, same thing",PARALLEL,872,,,,,358,None
paranoid,paranoid,J_02_021,J,2,21,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/s2Hhgxhx3S4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346934529?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346934529,2.736,4.5,1.852,0.231,30,4.667,1.877,0.243,15,4.333,1.877,15,0.219,,,0,,0,,0,,3.88,1.666,0.383,25,,Arbitrary,,,,,,,,,,,,,,Adjective,634,1668,1034,2169,No,,1,0,0,1,p,im,Stacked,0,NA,0,Open,1,SymmetricalOrAlternating,None,1,Head,Eye,NA,1,p,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.016,0,0.153,0.14,0.025,0.791,0.446,0.622,0,0.878,0.316,0.657,0.164,3,-0.489,232,0,PARANOID,"freak out, panic, paranoia, paranoid",PARANOID,873,,,,,232,None
