EntryID,LemmaID,Code,Batch,List,Item,YouTube Video,VimeoVideoHTML,VimeoVideo,SubtLexUSLog10WF,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFrequency(N-Nonnative),SignFreq(Z-Nonnative),DominantTranslation,NondominantTranslation,PercentUnknown,PercentGlossAgreement,PercentUnknown(Native),PercentGlossAgreement(Native),PercentUnknown(Nonnative),PercentGlossAgreement(Nonnative),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,IconicityType,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(Z) native,D.Iconicity(N) native,H statistic,GuessAccuracy,Transparency(M),Transparency SD,Transparency Z,LexicalClass,SignOnset(ms),SignOffset(ms),SignDuration(ms),ClipDuration(ms),InCDI,CDI Semantic Category,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Phonological Complexity,PhonotacticProbability,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankReferenceID,bglm_aoa,empirical_aoa,HandshapeImage - 100x100,HandshapeImage: URL,Parameter.Neighborhood.Density.2.0,SignBankSemanticField
parents,parents,B_03_044,B,3,44,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/oavjPmGASo8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345563444?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345563444,3.856,6.56,0.712,1.195,25,6.429,0.852,1.043,14,6.727,0.467,11,1.389,,,0,,0,,0,,1.333,0.844,-0.733,30,,Arbitrary,1.48,0.72,31,-0.75,1.36,0.66,-0.78,22,3,0.1,2.3,1.38,-0.77,Noun,534,901,367,1735,No,,0,0,1,2,5,imrp,FullyOpen,0,1,0,Open,0,OneHanded,None,0,Head,Chin,NA,1,NA,0,5,imrp,FullyOpen,0,1,0,Open,0,OneHanded,None,NA,Head,Forehead,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.037,0,0.153,0.449,0.409,0.791,0.554,0.622,0.398,0.878,0.684,0.657,0.836,0,0.387,252,4,PARENTS,parents,PARENTS,696,,,,,252,People
park,park,E_03_028,E,3,28,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/4t1lZOJrVvE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346067028?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346067028,3.566,5.2,1.243,0.508,30,5.429,1.089,0.618,14,5,1.366,16,0.412,park,,0,1,0,1,0,1,1.645,1.082,-0.882,31,TO PARK,Arbitrary,,,,,,,,,,,,,,Verb,434,1301,868,1835,No,,0,0,0,1,3,im,FullyOpen,0,1,0,Open,0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,NA,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0,0.457,0.14,0.409,0.791,0.554,0.622,0.398,0.878,0.684,0.657,0.836,3,0.256,351,6,PARK,"park, parking, park the car, vehicle",PARK,671,,,,,351,Event
party_1,party,F_02_001,F,2,1,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/BKaYAMp14Ps?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346493744?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346493744,4.075,5.333,1.797,0.611,27,5.857,1.406,0.849,14,4.769,2.048,13,0.355,party,,0,1,0,1,0,1,2.806,1.797,-0.312,31,,Arbitrary,,,,,,,,,,,,,,Noun,334,1335,1001,1869,Yes,Outside Things and Places to Go,1,0,0,1,p,im,Stacked,0,NA,0,Open,1,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,p,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.14,0.025,0.791,0.446,0.378,0,0.878,0.316,0.657,0.836,4,-0.035,265,3,PARTYp,"celebration, party",PARTY,874,39,35,,,265,None
party_2,party,G_02_059,G,2,59,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/rCQzGkvVu4w?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346744075?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346744075,4.075,4.72,1.882,0.309,27,5.636,1.433,0.726,12,4,1.922,15,-0.018,play,"party, toy",0.074,0.84,0.083,0.909,0.067,0.786,4.281,1.611,0.401,32,,NA,,,,,,,,,,,,,,Noun,434,1134,701,1301,No,,0,0,0,1,y,p,FullyOpen,0,NA,NA,Open,0,SymmetricalOrAlternating,None,1,Neutral,Neutral,NA,0,y,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0,0.153,0.033,0.409,0.791,0.446,0.378,0,0,0.684,0.657,0.164,2,-0.294,143,4,PARTYy,"celebration, goof off, party, play, play around",PARTY,875,,,,,143,None
pass,pass,H_03_033,H,3,33,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/AofOvH0Q2tU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346887899?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346887899,3.742,3.833,1.633,-0.247,28,3.833,1.697,-0.242,14,3.833,1.642,14,-0.252,,,0.143,,0.143,,0.143,,2.542,1.503,-0.302,24,,Arbitrary,,,,,,,,,,,,,,Verb,567,1335,767,1835,No,,0,0,0,1,a,t,NA,NA,NA,NA,Open,NA,AsymmetricalSameHandshape,Curved,0,Hand,FingerBack,HandAway,1,a,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.019,0.155,0.233,0.057,0,0,0.554,0.622,0,0,0,0.657,0.164,3,-0.914,218,3,PASS,"complete, finish, pass, passing, to pass",PASS,876,,,,,218,None
pass_out,pass_out,G_02_002,G,2,2,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LnusMyudqbY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346740406?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346740406,,4.778,1.476,0.286,27,5.333,1.155,0.62,12,4.333,1.589,15,0.018,pass_out,"doze off, fall asleep",0,0.815,0,0.833,0,0.8,2.063,0.982,-0.733,32,LOSE CONSCIOUSNESS,Arbitrary,,,,,,,,,,,,,,Verb,467,1068,601,1702,No,,1,1,0,2,p,im,Stacked,NA,NA,NA,Open,1,OneHanded,Straight,0,Head,HeadAway,HeadAway,0,NA,0,o,imrp,Curved,NA,0,NA,Open,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.457,0.14,0.025,0,0.554,0.378,0,0,0.316,0.657,0.836,3,-0.392,329,1,,,,,,,,,329,
passport,passport,E_01_103,E,1,103,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/8jILbGcsGQw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346055055?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346055055,2.728,2.939,1.638,-0.776,35,2.462,1.127,-1.072,15,3.25,1.86,20,-0.584,,,0.057,,0.133,,0,,2.52,1.661,-0.472,25,,Arbitrary,,,,,,,,,,,,,,Noun,467,1468,1001,2035,No,,0,0,0,1,s,imrp,FullyClosed,0,NA,0,Closed,1,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,NA,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0,0.457,0.449,0.067,0.791,0.446,0.622,0,0.878,0.316,0.343,0.836,2,-0.258,422,2,PASSPORT,"ID, passport, travel",PASSPORT,3265,,,,,422,-
past,past,C_01_049,C,1,49,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/MWj5o6vc-qU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345578364?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345578364,3.8,4.276,1.601,-0.156,29,3.882,1.409,-0.471,17,4.833,1.749,12,0.289,,,0.033,,0.056,,0,,3.567,1.675,0.369,30,,Arbitrary,2.83,1.42,30,-0.03,2.7,1.34,-0.13,21,1.3,0.263,4.95,1.39,0.62,Minor,400,634,234,1568,No,,0,0,0,1,open_b,imrp,FullyOpen,1,0,0,Open,0,OneHanded,None,0,Body,BodyAway,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.016,0,0.153,0.449,0.409,0.209,0.554,0.378,0.602,0.878,0.684,0.657,0.836,1,0.024,62,1,PASTbk,"ago, before, former, in the past, last, last time, past, previous, prior, used to",PAST,212,,,,,62,None
patient_1,patient_1,B_01_060,B,1,60,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/amCd5WeGEY0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344399071?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344399071,3.511,3.625,1.439,-0.641,24,3.692,1.494,-0.566,13,3.545,1.44,11,-0.73,,,0,,0,,0,,1.185,0.483,-0.813,27,,Arbitrary,1.68,0.95,31,-0.66,1.59,0.73,-0.68,22,2.53,0,3.58,1.5,-0.25,Noun,534,1134,601,1902,No,,1,0,0,1,p,im,Stacked,0,NA,0,Open,1,OneHanded,X-shaped,0,Arm,UpperArm,UpperArm,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.005,0.002,0.004,0.14,0.025,0.791,0.554,0.622,0,0.878,0.316,0.657,0.836,5,-0.395,1,0,HOSPITAL-PATIENT,"hospital patient, patient, sick",PATIENT_1,3021,,,,,1,People
patient_2,patient_2,B_01_085,B,1,85,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7IAoGLPZUoI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344409593?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344409593,3.511,5.56,0.87,0.542,25,5.571,0.938,0.533,14,5.545,0.82,11,0.554,,,0,,0,,0,,1.423,0.857,-0.703,26,,Arbitrary,1.77,1.2,31,-0.57,1.77,1.19,-0.54,22,,,,,,Adjective,567,934,367,1568,No,,0,0,0,1,a,t,NA,NA,NA,NA,Open,NA,OneHanded,Straight,0,Head,Mouth,Chin,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0.012,0.457,0.057,0,0,0.554,0.622,0,0,0,0.657,0.836,2,-0.471,396,16,PATIENT,"endure, patience, patient, resolved, suffer, tolerant, tolerate",PATIENT,250,,,,,396,None
patient_3,patient_2,D_02_056,D,2,56,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/bfC4wqRdz0Y?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345973069?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345973069,3.511,4.889,1.311,0.413,27,4.882,1.453,0.364,17,4.9,1.101,10,0.496,patient_3,"bear, endure, patience, suffer, suffering, tolerance, tolerate",0,0.407,0,0.412,0,0.4,1.733,1.143,-0.548,30,,Arbitrary,1.77,0.95,26,-0.68,1.89,1.08,-0.58,18,,,,,,Adjective,400,1535,1134,2035,No,,0,0,0,1,a,t,NA,NA,NA,NA,Open,NA,OneHanded,Straight,0,Head,UpperLip,Chin,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.003,0.012,0.457,0.057,0,0,0.554,0.622,0,0,0,0.657,0.836,2,-0.489,396,8,,,,,,,,,396,
pay,pay,F_01_082,F,1,82,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/3hnI_i34JnE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346490290?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346490290,4.113,5.038,1.28,0.431,27,4.846,1.068,0.292,14,5.231,1.481,13,0.569,,,0.037,,0.071,,0,,2.594,1.881,-0.515,32,,Arbitrary,,,,,,,,,,,,,,Verb,567,1168,601,1802,No,,0,0,0,1,1,i,FullyOpen,0,NA,NA,Closed,0,AsymmetricalDifferentHandshape,Curved,0,Hand,Palm,HandAway,1,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.233,0.261,0.409,0.791,0.554,0.622,0,0,0.684,0.343,0.164,3,-0.282,253,7,PAYix,"bill, check, paid, pay, payment, PAYix",PAY,878,,,,,253,Event
pay_off_bills,pay_off_bills,F_03_036,F,3,36,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/qdSZQn86hQI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346601344?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346601344,,3.333,1.932,-0.512,27,4,1.633,-0.136,14,2.727,2.054,13,-0.855,pay_off_bills,middle school,0.222,0.952,0.286,1,0.154,0.909,2.606,1.619,-0.566,33,,Arbitrary,,,,,,,,,,,,,,Verb,534,1301,767,1902,No,,0,0,1,2,open_8,m,Flat,0,NA,NA,Open,0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,HandAway,1,B,0,open_b,imrp,FullyOpen,0,0,0,Open,0,AsymmetricalSameHandshape,Straight,NA,Hand,Palm,HandAway,1,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.457,0.045,0.162,0.791,0.554,0.622,0,0,0.684,0.657,0.836,3,-0.076,370,7,PAY-OFF,"paid off, pay off, pay off bills",PAY-OFF-BILLS,2973,,,,,370,Event
peace,peace,B_01_089,B,1,89,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/832nH7pr4TY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344409932?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344409932,3.55,3.6,1.258,-0.629,25,3.5,1.16,-0.68,14,3.727,1.421,11,-0.565,,,0,,0,,0,,2.481,1.602,-0.197,27,,Arbitrary,1.94,1.29,31,-0.51,1.73,0.99,-0.59,22,2.03,0,4.15,1.84,0.33,Noun,400,1101,701,1735,No,,0,0,1,2,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,1,open_b,1,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.164,2,0.633,344,10,PEACE,"calm, nonviolent, peace, peaceful",PEACE,2281,,,,,344,None
peach,peach,A_01_070,A,1,70,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/fjyxPG9P_Yw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344218874?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344218874,2.512,3.581,1.747,-0.218,31,3.389,1.29,-0.294,18,3.846,2.267,13,-0.112,,,0,,0,,0,,2.189,1.543,-0.465,37,,Arbitrary,1.65,1.2,31,-0.85,1.37,0.6,-0.94,19,,,,,,Noun,400,934,534,1468,No,,0,0,0,1,flatspread_5,imrp,Flat,1,1,0,Open,1,OneHanded,None,1,Head,CheekNose,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.178,0.153,0.449,0.162,0.209,0.446,0.622,0.398,0.878,0.316,0.657,0.836,1,-0.049,232,0,PEACH,"fruit, peach",PEACH,879,,,,,232,Food
