EntryID,LemmaID,Code,YouTube Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Transparency M,Transparency SD,Transparency Z,H index,SignBankAnnotationID,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,DominantTranslation,SignBankAnnotationID,SignBankLemmaID,SignBankSemanticField,SignBankEnglishTranslations,Complexity,SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFreq(Z-Nonnative),SignFrequency(N-Nonnative),PercentGlossAgreement(Nonnative),PercentUnknown(Nonnative),PhonotacticProbability,VimeoVideo
insult,insult,A_03_006,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/6X99BtfuIdw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.4,1.414,0.195,25,0,4.4,1.298,0.242,15,0,,,,2.806,Verb,267,534,267,1301,1.45,0.81,31,-0.95,1.37,0.83,19,-0.93,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,Curved,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.363,0.363,0.426,0.233,0.261,0.409,0.791,0.554,0.378,0,0,0.684,0.343,0.164,,,,,INSULT,358,8,358,8,,INSULT,INSULT,None,"insult, offend, offense",2,4.4,1.65,0.13,10,0,0,5.362,https://player.vimeo.com/video/344224621
insurance,insurance,D_02_030,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/76VPmzsrJt8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.926,1.517,0.414,27,0,5,1.275,0.397,17,0,,,,3.291,Noun,400,1335,934,2035,1.04,0.2,26,-1.07,1.06,0.24,18,-1.03,Arbitrary,1,0,0,1,i,1,p,FullyOpen,0,NA,NA,Closed,0,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.363,0.363,0.426,0.457,0.033,0.409,0.791,0.446,0.378,0,0,0.684,0.343,0.836,,,,,INSURANCE,453,6,453,6,,INSURANCE,INSURANCE,None,"infection, insure, insurance, insurance policy",2,4.8,1.93,0.44,10,0,0,5.921,https://player.vimeo.com/video/345971008
intelligent,intelligent,H_02_080,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ivm4gF_Eppg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.222,1.423,0.048,28,0.036,3.615,1.557,-0.271,14,0.071,,,,2.839,Adjective,467,1034,567,1702,,,,,,,,,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,Straight,Head,Forehead,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.266,0.039,0.178,0.457,0.261,0.409,0.791,0.554,0.622,0,0,0.684,0.343,0.836,,,,,INTELLIGENT,469,38,469,38,,INTELLIGENT,INTELLIGENT,None,"bright, clever, good idea, intelligence, intelligent, smart",1,4.79,1.05,0.35,14,0,0,5.832,https://player.vimeo.com/video/346883648
intentional,intentional,G_02_040,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/VoiCqjFrBhk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.889,1.717,0.341,27,0,4.5,1.624,0.192,12,0,0.63,0.833,,1.881,Adjective,467,1368,901,2002,,,,,,,,,Arbitrary,0,0,1,2,1,0,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,None,Head,Forehead,NA,1,NA,0,v,1,im,FullyOpen,0,1,0,Closed,0,AsymmetricalDifferentHandshape,None,Hand,Palm,Palm,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.266,0.039,0,0.153,0.261,0.409,0.791,0.554,0.622,0,0,0.684,0.343,0.836,,,,,,290,46,290,46,intent,,,,,0,5.2,1.78,0.46,15,0,0,5.35,https://player.vimeo.com/video/346743257
interest,interest,B_03_038,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_Qf7HJ_k2HM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.92,1.256,0.15,25,0,5.071,1.141,0.234,14,0,,,,3.415,Noun,467,1034,567,1568,1.74,1.13,31,-0.63,1.68,1.04,22,-0.64,Arbitrary,0,0,0,1,8,1,m,Flat,1,NA,NA,Open,1,SymmetricalOrAlternating,Straight,Body,TorsoTop,BodyAway,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.094,0.032,0.045,0.457,0.045,0.162,0.209,0.554,0.378,0,0,0.316,0.657,0.836,3.2,1.7,-0.2,-0.19,INTEREST,124,2,124,2,,INTEREST,INTEREST,None,"interest, interesting, interest in, like",2,4.73,1.42,0.04,11,0,0,4.129,https://player.vimeo.com/video/345563318
interested,interested,F_02_014,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/TXpoR1vzJtE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",5.63,1.445,0.734,27,0,5.429,1.505,0.617,14,0,,,,3.641,Adjective,501,1068,567,1702,,,,,,,,,Arbitrary,0,0,0,1,baby_o,1,i,Bent,1,NA,NA,Open,1,SymmetricalOrAlternating,Straight,Head,CheekNose,HeadAway,1,baby_o,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.266,0.035,0.178,0.457,0.261,0.099,0.209,0.554,0.622,0,0,0.316,0.657,0.836,,,,,INTERESTING,353,1,353,1,,INTERESTING,INTERESTING,None,"fascinating, interest, interesting, interest in, interested in",1,5.85,1.41,0.86,13,0,0,4.835,https://player.vimeo.com/video/346494073
internet,internet,C_02_032,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/oMyuQkCezLM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",6.167,0.95,1.124,30,0,6.222,0.878,1.015,18,0,,,,2.525,Noun,434,868,434,934,2,1.44,30,-0.44,2.14,1.46,21,-0.4,Arbitrary,0,0,0,1,open_8,1,m,Flat,0,NA,NA,Open,0,SymmetricalOrAlternating,None,Neutral,Neutral,Neutral,1,open_8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.153,0.045,0.162,0.791,0.446,0.622,0,0,0.684,0.657,0.164,3.47,1.5,-0.3,-0.18,INTERNET,142,0,142,0,,INTERNET,INTERNET,None,"computer, internet, network, wifi, world wide web",2,6.08,1.08,1.29,12,0,0,5.221,https://player.vimeo.com/video/345588151
interpret,interpret,J_02_009,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/UVBIPYvmH14?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.933,1.721,0.484,30,0,5.2,1.521,0.534,15,0,,,,2.1,Verb,634,1435,801,1969,,,,,,,,,Arbitrary,0,0,0,1,f,1,i,Curved,0,NA,NA,Open,1,SymmetricalOrAlternating,None,Neutral,Neutral,NA,1,f,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0,0.153,0.261,0.225,0.791,0.554,0.622,0,0,0.316,0.657,0.164,,,,,INTERPRET,171,2,171,2,,INTERPRET,INTERPRET,Event,"interpret, translate",1,4.67,1.92,0.44,15,0,0,4.815,https://player.vimeo.com/video/346933381
interpreter,interpreter,D_02_066,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/CMNt6fsGD10?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",6.148,0.949,1.11,27,0,6.059,1.088,0.989,17,0,,,,1.964,Noun,567,1535,968,2102,1.5,0.86,26,-0.81,1.5,0.86,18,-0.77,Arbitrary,0,0,1,2,f,1,i,Curved,0,NA,NA,Open,1,DominanceViolation,None,Hand,FingerTip,NA,1,DominanceConditionViolation,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.023,0.25,0.023,0,0.153,0.261,0.225,0.791,0.446,0.622,0,0,0.316,0.657,0.164,,,,,INTERPRETER,80,0,80,0,,INTERPRETER,INTERPRETER,None,"interpreter, translator",0,6.3,0.68,1.32,10,0,0,3.933,https://player.vimeo.com/video/345973859
intervene,intervene,J_01_109,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/8QNWyhiqtP8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.7,1.664,0.31,30,0,4.667,1.633,0.249,15,0,0.667,0.867,,1.863,Verb,601,1435,834,1969,,,,,,,,,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,AsymmetricalSameHandshape,Straight,Hand,Palm,NA,1,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.059,0.25,0.077,0,0.457,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,,,,,INTERVENE,459,17,459,17,interrupt,INTERVENE,INTERVENE,Event,"annoy, bother, interrupt, interruption, intervene, intervention",1,4.73,1.75,0.37,15,0,0,7.325,https://player.vimeo.com/video/346925274
interview,interview,H_02_054,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Sj743aDpD7o?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.357,1.592,0.162,28,0,4.429,1.785,0.202,14,0,,,,3.178,Noun,501,1568,1068,1969,,,,,,,,,Arbitrary,1,0,0,1,i,1,p,FullyOpen,0,NA,NA,Closed,0,SymmetricalOrAlternating,Straight,Head,HeadAway,HeadAway,0,i,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.266,0.066,0.178,0.457,0.033,0.409,0.791,0.446,0.378,0,0,0.684,0.343,0.836,,,,,INTERVIEW,325,1,325,1,,INTERVIEW,INTERVIEW,Event,interview,2,4.29,1.44,0.12,14,0,0,5.231,https://player.vimeo.com/video/346804521
introduce,introduce,D_01_076,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/EAD-mX-BfIE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.519,1.312,0.194,27,0,4.375,1.204,0.101,16,0,,,,3.248,Verb,534,1435,901,1902,1.81,1.17,26,-0.64,1.67,1.09,18,-0.67,Arbitrary,0,0,0,1,flat_b,1,imrp,Flat,0,0,0,Open,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,flat_b,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.233,0.449,0.162,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.164,,,,,INTRODUCE,288,5,288,5,,INTRODUCE,INTRODUCE,Event,"introduce, introduction, present",2,4.73,1.49,0.33,11,0,0,7.048,https://player.vimeo.com/video/345806253
intuitive,intuitive,F_01_006,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/jOnmIjNOTaM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",5.111,1.396,0.48,27,0,5,1.468,0.424,14,0,,,,1.74,Adjective,501,1802,1301,2202,,,,,,,,,Arbitrary,0,0,0,1,flat_b,1,imrp,Flat,0,0,0,Open,0,OneHanded,Straight,Body,Waist,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.094,0.002,0,0.457,0.449,0.162,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.836,,,,,,165,3,165,3,,,,,,1,5.23,1.36,0.54,13,0,0,7.07,https://player.vimeo.com/video/346487484
invest,invest,F_03_045,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/2Y5P0KaFu5U?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.889,1.553,-0.191,27,0,3.714,1.437,-0.313,14,0,,,,2.384,Verb,601,1368,767,2002,,,,,,,,,Arbitrary,0,0,0,1,curved_v,1,im,Curved,0,1,0,Open,0,AsymmetricalDifferentHandshape,BackAndForth,Hand,Palm,HandAway,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.077,0.155,0.026,0.14,0.225,0.791,0.554,0.622,0.398,0.878,0.684,0.657,0.836,,,,,INVEST,39,1,39,1,,INVEST,INVEST,Event,"donate, invest, investment, support",5,4.08,1.71,-0.06,13,0,0,6.467,https://player.vimeo.com/video/346601708
invisible,invisible,G_03_078,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/FBuo3_hUmWg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.08,1.891,-0.636,27,0.074,2.7,1.947,-0.747,12,0.167,,,,2.8,Adjective,501,801,300,1768,,,,,,,,,Arbitrary,0,0,0,1,8,1,m,Flat,1,NA,NA,Open,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.457,0.045,0.162,0.209,0.554,0.378,0,0,0.316,0.657,0.836,,,,,,449,4,449,4,,,,,,2,3.33,1.88,-0.56,15,0,0,5.111,https://player.vimeo.com/video/346779005
invite,invite,C_02_007,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/HBl_qkCB0YM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.367,1.829,0.042,30,0,4.667,2.086,0.077,18,0,,,,3.179,Verb,434,834,400,1835,2.4,1.5,30,-0.24,2.38,1.6,21,-0.29,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,OneHanded,Curved,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.363,0.363,0.426,0.233,0.449,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,3.95,1.18,0.04,-0.18,INVITE,344,23,344,23,,INVITE,INVITE,Event,"invitation, invite, welcome, hire",2,3.92,1.31,-0.01,12,0,0,8.014,https://player.vimeo.com/video/345587319
iphone,iphone,K_01_021,,5.37,1.757,0.669,27,0,5.182,1.401,0.891,11,0,,,IPHONE,,Noun,734,1435,701,2135,,,,,,,,,,1,0,0,1,i,1,p,FullyOpen,0,NA,NA,Closed,0,OneHanded,Straight,Head,Other,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.266,0.025,0,0.457,0.033,0.409,0.791,0.446,0.622,0,0,0.684,0.343,0.836,,,,,,325,5,325,5,,,,,,2,5.5,2,0.52,16,0,0,5.303,https://player.vimeo.com/video/341888535
iron,iron,D_01_063,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Qcwfkx3Y5jU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",2.423,1.301,-0.971,26,0.037,2.267,1.1,-1.05,15,0.063,,,,2.962,Noun,467,1535,1068,2302,5.04,1.72,26,0.97,4.88,1.65,18,0.9,NA,0,0,0,1,a,0,t,NA,NA,NA,NA,Open,NA,AsymmetricalDifferentHandshape,Straight,Hand,Palm,FingerFront,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.077,0.016,0.457,0.057,0,0,0.446,0.622,0,0,0,0.657,0.836,,,,,IRON,414,10,414,10,,IRON,IRON,Event,iron,3,2.64,1.57,-0.86,11,0,0,3.593,https://player.vimeo.com/video/345805674
