EntryID,LemmaID,Code,HandshapeImage,HandshapeImage : URL
breaktime,breaktime,J_01_047,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
breathe,breathe,D_03_051,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
brick,brick,H_02_085,"<img src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />",
bridesmaid,bridesmaid,A_03_016,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
bridge,bridge,A_03_081,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
bridge_2,bridge_2,K_01_018,"<img src=""https://aslcdi.website/images/handshape_images/curved_v.png"" />",
bright,bright,F_03_028,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
bring,bring,F_03_004,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
brother,brother,B_01_065,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
brown,brown,D_03_045,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
brush,brush,A_01_072,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
bubbles,bubbles,E_02_052,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
buckle_1,buckle_1,K_02_056,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
buckle_2,buckle_2,K_03_073,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
budget,budget,E_01_099,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
buffalo,buffalo,F_03_033,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
bug,bug,B_01_067,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
building,building,A_03_088,"<img src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />",
bull,bull,E_01_098,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
bulldozer,bulldozer,E_01_083,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
bullshit,bullshit,J_03_053,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
bumpy,bumpy,K_01_123,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
bun,bun,K_03_121,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
burn_1,burn_1,J_02_037,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
burp,burp,F_03_009,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
bury,bury,K_01_081,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
bury_1,bury_1,K_02_014,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
bury_2,bury_2,K_03_018,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
bury_3,bury_3,K_02_093,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
bus,bus,E_01_004,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
business,business,D_01_022,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
busted,busted,G_01_022,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
busy,busy,E_02_040,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
but,but,D_03_030,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
butter,butter,A_01_034,"<img src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />",
butterfly,butterfly,A_03_056,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
buttons,buttons,F_02_025,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
buy,buy,D_03_074,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
bye,bye,E_01_058,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
cabbage,lettuce,B_01_073,"<img src=""https://aslcdi.website/images/handshape_images/spread_open_e.png"" />",
cabinet,cabinet,B_03_030,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
cafeteria,cafeteria,A_02_054,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
cake,cake,D_01_033,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
calculator,calculator,E_03_103,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
calendar,calendar,D_02_061,"<img src=""https://aslcdi.website/images/handshape_images/4.png"" />",
california,california,H_02_038,"<img src=""https://aslcdi.website/images/handshape_images/flat_ily.png"" />",
call,call,C_02_061,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
call_2,call_2,J_02_048,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
call_attention,call_attention,C_01_038,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
call_tty,call_tty,B_03_026,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
calm,calm,G_03_004,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
camcorder,camcorder,E_03_021,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
camel,camel,G_01_042,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
camera,camera,B_03_073,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
cameraman,cameraman,E_02_034,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
camping,camping,A_01_045,"<img src=""https://aslcdi.website/images/handshape_images/horns.png"" />",
can,can,D_03_027,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
can_2,can_2,K_02_027,"<img src=""https://aslcdi.website/images/handshape_images/spread_open_e.png"" />",
canada,canada,C_03_034,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
cancellation,cancellation,C_02_017,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
cancer_1,cancer,G_03_056,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
cancer_2,cancer,F_01_047,"<img src=""https://aslcdi.website/images/handshape_images/open_e.png"" />",
candle,candle,C_03_060,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
candy_1,candy_1,A_01_018,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
candy_2,candy_2,D_02_079,"<img src=""https://aslcdi.website/images/handshape_images/open_h.png"" />",
cannon,cannon,G_02_037,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
cannot,cannot,E_02_094,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
canoe,canoe,D_01_045,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
cape,cape,F_01_004,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
caption,caption,C_02_086,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
capture,capture,H_03_048,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
car,car,D_02_043,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
car_accident,car_accident,E_03_029,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
car_battery,car_battery,E_01_039,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
cards,cards,J_03_065,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
careful,careful,B_03_039,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
carousel,carousel,E_01_063,"<img src=""https://aslcdi.website/images/handshape_images/curved_v.png"" />",
carrot,carrot,A_02_083,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
carrot_2,carrot_2,K_01_105,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
carrot_3,carrot_3,K_03_075,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
carry,carry,J_02_042,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
carve,carve,K_02_026,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
castle,castle,A_01_008,"<img src=""https://aslcdi.website/images/handshape_images/curved_v.png"" />",
castle_2,castle_2,K_01_017,"<img src=""https://aslcdi.website/images/handshape_images/curved_v.png"" />",
castle_3,castle_3,K_02_019,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
castle_4,castle_4,K_03_110,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
casual,casual,H_02_050,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
cat,cat,A_01_023,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
cat_2,cat_2,K_02_047,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
cat_3,cat_3,K_03_087,"<img src=""https://aslcdi.website/images/handshape_images/8.png"" />",
catapult,catapult,E_03_083,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
catch_1,catch,G_02_033,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
catch_2,catch_2,J_01_073,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
catch_3,catch_3,K_03_109,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
catch_baseball,catch_baseball,K_02_058,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
category,category,E_01_034,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
catepillar,catepillar,G_01_025,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
catholic,catholic,B_03_052,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
caught,caught,H_02_069,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
cause,cause,D_01_088,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
ceiling,ceiling,J_01_091,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
celebrate,celebrate,J_02_100,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
celery,celery,G_02_048,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
cellphone,cellphone,K_01_128,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
cemetery,cemetery,H_01_037,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
center,center,C_01_027,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
cereal,cereal,A_02_014,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
certificate,certificate,B_01_080,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
chain,chain,E_02_055,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
chair,chair,A_01_017,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
challenge,challenge,B_03_051,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
champ,champ,J_03_030,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
champion,champion,G_01_081,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
chance,chance,A_03_080,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
change,change,E_01_031,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
channel,channel,C_03_023,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
chaos,chaos,F_01_037,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
character,character,B_02_088,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
charge,charge,F_01_025,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
charge_card,charge_card,E_02_056,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
chase,chase,F_03_017,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
chat,chat,C_01_079,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
cheap,cheap,F_02_056,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
cheat_1,cheat_1,A_02_008,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
cheat_2,cheat_2,D_01_027,"<img src=""https://aslcdi.website/images/handshape_images/horns.png"" />",
check,check,B_03_040,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
cheek,cheek,G_03_052,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
cheer,cheer,J_03_060,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
cheerleader_1,cheerleader,H_02_045,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
cheerleader_2,cheerleader_2,K_01_016,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
cheese,cheese,A_02_021,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
cheese_grater,cheese_grater,F_03_064,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
cherish,cherish,J_02_033,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
cherry,cherry,C_01_083,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
cherry_2,cherry_2,K_02_113,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
chew_1,chew_1,G_02_091,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
chew_2,chew_2,J_02_027,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
chew_2_mouth,chew_2_mouth,K_01_100,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
chew_3,chew_3,K_02_041,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
chew_4,chew_4,K_03_094,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
chicago,chicago,D_01_043,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
child,child,F_03_101,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
children,children,C_02_066,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
chimney,chimney,E_02_064,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
chin_2,chin_2,F_02_070,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
china,china,D_03_061,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
chocolate,chocolate,B_01_002,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
choke,choke,G_01_079,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
chop,chop,F_02_099,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
chopsticks,chopsticks,G_01_063,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
christmas_1,christmas,F_03_029,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
christmas_3,christmas,J_03_061,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
church,church,C_02_018,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
churn,churn,E_01_046,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
cigar,cigar,B_02_055,"<img src=""https://aslcdi.website/images/handshape_images/r.png"" />",
cigarette,cigarette,C_01_059,"<img src=""https://aslcdi.website/images/handshape_images/horns.png"" />",
circle,circle,E_02_062,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
circuswheel,circuswheel,H_02_065,"<img src=""https://aslcdi.website/images/handshape_images/curved_v.png"" />",
city,city,B_01_029,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
city_2,city_2,K_02_076,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
clap,clap,G_01_096,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
clash,clash,K_01_032,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
class,class,B_03_068,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
clause,clause,F_03_013,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
claw,claw,G_02_071,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
clean,clean,E_03_082,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
