"EntryID","LemmaID","Code","Batch","List","Item","YouTube Video","VimeoVideoHTML","VimeoVideo","SubtLexUSLog10WF","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","SignFrequency(M-Nonnative)","SignFrequency(SD-Nonnative)","SignFrequency(N-Nonnative)","SignFreq(Z-Nonnative)","GuessAccuracy","DominantTranslation","PercentUnknown","PercentGlossAgreement","PercentUnknown(Native)","PercentGlossAgreement(Native)","PercentUnknown(Nonnative)","PercentGlossAgreement(Nonnative)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","IconicityType","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(Z) native","D.Iconicity(N) native","H statistic","Transparency(M)","Transparency SD","Transparency Z","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","InCDI","CDI Semantic Category","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","RepeatedMovement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","RepeatedMovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","RepeatedMovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","RepeatedMovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","RepeatedMovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","RepeatedMovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Phonological Complexity","PhonotacticProbability","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","SignBankAnnotationID","SignBankEnglishTranslations","SignBankLemmaID","SignBankSemanticField","SignBankReferenceID","bglm_aoa","empirical_aoa"
"gym","gym","G_03_003","G","3","3","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/xibDyY5woEA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346775414?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346775414","2.968","4.000","1.811","-0.100","27","4.182","1.834","-0.014","12","3.867","1.846","15","-0.164","","","0.037","","0.083","","0.000","","2.800","1.881","-0.233","20","","Arbitrary","","","","","","","","","","","","","Noun","367.00","1401.00","1034.00","1869.00","No","","0","0","0","1","baby_o","1","i","Bent","0","NA","NA","Open","1","SymmetricalOrAlternating","Circular","1","Body","BodyAway","BodyAway","0","baby_o","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.094","0.016","0.045","0.076","0.261","0.099","0.791","0.446","0.378","0.000","0.000","0.316","0.657","0.164","2","-0.822","35","0","","","","","","",""
"habit","habit","E_03_067","E","3","67","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/wxKbH3FSo2A?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346069075?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346069075","2.869","5.100","1.094","0.478","30","4.786","1.122","0.274","14","5.375","1.025","16","0.656","","","0.000","","0.000","","0.000","","1.548","1.091","-0.921","31","","Arbitrary","","","","","","","","","","","","","Noun","501.00","1468.00","968.00","1935.00","No","","0","0","0","1","curved_5","0","imrp","Curved","1","1","1","Open","1","SymmetricalOrAlternating","Straight","0","Neutral","Neutral","Neutral","1","curved_5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.457","0.449","0.225","0.209","0.554","0.622","0.398","0.122","0.316","0.657","0.836","1","0.401","512","10","USED-TO","accustomed, habit, routine, typical, used to, usual","USED-TO","Event","1367","",""
"had_enough","had_enough","H_01_090","H","1","90","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/N2x3t-5BIB0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346796453?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346796453","","4.500","1.622","0.227","28","4.286","1.637","0.120","14","4.714","1.637","14","0.334","","done","0.000","0.679","0.000","0.571","0.000","0.786","5.750","1.650","1.180","20","had enough","Both","","","","","","","","","","","","","Adjective","400.00","901.00","501.00","1435.00","No","","0","0","0","1","flat_b","1","imrp","Flat","0","0","0","Open","0","OneHanded","Straight","0","Head","HeadAway","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.066","0.178","0.457","0.449","0.162","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.836","1","0.391","361","3","HAD-ENOUGH","done, fed up, frustrated, had enough","HAD-ENOUGH","Attribute","1849","",""
"haha","haha","G_02_103","G","2","103","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/V8q_fZdVLEM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346773325?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346773325","1.398","5.556","1.717","0.733","27","5.583","1.730","0.766","12","5.533","1.767","15","0.707","","","0.000","","0.000","","0.000","","2.667","1.947","-0.377","33","","Arbitrary","","","","","","","","","","","","","Minor","501.00","1502.00","1001.00","2102.00","No","","1","1","0","6","curved_v","1","im","Curved","NA","0","NA","Open","0","OneHanded","None","0","Neutral","Neutral","NA","0","NA","0","a","0","t","NA","NA","NA","NA","Open","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","curved_v","1","im","Curved","NA","0","NA","Open","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","a","0","t","NA","NA","NA","NA","Open","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","curved_v","1","im","Curved","NA","0","NA","Open","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Open","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.000","0.153","0.140","0.225","0.000","0.554","0.378","0.602","0.000","0.684","0.657","0.836","2","-0.029","138","0","HAHA","haha, sarcastic, sarcasm, yeah right","HAHA","None","3260","",""
"hair","hair","A_02_056","A","2","56","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/vviqOHTyt-I?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344223482?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/344223482","3.894","5.444","1.340","0.873","27","5.692","1.182","1.012","13","5.214","1.477","14","0.744","","","0.000","","0.000","","0.000","","6.900","0.305","1.884","30","","Pantomimic","6.23","1.50","31","1.50","6.21","1.62","1.53","19","","","","","Noun","334.00","1201.00","868.00","1401.00","Yes","Body Parts","0","0","0","1","f","0","i","Flat","0","NA","NA","Open","1","OneHanded","Straight","1","Head","Other","Other","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.025","0.010","0.457","0.261","0.162","0.791","0.446","0.378","0.000","0.000","0.316","0.657","0.836","1","-0.304","336","0","HAIR","hair, hairy","HAIR","None","1848","24","16"
"hair_2","hair_2","K_02_053","K","","","","<iframe src=https://player.vimeo.com/video/342141367?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/342141367","3.894","3.739","1.982","-0.274","25","3.000","1.563","-0.328","11","4.308","2.136","14","-0.232","","","0.080","","0.091","","0.071","","5.042","1.732","0.692","24","HAIR","","","","","","","","","","","","","","Noun","667.00","2102.00","1435.00","2669.00","No","","0","0","0","1","curved_5","0","imrp","Curved","0","1","0","Open","0","OneHanded","Other","0","Head","HeadTop","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.004","0.178","0.017","0.449","0.225","0.791","0.554","0.622","0.398","0.878","0.684","0.657","0.836","3","0.297","42","0","","","","","","",""
"hair_clipper","hair_clipper","E_02_080","E","2","80","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/9AQvOq_GWmQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346060348?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346060348","","2.194","1.376","-1.090","32","2.333","1.543","-1.025","15","2.063","1.237","17","-1.150","","hair_clipper","0.031","0.645","0.000","0.733","0.059","0.563","4.133","1.814","0.086","30","","NA","","","","","","","","","","","","","Verb","434.00","1835.00","1401.00","2402.00","No","","0","0","0","1","flat_b","1","imrp","Flat","0","0","0","Open","0","OneHanded","Z-shaped","0","Head","HeadAway","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.066","0.178","0.034","0.449","0.162","0.791","0.554","0.622","0.602","0.878","0.684","0.657","0.836","3","0.352","31","0","","","","","","",""
"haircut","haircut","C_02_081","C","2","81","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ViqDgpGfq8I?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345589833?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345589833","2.633","3.000","1.438","-0.761","30","3.222","1.517","-0.738","18","2.667","1.303","12","-0.795","","","0.000","","0.000","","0.000","","1.185","0.557","-0.764","27","","Arbitrary","5.07","1.76","30","1.17","5.10","1.73","1.15","21","","","","","Noun","1134.00","1568.00","434.00","3203.00","No","","0","0","0","1","v","1","im","FullyOpen","0","1","1","Closed","0","SymmetricalOrAlternating","Curved","1","Head","HeadAway","HeadAway","0","v","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.266","0.066","0.178","0.233","0.140","0.409","0.791","0.446","0.378","0.398","0.122","0.684","0.343","0.836","3","-0.191","142","2","HAIRCUT","haircut, hair cut, barber, salon, cut hair, 💇🏾‍♂️💇🏾‍♀️💇‍♂️💇🏻‍♀️","HAIRCUT","None","2359","",""
"hairdresser","hairdresser","G_03_016","G","3","16","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LDOsLd_ePQE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346775966?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346775966","2.104","4.444","1.423","0.093","27","4.250","1.357","-0.001","12","4.600","1.502","15","0.168","","","0.000","","0.000","","0.000","","4.000","1.717","0.343","20","","NA","","","","","","","","","","","","","Noun","467.00","1635.00","1168.00","2236.00","No","","0","0","0","1","v","1","im","FullyOpen","0","1","1","Closed","0","SymmetricalOrAlternating","Curved","1","Head","HeadAway","HeadAway","0","v","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.266","0.066","0.178","0.233","0.140","0.409","0.791","0.446","0.378","0.398","0.122","0.684","0.343","0.836","3","-0.191","142","2","","","","","","",""
"hairdryer","hairdryer","B_02_078","B","2","78","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/puvYVB-H43w?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345556080?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345556080","1.079","3.200","1.708","-0.878","25","2.857","1.512","-1.082","14","3.636","1.912","11","-0.620","0.000","","0.000","","0.000","","0.000","","4.067","1.701","0.623","30","","Perceptual","5.36","1.50","31","1.31","5.23","1.60","1.28","22","1.79","4.30","2.03","0.54","Noun","501.00","1235.00","734.00","1835.00","No","","0","0","0","1","l","0","i","FullyOpen","0","NA","NA","Open","0","OneHanded","Straight","1","Head","HeadAway","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.066","0.178","0.457","0.261","0.409","0.791","0.446","0.378","0.000","0.000","0.684","0.657","0.836","1","0.006","338","2","HAIRDRYER","blow-dry, blow-dryer, hair, hairdryer, hair dryer","HAIRDRYER","None","2118","",""
"hairdryer_2","hairdryer_2","K_03_056","K","","","","<iframe src=https://player.vimeo.com/video/342149698?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/342149698","1.079","3.091","1.900","-0.578","25","2.111","1.167","-0.840","11","3.769","2.048","14","-0.396","","hairdryer","0.120","0.636","0.182","0.778","0.071","0.538","4.231","1.632","0.158","26","HAIRDRYER","","","","","","","","","","","","","","Noun","567.00","2002.00","1435.00","2703.00","No","","0","0","0","1","baby_o","1","i","Bent","0","NA","NA","Open","1","OneHanded","Z-shaped","0","Head","HeadAway","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.066","0.178","0.034","0.261","0.099","0.791","0.554","0.378","0.000","0.000","0.316","0.657","0.836","3","-0.296","51","3","","","","","","",""
"hairdryer_3","hairdryer_3","K_01_091","K","","","","<iframe src=https://player.vimeo.com/video/341915410?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/341915410","1.079","3.286","2.101","-0.419","27","2.000","1.155","-0.763","11","3.929","2.200","16","-0.248","","hairdryer","0.222","0.905","0.364","1.000","0.125","0.857","3.280","1.487","-0.094","25","HAIRDRYER","","","","","","","","","","","","","","Verb","601.00","1568.00","968.00","2336.00","No","","0","0","0","1","open_h","1","im","FullyOpen","0","0","0","Open","0","OneHanded","Circular","1","Head","HeadAway","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.066","0.178","0.076","0.140","0.409","0.791","0.446","0.378","0.602","0.878","0.684","0.657","0.836","3","0.079","55","3","HAIRDRYER","blow-dry, blow-dryer, hair, hairdryer, hair dryer","HAIRDRYER","None","2118","",""
"half","half","F_03_040","F","3","40","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/1dgMCWKuk8Y?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346601433?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346601433","4.007","5.000","1.330","0.394","27","4.857","1.460","0.283","14","5.154","1.214","13","0.513","","","0.000","","0.000","","0.000","","3.788","2.027","-0.021","33","","Arbitrary","","","","","","","","","","","","","Noun","501.00","1502.00","1001.00","2002.00","No","","1","1","0","2","1","0","i","FullyOpen","NA","NA","NA","Closed","0","OneHanded","Straight","0","Neutral","Neutral","Neutral","0","NA","0","v","1","im","FullyOpen","NA","1","NA","Closed","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.426","0.457","0.261","0.409","0.000","0.554","0.378","0.000","0.000","0.684","0.343","0.836","1","0.104","563","8","HALF","amount, fraction, half, number, one, one half, two","HALF","Number","1847","",""
"half_hour","half_hour","J_02_024","J","2","24","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/OFjJPMen_7k?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346934794?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346934794","","4.933","1.461","0.474","30","5.133","1.302","0.487","15","4.733","1.624","15","0.461","","","0.000","","0.000","","0.000","","2.640","1.912","-0.231","25","half hour","Arbitrary","","","","","","","","","","","","","Noun","534.00","1401.00","868.00","1902.00","No","","0","0","0","1","closed_b","0","imrp","FullyOpen","1","0","0","Closed","0","AsymmetricalSameHandshape","Curved","0","Hand","FingerFront","Palm","1","closed_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.059","0.250","0.015","0.025","0.233","0.449","0.409","0.209","0.554","0.622","0.602","0.878","0.684","0.343","0.836","2","-0.018","190","0","HALF-HOUR","clock, half (an) hour, hour, thirty minutes, time, half hour","HALF-HOUR","None","1846","",""
"hall","hall","F_01_097","F","1","97","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/GW771cm4izQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346491271?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346491271","3.423","3.556","1.625","-0.405","27","3.286","1.383","-0.590","14","3.846","1.864","13","-0.205","","","0.000","","0.000","","0.000","","3.485","1.716","-0.125","33","","Arbitrary","","","","","","","","","","","","","Noun","601.00","1268.00","667.00","1902.00","No","","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Straight","0","Neutral","Neutral","Neutral","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.457","0.449","0.409","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.836","1","0.768","541","24","HALL","hall, hallway, room","HALL","None","3360","",""
