"EntryID","LemmaID","Code","Batch","List","Item","YouTube Video","VimeoVideoHTML","VimeoVideo","SubtLexUSLog10WF","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","SignFrequency(M-Nonnative)","SignFrequency(SD-Nonnative)","SignFrequency(N-Nonnative)","SignFreq(Z-Nonnative)","GuessAccuracy","DominantTranslation","PercentUnknown","PercentGlossAgreement","PercentUnknown(Native)","PercentGlossAgreement(Native)","PercentUnknown(Nonnative)","PercentGlossAgreement(Nonnative)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","IconicityType","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(Z) native","D.Iconicity(N) native","H statistic","Transparency(M)","Transparency SD","Transparency Z","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","InCDI","CDI Semantic Category","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","RepeatedMovement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","RepeatedMovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","RepeatedMovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","RepeatedMovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","RepeatedMovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","RepeatedMovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Phonological Complexity","PhonotacticProbability","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","SignBankAnnotationID","SignBankEnglishTranslations","SignBankLemmaID","SignBankSemanticField","SignBankReferenceID","bglm_aoa","empirical_aoa"
"group","group","J_01_001","J","1","1","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/HM1f8tTAddQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346908425?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346908425","3.576","4.867","1.358","0.426","30","4.733","1.100","0.274","15","5.000","1.604","15","0.578","","","0.000","","0.000","","0.000","","2.458","1.285","-0.274","24","","Arbitrary","","","","","","","","","","","","","Noun","501.00","1301.00","801.00","1902.00","No","","1","0","0","1","g","0","i","Flat","0","NA","NA","Open","0","SymmetricalOrAlternating","Curved","0","Neutral","Neutral","Neutral","1","g","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.233","0.261","0.162","0.791","0.554","0.622","0.000","0.000","0.684","0.657","0.164","2","0.153","261","0","GROUPg","class, group, GROUPg","GROUP","None","643","",""
"grow","grow","B_02_042","B","2","42","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/iYNyUD-XEdk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345537838?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345537838","3.482","4.840","1.519","0.155","25","4.429","1.742","-0.102","14","5.364","1.027","11","0.483","0.400","","0.000","","0.000","","0.000","","5.467","1.613","1.311","30","","Perceptual","4.00","1.75","31","0.57","3.91","1.72","0.56","22","1.62","4.70","1.66","0.84","Verb","667.00","1134.00","467.00","1869.00","No","","0","0","0","1","o","0","imrp","Curved","1","0","1","Open","1","AsymmetricalDifferentHandshape","Straight","0","Hand","Palm","HandAway","1","C","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.175","0.250","0.077","0.155","0.457","0.449","0.225","0.209","0.554","0.622","0.602","0.122","0.316","0.657","0.836","2","0.042","386","3","GROW","blossom, develop, grow, growth","GROW","Event","1853","",""
"grow_up","grow_up","J_01_036","J","1","36","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/QGLmyrjivCw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346917095?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346917095","","5.500","1.280","0.770","30","5.733","1.163","0.827","15","5.267","1.387","15","0.712","","","0.000","","0.000","","0.000","","5.667","1.167","1.236","24","grow up","Perceptual","","","","","","","","","","","","","Verb","334.00","1401.00","1068.00","1969.00","No","","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","OneHanded","Straight","0","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.426","0.457","0.449","0.409","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.836","1","0.796","541","16","GROW-UP","childhood, grow up, raise, upbringing","GROW-UP","Event","735","",""
"guess_1","guess","C_01_057","C","1","57","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_k6orLH9lns?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345578653?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345578653","4.365","4.897","1.235","0.244","29","4.941","1.391","0.182","17","4.833","1.030","12","0.331","0.000","guess","0.000","0.586","0.000","0.588","0.000","0.583","2.233","1.251","-0.353","30","","Arbitrary","1.60","0.97","30","-0.68","1.67","0.97","-0.69","21","1.59","4.53","1.22","0.34","Verb","334.00","801.00","467.00","1735.00","No","","0","0","0","1","o","0","imrp","Curved","1","0","0","Open","1","OneHanded","Curved","0","Head","HeadAway","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.066","0.178","0.233","0.449","0.225","0.209","0.554","0.378","0.602","0.878","0.316","0.657","0.836","2","0.074","153","2","GUESS","anticipate, assume, assumption, estimate, guess, miss","GUESS","None","608","",""
"guess_2","guess","D_02_013","D","2","13","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/YapXN4TtoI4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345969730?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345969730","4.365","4.815","1.241","0.365","27","4.882","1.495","0.356","17","4.700","0.675","10","0.381","","","0.000","","0.000","","0.000","","1.806","0.946","-0.527","31","","Arbitrary","1.77","1.18","26","-0.65","1.94","1.21","-0.53","18","","","","","Verb","334.00","1201.00","868.00","1301.00","No","","0","0","0","1","o","0","imrp","Curved","1","0","0","Open","1","OneHanded","Curved","0","Head","HeadAway","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.066","0.178","0.233","0.449","0.225","0.209","0.554","0.378","0.602","0.878","0.316","0.657","0.836","2","0.074","153","2","GUESS","anticipate, assume, assumption, estimate, guess, miss","GUESS","None","608","",""
"guide","guide","E_03_057","E","3","57","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/VnMqpBy5FC8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346068591?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346068591","2.960","5.000","1.390","0.436","30","5.071","1.592","0.420","14","4.938","1.237","16","0.451","","","0.000","","0.000","","0.000","","3.200","1.562","-0.130","30","","Arbitrary","","","","","","","","","","","","","Verb","501.00","1301.00","801.00","1835.00","No","","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","SymmetryViolation","Straight","0","Hand","FingerBack","NA","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.006","0.250","0.019","0.000","0.457","0.057","0.000","0.000","0.554","0.622","0.000","0.000","0.000","0.657","0.836","2","-0.730","414","0","","","","","","",""
"guillotine_1","guillotine_1","G_01_008","G","1","8","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/JbFysOZ7J10?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346606923?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346606923","1.633","2.150","1.226","-1.271","27","1.714","1.254","-1.594","12","2.385","1.193","15","-1.097","","short_hair","0.259","0.400","0.417","0.375","0.133","0.385","4.867","1.525","0.681","30","","NA","","","","","","","","","","","","","Noun","501.00","1502.00","1001.00","1969.00","No","","0","0","0","1","flat_b","1","imrp","Flat","0","0","0","Open","0","OneHanded","Curved","1","Body","BodyAway","BodyAway","0","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.094","0.016","0.045","0.233","0.449","0.162","0.791","0.446","0.378","0.602","0.878","0.684","0.657","0.164","2","-0.218","117","1","","","","","","",""
"guillotine_2","guillotine_2","F_01_093","F","1","93","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Za4iHj3pvIM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346490970?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346490970","1.633","2.148","1.433","-1.169","27","2.071","1.730","-1.226","14","2.231","1.092","13","-1.107","","behead","0.000","0.889","0.000","0.857","0.000","0.923","5.424","1.601","0.832","33","","NA","","","","","","","","","","","","","Verb","567.00","1168.00","601.00","1635.00","No","","0","0","0","1","flat_b","1","imrp","Flat","0","0","0","Open","0","OneHanded","Curved","0","Body","BodyAway","BodyAway","0","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.094","0.016","0.045","0.233","0.449","0.162","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.164","2","-0.084","117","1","","","","","","",""
"guilty","guilty","D_03_085","D","3","85","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ekCIaI_zHsU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345991006?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345991006","3.502","3.538","1.334","-0.341","26","3.563","1.209","-0.370","16","3.500","1.581","10","-0.294","","","0.000","","0.000","","0.000","","1.708","0.999","-0.642","24","","Arbitrary","1.23","0.51","26","-0.96","1.17","0.38","-0.96","18","","","","","Adjective","701.00","1435.00","734.00","1969.00","No","","1","0","0","1","g","0","i","Flat","0","NA","NA","Open","0","OneHanded","Straight","1","Body","Clavicle","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.094","0.017","0.000","0.457","0.261","0.162","0.791","0.446","0.622","0.000","0.000","0.684","0.657","0.836","1","-0.189","147","7","GUILTYg","conscience, guilt, guilty","GUILTY","None","1851","",""
"guitar","guitar","A_02_077","A","2","77","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/YoQiBJsebTs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344223708?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/344223708","2.901","2.630","1.644","-0.659","27","2.538","1.808","-0.684","13","2.714","1.541","14","-0.637","","","0.000","","0.000","","0.000","","6.967","0.183","1.920","30","","NA","6.48","1.00","31","1.65","6.58","0.96","1.74","19","","","","","Noun","801.00","1568.00","767.00","2803.00","No","","0","0","0","1","spread_open_e","1","imrp","Bent","0","1","0","Open","0","OneHanded","Curved","1","Arm","ArmAway","ArmAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.026","0.005","0.012","0.233","0.449","0.099","0.791","0.446","0.378","0.398","0.878","0.684","0.657","0.836","2","-0.186","21","0","GUITAR","guitar, strum","GUITAR","None","768","",""
"gullible","gullible","C_02_058","C","2","58","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/NoXaj2ZvJCo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345589019?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345589019","1.813","3.433","1.357","-0.508","30","3.444","1.338","-0.605","18","3.417","1.443","12","-0.361","0.000","","0.000","","0.000","","0.000","","1.423","0.902","-0.661","26","","Arbitrary","4.90","1.40","30","1.07","5.00","1.41","1.06","21","1.99","3.25","1.62","-0.19","Adjective","267.00","968.00","701.00","1935.00","No","","0","0","0","1","1","0","m","Curved","0","NA","NA","Open","1","OneHanded","Curved","0","Body","BodyAway","Neck","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.094","0.016","0.003","0.233","0.045","0.225","0.791","0.554","0.378","0.000","0.000","0.316","0.657","0.836","3","-0.464","140","0","GULLIBLE","credulous, gullible, swallow","GULLIBLE","None","2931","",""
"gum","gum","G_02_010","G","2","10","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/wXujlgcQ4yg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346740774?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346740774","2.835","5.037","1.652","0.422","27","5.167","1.801","0.516","12","4.933","1.580","15","0.347","","","0.000","","0.000","","0.000","","3.452","1.588","-0.006","31","","Arbitrary","","","","","","","","","","","","","Noun","534.00","1535.00","1001.00","2035.00","Yes","Food and Drink","0","0","0","1","v","1","im","FullyOpen","1","1","0","Closed","0","OneHanded","Straight","1","Head","Mouth","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.046","0.000","0.457","0.140","0.409","0.209","0.446","0.622","0.398","0.878","0.684","0.343","0.836","2","-0.027","349","1","GUM","bubblegum, chewing gum, gum","GUM","None","1850","41","35"
"gun","gun","D_02_046","D","2","46","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Ta_r7TerOrA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345972297?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345972297","4.036","3.407","1.474","-0.409","27","3.294","1.263","-0.503","17","3.600","1.838","10","-0.249","","","0.000","","0.000","","0.000","","6.710","1.131","1.764","31","","NA","5.39","1.75","26","1.19","5.56","1.29","1.33","18","","","","","Noun","567.00","1268.00","701.00","1835.00","No","","0","0","0","1","a","0","t","NA","1","NA","NA","Open","NA","OneHanded","None","1","Neutral","Neutral","NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.000","0.153","0.057","0.000","0.209","0.446","0.378","0.000","0.000","0.000","0.657","0.836","2","-0.617","178","8","GUN","gun, pistol","GUN","None","2932","",""
"gun_2","gun_2","K_03_105","K","","","","<iframe src=https://player.vimeo.com/video/342257091?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/342257091","4.036","3.760","1.640","-0.221","25","3.455","1.572","-0.140","11","4.000","1.710","14","-0.284","","","0.000","","0.000","","0.000","","6.846","0.368","1.363","26","GUN","","","","","","","","","","","","","","Noun","567.00","1568.00","1001.00","2135.00","No","","0","0","0","1","a","0","t","NA","1","NA","NA","Open","NA","OneHanded","None","1","Neutral","Neutral","NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.000","0.153","0.057","0.000","0.209","0.446","0.378","0.000","0.000","0.000","0.657","0.836","2","-0.617","178","8","GUN","gun, pistol","GUN","None","2932","",""
"gun_3","gun_3","K_01_069","K","","","","<iframe src=https://player.vimeo.com/video/341912562?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/341912562","4.036","4.269","1.867","0.136","27","4.091","1.446","0.326","11","4.400","2.165","16","-0.003","","","0.037","","0.000","","0.063","","6.458","1.021","1.431","24","GUN","","","","","","","","","","","","","","Verb","434.00","1101.00","667.00","1802.00","No","","0","0","0","1","l","0","i","FullyOpen","0","NA","NA","Open","0","OneHanded","Curved","0","Neutral","Neutral","NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.000","0.233","0.261","0.409","0.791","0.554","0.378","0.000","0.000","0.684","0.657","0.836","2","0.179","263","7","","","","","","",""
