EntryID,LemmaID,Code,Batch,List,Item,EnglishWF(lg10),SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),Unknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),Unknown(Native),SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFrequency(N-Nonnative),SignFreq(Z-Nonnative),Unknown(Nonnative),DominantTranslation,DominantTranslationAgreement,DominantTranslationAgreement(Native),DominantTranslationAgreement(Nonnative),NondominantTranslations,Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,IconicityType,D.Iconicity(M),D.Iconicity(SD),D.Iconicity(N),D.Iconicity(Z),D.Iconicity(M-native),D.Iconicity(SD-native),D.Iconicity(Z-native),D.Iconicity(N-native),GuessConsistency,GuessAccuracy,Transparency(M),Transparency SD,Transparency Z,LexicalClass,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,SignOnset(ms),SignOffset(ms),SignDuration(ms),ClipDuration(ms),Handshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0,PhonotacticProbability,Phonological Complexity,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankSemanticField,SignBankReferenceID,InCDI,CDISemanticCategory,bglm_aoa,empirical_aoa 
drown_4,drown_4,K_03_077,K,3,77,2.733,4.2,1.893,0.014,25,0,3.909,1.7,0.038,11,0,4.429,2.065,14,-0.005,0,,,,,,3.2,1.871,-0.293,25,DROWN,,,,,,,,,,,,,,,Verb,0,0,0,1,601,1568,968,2202,1,i,FullyOpen,0,NA,NA,Closed,0,AsymmetricalDifferentHandshape,Z-shaped,0,Hand,Other,HandAway,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0.155,0.034,0.261,0.409,0.791,0.554,0.622,0,0,0.684,0.343,0.836,1,93,-0.208,4,,,,,,No,,,
stretch-ca,stretch-ca,K_03_078,K,3,78,,4.36,2.215,0.121,25,0,3.818,2.401,0.014,11,0,4.786,2.045,14,0.206,0,,,,,,6.667,0.565,1.258,24,STRETCH BODY,,,,,,,,,,,,,,,Verb,0,0,0,1,601,1902,1301,2703,s,imrp,FullyClosed,0,NA,NA,Closed,1,SymmetricalOrAlternating,Other,0,Body,BodyAway,BodyAway,0,s,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.016,0.045,0.017,0.449,0.067,0.791,0.554,0.378,0,0,0.316,0.343,0.836,0,14,-0.606,3,,,,,,No,,,
spread_2,spread_2,K_03_080,K,3,80,3.203,4.13,1.687,-0.001,25,0.08,3.636,1.433,-0.064,11,0,4.583,1.832,14,0.056,0.143,spread_2,1,1,1,,5.192,1.721,0.599,26,SPREAD,,,,,,,,,,,,,,,Verb,0,0,0,1,501,1368,868,2069,h,im,FullyOpen,1,0,0,Closed,0,AsymmetricalDifferentHandshape,Other,1,Hand,Palm,HandAway,1,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.017,0.14,0.409,0.209,0.446,0.622,0.602,0.878,0.684,0.343,0.164,0,52,-0.411,5,,,,,,No,,,
snow_2,snow_2,K_03_081,K,3,81,3.204,5.36,1.729,0.67,25,0,5,2,0.653,11,0,5.643,1.499,14,0.682,0,,,,,,2.846,1.567,-0.459,26,SNOW,,,,,,,,,,,,,,,Verb,0,0,0,1,601,1468,868,2202,5,imrp,FullyOpen,1,1,0,Open,0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.449,0.409,0.209,0.446,0.378,0.398,0.878,0.684,0.657,0.836,12,512,0.447,1,SNOWstr,"snow, snowing, SNOWstr",SNOW,None,686,No,,,
bite_on_arm,bite_on_arm,K_03_082,K,3,82,,4.37,1.864,0.09,27,0,4.333,1.826,0.079,12,0,4.4,1.957,15,0.098,0,,,,,,5.115,1.774,0.579,26,BITE ON ARM,,,,,,,,,,,,,,,Verb,0,0,0,1,767,1635,868,2336,curved_5,imrp,Curved,0,1,0,Open,0,OneHanded,Straight,0,Arm,ForearmUlnar,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.006,0,0.457,0.449,0.225,0.791,0.554,0.622,0.398,0.878,0.684,0.657,0.836,4,103,0.233,1,,,,,,No,,,
peg_2,peg_2,K_03_083,K,3,83,3.269,2.95,1.356,-0.688,25,0.2,2.571,1.272,-0.549,11,0.364,3.154,1.405,14,-0.763,0.071,,,,,,4,1.98,0.074,26,TO CLIP,,,,,,,,,,,,,,,Noun,0,0,0,1,667,1335,667,1935,g,i,Flat,1,NA,NA,Open,1,OneHanded,None,0,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153,0.261,0.162,0.209,0.554,0.378,0,0,0.316,0.657,0.836,2,141,-0.221,1,,,,,,No,,,
kick_2,kick_2,K_03_084,K,3,84,3.573,2.667,1.528,-0.809,25,0.16,2.7,1.418,-0.624,11,0.091,2.636,1.69,14,-0.978,0.214,kick_2,0.905,1,0.818,can do,3.538,1.702,-0.126,26,KICK,,,,,,,,,,,,,,,Verb,0,0,0,1,501,1301,801,2002,1,i,FullyOpen,0,NA,NA,Closed,0,AsymmetricalSameHandshape,Curved,0,Hand,FingerFront,HandAway,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.015,0.155,0.233,0.261,0.409,0.791,0.554,0.622,0,0,0.684,0.343,0.836,2,253,-0.198,2,,,,,,No,,,
scarf_2,scarf_2,K_03_085,K,3,85,2.38,3.261,1.888,-0.461,25,0.08,2.5,1.581,-0.691,11,0.091,3.846,1.951,14,-0.284,0.071,,,,,,3.88,1.59,0.004,25,SCARF,,,,,,,,,,,,,,,Noun,0,0,0,1,400,1802,1401,2369,closed_b,imrp,FullyOpen,0,0,0,Closed,0,OneHanded,Circular,1,Head,HeadAway,HeadAway,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.076,0.449,0.409,0.791,0.446,0.378,0.602,0.878,0.684,0.343,0.164,0,65,-0.108,2,,,,,,No,,,
stethoscope_2,stethoscope_2,K_03_086,K,3,86,1.69,2.588,1.661,-0.914,25,0.32,1.6,0.894,-1.14,11,0.545,3,1.758,14,-0.819,0.143,,,,,,4.154,2.053,0.14,26,STETHOSCOPE,,,,,,,,,,,,,,,Noun,0,0,1,3,634,1802,1168,2436,baby_o,i,Bent,0,NA,NA,Open,1,SymmetricalOrAlternating,Straight,0,Head,Other,NA,1,baby_o,0,baby_o,i,Bent,0,NA,NA,Open,1,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,NA,1,baby_o,0,baby_o,i,Bent,0,NA,NA,Open,1,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,baby_o,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.025,0,0.457,0.261,0.099,0.791,0.554,0.622,0,0,0.316,0.657,0.836,3,353,-0.093,,,,,,,No,,,
cat_3,cat_3,K_03_087,K,3,87,3.529,5.12,1.986,0.574,25,0,4.727,1.954,0.475,11,0,5.429,2.027,14,0.651,0,,,,,,3.88,1.59,-0.003,25,CAT,,,,,,,,,,,,,,,Noun,0,0,0,1,701,1768,1068,2436,8,m,Flat,1,NA,NA,Open,1,SymmetricalOrAlternating,Straight,1,Head,CheekNose,HeadAway,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.035,0.178,0.457,0.045,0.162,0.209,0.446,0.622,0,0,0.316,0.657,0.836,0,322,-0.358,2,CAT8,"animal, cat, feline, kitten, kitty, whiskers",CAT,Animal,347,No,,,
magnify_2,magnify_2,K_03_089,K,3,89,1.491,3.125,2.05,-0.568,25,0.04,2.3,1.829,-0.8,11,0.091,3.714,2.054,14,-0.403,0,,,,,,5,1.936,0.519,25,MAGNIFY,,,,,,,,,,,,,,,Verb,0,0,0,1,567,2035,1468,2736,curved_l,i,Curved,0,NA,NA,Open,0,DominanceViolation,Straight,1,Head,HeadAway,HeadAway,0,DominanceConditionViolation,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.266,0.066,0.178,0.457,0.261,0.225,0.791,0.446,0.378,0,0,0.684,0.657,0.836,0,328,-0.3,1,,,,,,No,,,
necklace_4,necklace_4,K_03_090,K,3,90,2.697,3.25,1.775,-0.522,25,0.04,2.6,1.578,-0.61,11,0.091,3.714,1.816,14,-0.458,0,,,,,,4.885,1.705,0.468,26,NECKLACE,,,,,,,,,,,,,,,Noun,0,0,0,1,701,1602,901,2169,f,i,Curved,0,NA,NA,Open,1,SymmetricalOrAlternating,Straight,0,Body,Shoulder,TorsoMid,1,f,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.008,0.01,0.457,0.261,0.225,0.791,0.554,0.622,0,0,0.316,0.657,0.836,3,163,-0.169,1,,,,,,No,,,
drink_2,drink_2,K_03_092,K,3,92,4.101,4.087,2.214,0.073,25,0.08,3.444,2.455,-0.057,11,0.182,4.5,2.029,14,0.157,0,,,,,,6.692,0.736,1.3,26,DRINK,,,,,,,,,,,,,,,Verb,0,0,0,1,534,1134,601,1768,y,p,FullyOpen,0,NA,NA,Open,0,OneHanded,Curved,0,Head,Mouth,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.233,0.033,0.409,0.791,0.554,0.622,0,0,0.684,0.657,0.164,0,142,-0.169,3,DRINKy,"alcohol, beverage, drink",DRINK,Event,120,No,,,
cracker_2,cracker_2,K_03_093,K,3,93,2.47,3.083,1.976,-0.607,25,0.04,2.2,1.549,-0.864,11,0.091,3.714,2.054,14,-0.424,0,cracker_2,0.708,0.6,0.786,"garbage, trash",1.385,1.023,-1.133,26,CRACKER,,,,,,,,,,,,,,,Noun,0,0,0,1,634,1468,834,2102,5,imrp,FullyOpen,0,1,0,Open,0,OneHanded,Straight,1,Arm,ElbowBack,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.001,0,0.457,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,6,91,0.182,1,,,,,,No,,,
chew_4,chew_4,K_03_094,K,3,94,2.666,3.542,1.668,-0.339,25,0.04,2.8,1.135,-0.512,11,0.091,4.071,1.817,14,-0.215,0,,,,,,2.615,1.416,-0.562,26,CHEW,,,,,,,,,,,,,,,Verb,0,0,1,2,501,1768,1268,2469,5,imrp,FullyOpen,0,1,0,Open,0,SymmetricalOrAlternating,Straight,0,Head,Mouth,NA,1,5,0,a,t,NA,NA,NA,NA,Open,NA,AsymmetricalSameHandshape,Straight,1,Hand,FingerBack,FingerBack,1,a,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.046,0,0.457,0.449,0.409,0.791,0.554,0.622,0.398,0.878,0.684,0.657,0.836,2,378,0.49,,,,,,,No,,,
erase_5,erase_5,K_03_095,K,3,95,2.502,3.958,2.156,-0.165,25,0.04,2.909,1.758,-0.464,11,0,4.846,2.115,14,0.088,0.071,,,,,,5.68,1.215,0.813,25,ERASE,,,,,,,,,,,,,,,Verb,0,0,0,1,501,1835,1335,2603,open_b,imrp,FullyOpen,0,0,0,Open,0,OneHanded,Other,0,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.017,0.449,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,9,105,0.613,3,,,,,,No,,,
run_faucet,run_faucet,K_03_096,K,3,96,,4.88,1.333,0.395,25,0,4.182,1.168,0.213,11,0,5.429,1.222,14,0.539,0,run_faucet,0.92,1,0.857,drain,1.68,1.215,-1.001,25,RUN FAUCET,,,,,,,,,,,,,,,Verb,0,0,0,1,567,1568,1001,2102,4,imrp,FullyOpen,0,1,0,Closed,0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457,0.449,0.409,0.791,0.446,0.378,0.398,0.878,0.684,0.343,0.836,5,458,0.472,1,,,,,,No,,,
sharpen_2,sharpen_2,K_03_097,K,3,97,1.763,4,1.826,-0.022,25,0.12,3.667,1.581,0.022,11,0.182,4.231,2.006,14,-0.053,0.071,sharpen_2,0.409,0.444,0.385,"knife, sharpen, short",4.4,1.555,0.223,25,SHARPEN,,,,,,,,,,,,,,,Verb,0,0,0,1,634,1768,1134,2369,h,im,FullyOpen,0,0,0,Closed,0,DominanceViolation,Straight,1,Hand,FingerRadial,HandAway,1,DominanceConditionViolation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.25,0.035,0.155,0.457,0.14,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.343,0.164,3,368,-0.199,2,,,,,,No,,,
erase_2,erase_2,K_03_098,K,3,98,2.502,4.417,1.792,0.099,25,0.04,3.818,1.662,0.023,11,0,4.923,1.801,14,0.163,0.071,,,,,,5.68,1.376,0.802,25,ERASE,,,,,,,,,,,,,,,Verb,0,0,0,1,501,2135,1635,2769,a,t,NA,NA,NA,NA,Open,NA,OneHanded,Other,0,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.017,0.057,0,0,0.554,0.378,0,0,0,0.657,0.836,2,64,-0.431,4,,,,,,No,,,
hat_2,hat_2,K_03_099,K,3,99,3.515,4.52,1.636,0.243,25,0,3.909,1.514,0.079,11,0,5,1.617,14,0.373,0,,,,,,6.731,0.533,1.307,26,HAT,,,,,,,,,,,,,,,Noun,0,0,0,1,767,1602,834,2402,flat_o,imrp,Flat,1,0,0,Open,1,SymmetricalOrAlternating,Straight,0,Head,HeadAway,HeadAway,0,flat_o,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.457,0.449,0.162,0.209,0.554,0.378,0.602,0.878,0.316,0.657,0.836,2,340,0.11,1,HAT-BRIMsym,"clothes, clothing, cowboy hat, fedora, hat, hat brim",HAT-BRIM,None,1781,No,,,
strawberry_3,strawberry_3,K_03_100,K,3,100,2.452,2.947,1.985,-0.757,25,0.24,2.429,1.988,-0.685,11,0.364,3.25,2.006,14,-0.799,0.143,strawberry_3,0.526,0.857,0.333,chewing gum,1.538,1.334,-1.048,26,STRAWBERRY,,,,,,,,,,,,,,,Noun,0,0,0,1,601,1869,1268,2436,curved_v,im,Curved,0,1,0,Closed,0,OneHanded,Circular,1,Head,CheekNose,CheekNose,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.008,0.076,0.14,0.225,0.791,0.446,0.622,0.398,0.878,0.684,0.343,0.836,0,59,-0.136,3,,,,,,No,,,
