EntryID,LemmaID,Code,Batch,List,Item,EnglishWF(lg10),SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),Unknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),Unknown(Native),SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFrequency(N-Nonnative),SignFreq(Z-Nonnative),Unknown(Nonnative),DominantTranslation,DominantTranslationAgreement,DominantTranslationAgreement(Native),DominantTranslationAgreement(Nonnative),NondominantTranslations,Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,IconicityType,D.Iconicity(M),D.Iconicity(SD),D.Iconicity(N),D.Iconicity(Z),D.Iconicity(M-native),D.Iconicity(SD-native),D.Iconicity(Z-native),D.Iconicity(N-native),GuessConsistency,GuessAccuracy,Transparency(M),Transparency SD,Transparency Z,LexicalClass,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,SignOnset(ms),SignOffset(ms),SignDuration(ms),ClipDuration(ms),Handshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0,PhonotacticProbability,Phonological Complexity,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankSemanticField,SignBankReferenceID,InCDI,CDISemanticCategory,bglm_aoa,empirical_aoa 
damn,damn,F_01_098,F,1,98,4.16,4.778,1.948,0.311,27,0,4.643,2.24,0.211,14,0,4.923,1.656,13,0.42,0,,,,,,2.758,1.838,-0.443,33,,Arbitrary,,,,,,,,,,,,,,Minor,1,0,0,1,501,1235,734,1702,d,m,Curved,0,NA,NA,Open,1,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457,0.045,0.225,0.791,0.554,0.378,0,0,0.316,0.657,0.836,6,563,0.137,2,,,,,,No,,,
slide,slide,F_01_100,F,1,100,2.959,3.192,1.939,-0.58,27,0.037,3.231,1.964,-0.585,14,0.071,3.154,1.994,13,-0.576,0,,,,,,6.03,1.447,1.086,33,,Perceptual,,,,,,,,,,,,,,Verb,0,0,0,1,501,1435,934,1935,open_b,imrp,FullyOpen,0,0,0,Open,0,OneHanded,Z-shaped,0,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.034,0.449,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,11,127,0.62,3,"~SLIDE_altvar	",,,,,Yes,Action Signs,32,28
I_love_you,i_love_you,F_01_102,F,1,102,,6.889,0.577,1.452,27,0,6.786,0.802,1.371,14,0,7,0,13,1.54,0,,,,,,3.848,2.063,0.043,33,,Arbitrary,,,,,,,,,,,,,,Verb,1,0,0,1,434,1235,801,1735,ily,ip,FullyOpen,0,NA,NA,Open,0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457,0.007,0.409,0.791,0.446,0.378,0,0,0.684,0.657,0.836,4,441,0.187,2,I-LOVE-YOU,"I love you, ILY, love",I-LOVE-YOU,None,156,Yes,Games and Routines,25,14
climb_ladder,climb_ladder,F_01_103,F,1,103,,3.926,2.018,-0.144,27,0,3.857,2.07,-0.189,14,0,4,2.041,13,-0.096,0,,,,,,6.697,0.77,1.41,33,CLIMB LADDER,Pantomimic,,,,,,,,,,,,,,Verb,0,0,0,1,434,2035,1602,2703,o,imrp,Curved,1,0,0,Open,1,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,o,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.209,0.446,0.378,0.602,0.878,0.316,0.657,0.836,6,482,0.296,1,CLIMB,"ascend, climb, clamber up, ladder, mount, scale, scramble up",CLIMB,Event,81,Yes,Action Signs,32,28
party_1,party,F_02_001,F,2,1,4.075,5.333,1.797,0.611,27,0,5.857,1.406,0.849,14,0,4.769,2.048,13,0.355,0,party,1,1,1,,2.806,1.797,-0.312,31,,Arbitrary,,,,,,,,,,,,,,Noun,1,0,0,1,334,1335,1001,1869,p,im,Stacked,0,NA,0,Open,1,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,p,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.14,0.025,0.791,0.446,0.378,0,0.878,0.316,0.657,0.836,3,265,-0.035,4,PARTYp,"celebration, party",PARTY,None,874,Yes,Outside Things and Places to Go,39,35
than,than,F_02_002,F,2,2,4.576,2.474,1.429,-1.073,27,0.296,2.889,1.364,-0.858,14,0.357,2.1,1.449,13,-1.266,0.231,,,,,,1.355,0.661,-0.943,31,,Arbitrary,,,,,,,,,,,,,,Minor,0,0,0,1,501,1401,901,2102,closed_b,imrp,FullyOpen,0,0,0,Closed,0,AsymmetricalSameHandshape,Curved,0,Hand,FingerBack,HandAway,1,closed_b,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.019,0.155,0.233,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.343,0.164,1,190,-0.011,2,THAN,"comparative, conjunction, than",THAN,None,1197,No,,,
delinquent,delinquent,F_02_003,F,2,3,1.857,4.593,1.551,0.19,27,0,4.786,1.762,0.272,14,0,4.385,1.325,13,0.102,0,absent,0.519,0.786,0.231,skip,1.774,1.23,-0.773,31,,Arbitrary,,,,,,,,,,,,,,Noun,0,0,0,1,501,1235,734,1802,1,i,FullyOpen,0,NA,NA,Closed,0,AsymmetricalDifferentHandshape,Curved,0,Hand,FingerTip,HandAway,1,DominanceConditionViolation,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.023,0.155,0.233,0.261,0.409,0.791,0.554,0.622,0,0,0.684,0.343,0.836,1,253,-0.125,3,SKIP,"absent, do not include, ignore, omit, skip, to ditch",SKIP,Event,1073,No,,,
must,must,F_02_004,F,2,4,4.552,6.407,0.694,1.163,27,0,6.5,0.65,1.191,14,0,6.308,0.751,13,1.132,0,,,,,,3.355,2.026,-0.066,31,,Arbitrary,,,,,,,,,,,,,,Verb,0,0,0,1,467,1034,567,1568,bent_1,i,Bent,0,NA,NA,Closed,0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.233,0.261,0.099,0.791,0.554,0.378,0,0,0.684,0.343,0.836,7,261,0.054,2,MUST,"have to, imperative, must, need, need to, should",MUST,None,192,No,,,
hit_1,hit_1,F_02_005,F,2,5,4.147,4.111,1.553,-0.065,27,0,4.286,1.59,0.015,14,0,3.923,1.553,13,-0.151,0,,,,,,6.323,1.222,1.298,31,,Pantomimic,,,,,,,,,,,,,,Verb,0,0,0,1,501,1034,534,1602,s,imrp,FullyClosed,0,NA,0,Closed,1,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.233,0.449,0.067,0.791,0.554,0.378,0,0.878,0.316,0.343,0.836,6,321,0.14,2,,,,,,Yes,Action Signs,29,28
pear,pear,F_02_006,F,2,6,1.839,2.4,1.698,-1.154,27,0.259,2.5,1.414,-1.232,14,0.429,2.333,1.923,13,-1.102,0.077,,,,,,1.194,0.402,-1.026,31,,Arbitrary,,,,,,,,,,,,,,Noun,0,0,0,1,467,1535,1068,2269,curved_5,imrp,Curved,1,1,1,Open,1,AsymmetricalDifferentHandshape,Straight,1,Hand,FingerBack,HandAway,1,O,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.019,0.155,0.457,0.449,0.225,0.209,0.446,0.622,0.398,0.122,0.316,0.657,0.836,0,414,-0.167,2,PEAR,"fruit, pear",PEAR,Food,881,No,,,
marry,marry,F_02_007,F,2,7,3.726,3.333,1.404,-0.564,27,0.111,3.385,1.446,-0.563,14,0.071,3.273,1.421,13,-0.565,0.154,,,,,,4.258,1.807,0.338,31,,NA,,,,,,,,,,,,,,Verb,0,0,0,1,334,1235,901,1735,spread_open_e,imrp,Bent,1,1,1,Open,0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,1,spread_open_e,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.449,0.099,0.209,0.554,0.622,0.398,0.122,0.684,0.657,0.836,0,250,0.365,2,MARRY,"marriage, married, marry",MARRY,None,1625,No,,,
high_heels,high_heels,F_02_008,F,2,8,,2.565,1.701,-0.935,27,0.148,2.333,1.723,-1.037,14,0.143,2.818,1.722,13,-0.824,0.154,high_heels,0.522,0.417,0.636,"heel, heel size",3.097,1.972,-0.186,31,,Arbitrary,,,,,,,,,,,,,,Noun,0,0,0,1,601,1435,834,1902,curved_l,i,Curved,0,NA,NA,Open,0,AsymmetricalDifferentHandshape,Straight,1,Hand,Heel,NA,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.005,0,0.457,0.261,0.225,0.791,0.446,0.622,0,0,0.684,0.657,0.836,0,356,-0.176,2,,,,,,No,,,
cream,cream,F_02_010,F,2,10,3.395,4.407,1.474,0.092,27,0,4.286,1.59,0.008,14,0,4.538,1.391,13,0.183,0,earn,0.815,0.714,0.923,cream,1.806,1.25,-0.724,31,,Arbitrary,,,,,,,,,,,,,,Noun,0,0,0,1,300,1235,934,1835,c,imrp,Curved,1,0,0,Open,0,AsymmetricalDifferentHandshape,Curved,0,Hand,FingerFront,Palm,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.015,0.025,0.233,0.449,0.225,0.209,0.554,0.622,0.602,0.878,0.684,0.657,0.836,0,205,0.107,3,,,,,,No,,,
hurdle_1,hurdle/trip,F_02_012,F,2,12,1.58,2.12,1.301,-1.141,27,0.074,2.357,1.55,-1.084,14,0,1.818,0.874,13,-1.215,0.154,hurdle,0.8,0.857,0.727,"go up, lunge, skip, trip",3.933,1.78,0.178,30,,Arbitrary,,,,,,,,,,,,,,Noun,0,0,0,1,434,934,501,1568,p,im,Stacked,1,NA,0,Open,0,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerRadial,HandAway,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.457,0.14,0.025,0.209,0.554,0.622,0,0.878,0.684,0.657,0.836,1,365,-0.117,4,,,,,,No,,,
astronaut,astronaut,F_02_013,F,2,13,2.307,2.407,1.526,-1.016,27,0,2.286,1.49,-1.094,14,0,2.538,1.613,13,-0.933,0,,,,,,1.226,0.617,-1.007,31,,Arbitrary,,,,,,,,,,,,,,Noun,1,0,1,2,467,1668,1201,1668,r,im,Crossed,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,HandAway,1,B,0,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.457,0.14,0.012,0.791,0.446,0.622,0.602,0.878,0.684,0.343,0.836,4,355,-0.095,4,ASTRONAUT,"astronaut, rocket, space",ASTRONAUT,None,3355,No,,,
interested,interested,F_02_014,F,2,14,3.641,5.63,1.445,0.734,27,0,5.429,1.505,0.617,14,0,5.846,1.405,13,0.859,0,,,,,,1.581,0.923,-0.856,31,,Arbitrary,,,,,,,,,,,,,,Adjective,0,0,0,1,501,1068,567,1702,baby_o,i,Bent,1,NA,NA,Open,1,SymmetricalOrAlternating,Straight,0,Head,CheekNose,HeadAway,1,baby_o,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.035,0.178,0.457,0.261,0.099,0.209,0.554,0.622,0,0,0.316,0.657,0.836,1,353,-0.16,1,INTERESTING,"fascinating, interest, interesting, interest in, interested in",INTERESTING,None,1724,No,,,
eclipse,eclipse,F_02_015,F,2,15,2.161,1.917,1.176,-1.289,27,0.111,1.917,1.311,-1.4,14,0.143,1.917,1.084,13,-1.177,0.077,,,,,,3.129,1.962,-0.163,31,,Arbitrary,,,,,,,,,,,,,,Noun,0,0,0,1,467,1502,1034,2135,curved_l,i,Curved,0,NA,NA,Open,0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,curved_l,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.261,0.225,0.791,0.554,0.622,0,0,0.684,0.657,0.836,1,455,0.455,1,,,,,,No,,,
living_room,living_room,F_02_016,F,2,16,,3.778,1.948,-0.263,27,0,3.357,1.823,-0.518,14,0,4.231,2.048,13,0.011,0,,,,,,1.452,0.85,-0.903,31,,Arbitrary,,,,,,,,,,,,,,Noun,0,0,1,3,501,1802,1301,2402,5,imrp,FullyOpen,0,1,0,Open,0,OneHanded,Curved,1,Body,TorsoTop,BodyAway,1,NA,0,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,None,NA,Neutral,Neutral,NA,0,open_b,0,flat_b,imrp,Flat,0,0,0,Open,0,SymmetricalOrAlternating,None,NA,Neutral,Neutral,NA,0,flat_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.032,0.045,0.233,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,4,120,0.17,1,,,,,,Yes,Furniture and Rooms,54,35
snap,snap,F_02_017,F,2,17,2.948,4.692,1.85,0.211,27,0.037,5.154,1.463,0.423,14,0.071,4.23,2.13,13,0,0,,,,,,6.645,1.142,1.461,31,SNAP (FINGERS),NA,,,,,,,,,,,,,,Verb,0,0,0,1,400,1201,801,1768,curved_h,m,Curved,1,NA,NA,Open,1,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.233,0.045,0.225,0.209,0.554,0.378,0,0,0.316,0.657,0.164,0,358,-0.273,3,i(snap),"damn, dang, drats, gesture, interjection, oh darn, oh snap, ooh, snap, shoot!",i(snap),None,1798,No,,,
depth,depth,F_02_018,F,2,18,2.625,4.556,1.34,0.176,27,0,4.429,1.399,0.084,14,0,4.692,1.316,13,0.274,0,deep,1,1,1,,5.097,1.739,0.701,31,,NA,,,,,,,,,,,,,,Noun,0,0,0,1,601,1602,1001,2069,1,i,FullyOpen,0,NA,NA,Closed,0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,HandAway,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.457,0.261,0.409,0.791,0.554,0.622,0,0,0.684,0.343,0.836,20,446,-0.009,2,DEEP,"deep, depth, detail, in depth",DEEP,Attribute,1237,No,,,
