EntryID,LemmaID,Code,Batch,List,Item,YouTube Video,VimeoVideoHTML,VimeoVideo,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),InCDI,CDI Semantic Category,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFreq(Z-Nonnative),SignFrequency(N-Nonnative),PercentGlossAgreement(Nonnative),PercentUnknown(Nonnative),DominantTranslation,Transparency M,Transparency SD,Transparency Z,H index,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,PhonotacticProbability,Iconicity(Z),Iconicity(M),Iconicity(SD),Iconicity(N),Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankSemanticField,SignBankID,Neighborhood Density
stretch-ca,stretch-ca,K_03_078,,,,,"<iframe src=https://player.vimeo.com/video/342151073?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342151073,4.36,2.215,0.121,25,0.0,3.818,2.401,0.013999999999999999,11,0.0,,,STRETCH BODY,,Verb,601.0,1902.0,1301.0,2703.0,No,,,,,,,,,,3.0,,0,0,0,1,s,0,imrp,FullyClosed,0.0,,,Closed,1.0,SymmetricalOrAlternating,Other,0,Body,BodyAway,BodyAway,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,2.05,0.21,14,,0.0,,,,,,0.345,0.094,0.016,0.045,0.017,0.449,0.067,0.7909999999999999,0.5539999999999999,0.37799999999999995,0.0,0.0,0.316,0.34299999999999997,0.836,4.25,1.258,6.667000000000001,0.565,24.0,14,0,,,,,,0
stretch_1,stretch_1,K_02_108,,,,,"<iframe src=https://player.vimeo.com/video/342144198?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342144198,5.2,1.443,0.495,25,0.0,5.364,1.433,0.9179999999999999,11,0.0,,,STRETCH,,Verb,701.0,1668.0,968.0,2569.0,No,,,,,,,,,,1.0,,0,0,0,1,s,0,imrp,FullyClosed,0.0,,,Closed,1.0,AsymmetricalSameHandshape,Straight,1,Hand,FingerUlnar,HandAway,1,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,1.49,0.16,14,,0.0,,,,,,0.059000000000000004,0.25,0.006999999999999999,0.155,0.457,0.449,0.067,0.7909999999999999,0.446,0.622,0.0,0.0,0.316,0.34299999999999997,0.836,4.798,0.16399999999999998,3.875,1.484,24.0,422,1,,,,,,0
stretch_2,stretch_2,K_03_126,,,,,"<iframe src=https://player.vimeo.com/video/342307954?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342307954,2.708,1.6540000000000001,-0.775,25,0.04,2.4,1.506,-0.695,11,0.091,,,STRETCH,,Verb,634.0,1768.0,1134.0,2436.0,No,,,,,,,,,,1.0,,0,0,0,1,c,0,imrp,Curved,1.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,1.77,-0.83,14,,0.0,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.209,0.5539999999999999,0.622,0.602,0.878,0.684,0.657,0.836,7.67,0.22399999999999998,4.4,1.732,25.0,488,6,,,,,,8
strict,strict,C_01_047,C,1.0,47.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/hImfvGeEJ1A?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345578287?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345578287,3.8,1.6269999999999998,-0.355,30,0.0,3.778,1.665,-0.449,18,0.0,,,,2.555,Adjective,334.0,868.0,534.0,1435.0,No,,1.53,0.94,30.0,-0.72,1.62,1.02,21.0,-0.73,2.0,Arbitrary,0,0,0,1,bent_v,1,im,Bent,0.0,1.0,0.0,Closed,0.0,OneHanded,Straight,0,Head,CheekNose,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,1.64,-0.21,12,,0.0,,3.5,1.91,-0.08,1.89,0.392,0.266,0.035,0.0,0.457,0.14,0.099,0.7909999999999999,0.5539999999999999,0.622,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,6.492999999999999,-0.541,1.8,1.324,30.0,334,1,STRICT,"rigorous, severe, strict, uncompromising",STRICT,Attribute,1130.0,1
string,string,F_03_054,F3,3.0,54.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/gNzYiWa9tvg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346602072?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346602072,4.2589999999999995,1.483,0.022000000000000002,27,0.0,4.143,1.5619999999999998,-0.044000000000000004,14,0.0,,,,2.8110000000000004,Noun,467.0,1368.0,901.0,2135.0,No,,,,,,,,,,2.0,,0,0,0,1,i,1,p,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,i,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,1.45,0.09,13,,0.0,,,,,,0.345,0.363,0.363,0.426,0.457,0.033,0.409,0.7909999999999999,0.5539999999999999,0.622,0.0,0.0,0.684,0.34299999999999997,0.836,6.225,0.504,4.843999999999999,1.743,32.0,453,2,LINE,"boundary, line, string, wire",LINE,None,581.0,2
stripe,stripe,H_01_085,H,1.0,85.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_F3mZ9moTEI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>
","<iframe src=https://player.vimeo.com/video/346796307?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346796307,3.429,1.6869999999999998,-0.42200000000000004,28,0.0,3.429,1.651,-0.45299999999999996,14,0.0,1.0,1.0,,1.875,Noun,501.0,1535.0,1034.0,1935.0,No,,,,,,,,,,1.0,Perceptual,0,0,0,1,4,1,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,OneHanded,Straight,0,Body,TorsoTop,TorsoTop,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,1.79,-0.39,14,1.0,0.0,stripe,,,,,0.392,0.094,0.032,0.011000000000000001,0.457,0.449,0.409,0.7909999999999999,0.5539999999999999,0.622,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,6.9479999999999995,0.535,4.5,1.732,20.0,134,2,STRIPE,"lines, pattern, stripe",STRIPE,None,1131.0,0
strong,strong,G_03_027,G3,3.0,27.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/0kbLiCAafMs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346776449?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346776449,4.926,1.685,0.376,27,0.0,5.0,1.4769999999999999,0.395,12,0.0,,,,3.647,Adjective,567.0,1134.0,567.0,1735.0,No,,,,,,,,,,1.0,,1,0,0,1,s,0,imrp,FullyClosed,0.0,,0.0,Closed,1.0,SymmetricalOrAlternating,Straight,1,Body,BodyAway,,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,1.89,0.36,15,,0.0,,,,,,0.345,0.094,0.016,0.0,0.457,0.449,0.067,0.7909999999999999,0.446,0.37799999999999995,0.0,0.878,0.316,0.34299999999999997,0.836,5.415,1.556,6.55,0.945,20.0,195,9,STRONG,"brave, flex, power, strength, strong",STRONG,Attribute,1132.0,2
structure,structure,H_01_035,H,1.0,35.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/wFHKInjVGCA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346791219?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346791219,4.25,1.531,0.087,28,0.0,4.428999999999999,1.399,0.192,14,0.0,,,,2.716,Noun,434.0,1602.0,1168.0,2135.0,No,,,,,,,,,,3.0,Arbitrary,1,0,0,1,s,0,imrp,FullyClosed,0.0,,0.0,Closed,1.0,SymmetricalOrAlternating,Other,0,Neutral,Neutral,Neutral,1,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,1.69,-0.02,14,,0.0,,,,,,0.345,0.363,0.363,0.426,0.017,0.449,0.067,0.7909999999999999,0.5539999999999999,0.622,0.0,0.878,0.316,0.34299999999999997,0.836,6.367999999999999,-0.7609999999999999,1.85,1.3869999999999998,20.0,100,6,STRUCTURE,"arrangement, configuration, constitution, construction, structure",STRUCTURE,None,1134.0,12
struggle,struggle,H_03_102,H,3.0,102.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/l31giZsN8FU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346894670?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346894670,5.0,1.305,0.54,28,0.0,5.071000000000001,1.2690000000000001,0.584,14,0.0,,,,2.8339999999999996,Verb,467.0,1635.0,1168.0,2135.0,No,,,,,,,,,,2.0,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,1.39,0.5,14,,0.0,,,,,,0.345,0.363,0.363,0.426,0.076,0.261,0.409,0.7909999999999999,0.446,0.37799999999999995,0.0,0.0,0.684,0.34299999999999997,0.836,5.721,-0.41200000000000003,2.25,1.452,24.0,177,12,STRUGGLE,"battle, endeavor, go back-and-forth, grapple, scramble, struggle, tension, toil, tug-of-war",STRUGGLE,Event,1135.0,16
stubborn,stubborn,B_03_086,B,3.0,86.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ivNGyG_jHxs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344362076?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344362076,4.64,1.524,0.027999999999999997,25,0.0,4.5,1.225,-0.08199999999999999,14,0.0,,,,2.7439999999999998,Adjective,667.0,1034.0,367.0,1969.0,No,,2.0,1.26,31.0,-0.47,1.96,1.29,22.0,-0.46,1.0,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,1.0,0.0,0.0,Open,0.0,OneHanded,None,0,Head,Forehead,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,1.89,0.17,11,,0.0,,2.75,1.55,-0.47,2.48,0.392,0.266,0.039,0.0,0.153,0.449,0.409,0.209,0.5539999999999999,0.622,0.602,0.878,0.684,0.657,0.836,6.75,-0.23399999999999999,2.367,1.351,30.0,269,0,STUBBORN,"donkey, determined, hard-headed, obstinate, stubborn",STUBBORN,Attribute,1136.0,2
stuck,stuck,E_01_019,E1,1.0,19.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/PKKkkcCJgWA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346015033?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346015033,5.542999999999999,1.462,0.6890000000000001,35,0.0,5.867000000000001,1.3019999999999998,0.882,15,0.0,,,,3.531,Adjective,334.0,1001.0,667.0,1502.0,Yes,Action Signs,,,,,,,,,2.0,Arbitrary,0,0,0,1,v,1,im,FullyOpen,0.0,1.0,0.0,Closed,0.0,OneHanded,Straight,0,Body,Neck,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,16.0,5.3,1.56,0.54,20,,0.0,,,,,,0.392,0.094,0.006,0.0,0.457,0.14,0.409,0.7909999999999999,0.5539999999999999,0.37799999999999995,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,6.358,-0.23399999999999999,3.077,1.875,26.0,147,1,STUCK,"bamboozled, clog, flummoxed, jammed, stuck, stumped, pregnant",STUCK,None,545.0,0
student,student,A_02_012,A,2.0,12.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/PoErJrpLuPA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344220657?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344220657,4.704,2.0909999999999997,0.444,27,0.0,4.692,1.932,0.449,13,0.0,0.741,0.6920000000000001,,3.342,Noun,267.0,1134.0,868.0,1335.0,No,,2.42,1.41,31.0,-0.44,2.05,1.35,19.0,-0.57,2.0,Arbitrary,0,0,1,3,flatspread_5,1,imrp,Flat,1.0,1.0,1.0,Open,1.0,AsymmetricalDifferentHandshape,None,0,Hand,Palm,,1,B,0,flat_o,0.0,imrp,Flat,0.0,0.0,0.0,Open,1.0,OneHanded,None,,Head,HeadAway,,0.0,,0.0,open_b,1.0,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,,Neutral,Neutral,Neutral,0.0,open_b,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,2.3,0.44,14,0.7859999999999999,0.0,student,,,,,0.175,0.25,0.077,0.0,0.153,0.449,0.162,0.209,0.5539999999999999,0.622,0.39799999999999996,0.122,0.316,0.657,0.836,4.979,-0.5529999999999999,1.9,1.155,30.0,67,1,STUDENT,"pupil, school, student",STUDENT,None,828.0,1
study,study,G_01_090,G1,1.0,90.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/N-qsSfsW5fY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346613344?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346613344,5.444,1.423,0.648,27,0.0,5.667000000000001,1.073,0.823,12,0.0,,,,3.398,Verb,434.0,1001.0,567.0,1568.0,No,,,,,,,,,,2.0,Arbitrary,0,0,0,1,flatspread_5,1,imrp,Flat,1.0,1.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,None,1,Hand,HandAway,HandAway,0,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27,1.67,0.51,15,,0.0,,,,,,0.175,0.25,0.035,0.155,0.153,0.449,0.162,0.209,0.446,0.37799999999999995,0.39799999999999996,0.878,0.684,0.657,0.836,5.864,-0.835,1.724,1.4609999999999999,29.0,67,1,STUDY,"education, learning, schooling, study",STUDY,Event,1139.0,0
stumble,stumble,J_02_079,J,2.0,79.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/-OW7lEmt3n8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346966251?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346966251,2.481,1.626,-0.925,30,0.1,2.917,2.065,-0.7879999999999999,15,0.2,0.519,0.6659999999999999,,2.004,Verb,534.0,1902.0,1368.0,2436.0,No,,,,,,,,,,1.0,Arbitrary,0,0,0,1,5,0,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,1.13,-1.03,15,0.4,0.0,ground_shake,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.409,0.7909999999999999,0.446,0.37799999999999995,0.39799999999999996,0.878,0.684,0.657,0.836,7.879,0.316,3.84,1.405,25.0,512,19,STUMBLE,"a mess, at a loss, awkward, clumsy, not sure what to do, out of place, stumble, taken aback, uncertain, unexpected, unsure",STUMBLE,Event,1140.0,29
stupid_1,stupid_1,C_01_058,C,1.0,58.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/kUfmEyRkrsA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345578682?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345578682,4.1,1.749,-0.196,30,0.0,3.833,1.618,-0.397,18,0.0,0.767,0.778,,3.9730000000000003,Adjective,601.0,767.0,167.0,1935.0,No,,1.73,1.17,30.0,-0.61,1.76,1.14,21.0,-0.64,2.0,Arbitrary,0,0,0,1,v,1,im,FullyOpen,0.0,1.0,0.0,Closed,0.0,OneHanded,Straight,0,Head,Forehead,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.93,0.11,12,0.75,0.0,stupid_1,3.16,1.39,-0.64,2.63,0.392,0.266,0.039,0.0,0.457,0.14,0.409,0.7909999999999999,0.5539999999999999,0.622,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,6.808,0.16899999999999998,3.767,1.716,30.0,349,3,STUPID,"dumb, stupid",STUPID_1,Attribute,760.0,3
stupid_2,stupid_2,C_02_047,C,2.0,47.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/NMHbitxoQDQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345588641?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345588641,4.633,1.732,0.266,30,0.0,4.5,1.757,0.061,18,0.0,0.267,0.33299999999999996,,3.9730000000000003,Adjective,467.0,734.0,267.0,1902.0,No,,2.27,1.62,30.0,-0.31,2.38,1.75,21.0,-0.29,1.0,,0,0,0,1,g,0,i,Flat,0.0,,,Open,0.0,OneHanded,None,0,Head,HeadAway,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,1.75,0.57,12,0.16699999999999998,0.0,stupid,2.95,1.31,-0.73,2.48,0.392,0.266,0.066,0.0,0.153,0.261,0.162,0.7909999999999999,0.5539999999999999,0.37799999999999995,0.0,0.0,0.684,0.657,0.16399999999999998,4.5280000000000005,0.431,4.1610000000000005,1.864,31.0,241,1,PEABRAIN,"dumb, idiot, nitwit, peabrain, stupid, stupidity",STUPID_2,Attribute,3135.0,0
subtract,subtract,B_02_027,B,2.0,27.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/UCvjnamyVKg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345537329?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345537329,3.96,1.5130000000000001,-0.424,25,0.0,3.6430000000000002,1.151,-0.591,14,0.0,,,,1.462,Verb,567.0,934.0,367.0,1735.0,No,,3.03,1.74,31.0,0.04,2.96,1.62,22.0,0.03,2.0,Arbitrary,0,0,0,1,curved_5,0,imrp,Curved,1.0,1.0,1.0,Open,1.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,HandAway,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,1.86,-0.21,11,,0.0,,3.9,1.6,0.13,2.36,0.175,0.25,0.077,0.155,0.457,0.449,0.225,0.209,0.5539999999999999,0.622,0.39799999999999996,0.122,0.316,0.657,0.836,5.502999999999999,0.261,3.3,1.705,30.0,414,2,SUBTRACT,"deduct, remove, subtract, take away",SUBTRACT,Event,1236.0,1
