"EntryID","LemmaID","Code","YouTube Video","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","PercentUnknown","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","PercentUnknown(Native)","PercentGlossAgreement","PercentGlossAgreement(Native)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","SubtLexUSLog10WF","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(N) native","D.Iconicity(Z) native","IconicityType","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","bglm_aoa","empirical_aoa","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Transparency M","Transparency SD","Transparency Z","H index","SignBankID","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","DominantTranslation","SignBankID","SignBankReferenceID","SignBankLemmaID","SignBankAnnotationID","SignBankSemanticField","SignBankEnglishTranslations","Complexity"
"park","park","E_03_028","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/4t1lZOJrVvE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.200","1.243","0.508","30","0","5.429","1.089","0.618","14","0.00","1","1","2.294","2.355","-0.776","34","TO PARK","3.566","Verb","434.00","1301.00","868.00","1835.00","","","","","","","","","Arbitrary","0","0","0","1","3","1","im","FullyOpen","0","1","0","Open","0","AsymmetricalDifferentHandshape","Straight","Hand","Palm","NA","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.077","0.000","0.457","0.140","0.409","0.791","0.554","0.622","0.398","0.878","0.684","0.657","0.836","","","","","PARK","351","6","351","6","park","PARK","671","PARK","PARK","Event","park, parking, park the car, vehicle","3"
"party_1","party","F_02_001","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/BKaYAMp14Ps?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.333","1.797","0.611","27","0","5.857","1.406","0.849","14","0.00","1","1","2.806","1.797","-0.229","31","","4.075","Noun","334.00","1335.00","1001.00","1869.00","","","","","","","","","Arbitrary","1","0","0","1","p","1","im","Stacked","0","NA","0","Open","1","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","0","p","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","39","35","0.345","0.363","0.363","0.426","0.233","0.140","0.025","0.791","0.446","0.378","0.000","0.878","0.316","0.657","0.836","","","","","PARTYp","265","3","265","3","party","PARTYp","874","PARTY","PARTYp","None","celebration, party","4"
"party_2","party","G_02_059","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/rCQzGkvVu4w?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.720","1.882","0.309","27","0","5.636","1.433","0.726","12","0.08","1","1","4.484","1.710","0.350","31","","4.075","Noun","434.00","1134.00","701.00","1301.00","","","","","","","","","NA","0","0","0","1","y","1","p","FullyOpen","0","NA","NA","Open","0","SymmetricalOrAlternating","None","Neutral","Neutral","NA","0","y","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.000","0.153","0.033","0.409","0.791","0.446","0.378","0.000","0.000","0.684","0.657","0.164","","","","","PARTYy","143","4","143","4","play","PARTYy","875","PARTY","PARTYy","None","celebration, goof off, party, play, play around","2"
"pass","pass","H_03_033","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/AofOvH0Q2tU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.833","1.633","-0.247","28","0","3.833","1.697","-0.242","14","0.14","","","2.542","1.503","-0.344","24","","3.742","Verb","567.00","1335.00","767.00","1835.00","","","","","","","","","Arbitrary","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","AsymmetricalSameHandshape","Curved","Hand","FingerBack","HandAway","1","a","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.059","0.250","0.019","0.155","0.233","0.057","0.000","0.000","0.554","0.622","0.000","0.000","0.000","0.657","0.164","","","","","PASS","218","3","218","3","","PASS","876","PASS","PASS","None","complete, finish, pass, passing, to pass","3"
"pass_out","pass_out","G_02_002","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LnusMyudqbY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.778","1.476","0.286","27","0","5.333","1.155","0.620","12","0.00","1","1","2.226","1.454","-0.730","31","LOSE CONSCIOUSNESS","","Verb","467.00","1068.00","601.00","1702.00","","","","","","","","","Arbitrary","1","1","0","2","p","1","im","Stacked","NA","NA","NA","Open","1","OneHanded","Straight","Head","HeadAway","HeadAway","0","NA","0","o","0","imrp","Curved","NA","0","NA","Open","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.066","0.178","0.457","0.140","0.025","0.000","0.554","0.378","0.000","0.000","0.316","0.657","0.836","","","","","","329","1","329","1","pass_out","","","","","","","3"
"passport","passport","E_01_103","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/8jILbGcsGQw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.939","1.638","-0.776","35","0","2.462","1.127","-1.072","15","0.13","","","2.800","2.102","-0.410","25","","2.728","Noun","467.00","1468.00","1001.00","2035.00","","","","","","","","","Arbitrary","0","0","0","1","s","0","imrp","FullyClosed","0","NA","0","Closed","1","AsymmetricalDifferentHandshape","Straight","Hand","Palm","NA","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.077","0.000","0.457","0.449","0.067","0.791","0.446","0.622","0.000","0.878","0.316","0.343","0.836","","","","","PASSPORT","422","2","422","2","","PASSPORT","3265","PASSPORT","PASSPORT","-","ID, passport, travel","2"
"past","past","C_01_049","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/MWj5o6vc-qU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.276","1.601","-0.061","29","0","3.882","1.409","-0.365","17","0.06","","","3.567","1.921","0.369","30","","3.800","Minor","400.00","634.00","234.00","1568.00","2.83","1.42","30","-0.03","2.70","1.34","21","-0.13","Arbitrary","0","0","0","1","open_b","1","imrp","FullyOpen","1","0","0","Open","0","OneHanded","None","Body","BodyAway","NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.094","0.016","0.000","0.153","0.449","0.409","0.209","0.554","0.378","0.602","0.878","0.684","0.657","0.836","5","1","1","-0.19","PASTbk","62","1","62","1","","PASTbk","212","PAST","PASTbk","None","ago, before, former, in the past, last, last time, past, previous, prior, used to","1"
"patient_1","patient_1","B_01_060","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/amCd5WeGEY0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.625","1.439","-0.641","24","0","3.692","1.494","-0.566","13","0.00","","","1.185","2.016","-0.813","27","","3.511","Noun","534.00","1134.00","601.00","1902.00","1.68","0.95","31","-0.66","1.59","0.73","22","-0.68","Arbitrary","1","0","0","1","p","1","im","Stacked","0","NA","0","Open","1","OneHanded","X-shaped","Arm","UpperArm","UpperArm","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.026","0.005","0.002","0.004","0.140","0.025","0.791","0.554","0.622","0.000","0.878","0.316","0.657","0.836","4","2","0","-0.18","HOSPITAL-PATIENT","1","0","1","0","","HOSPITAL-PATIENT","3021","PATIENT_1","","People","hospital patient, patient, sick","5"
"patient_2","patient_2","B_01_085","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7IAoGLPZUoI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.560","0.870","0.542","25","0","5.571","0.938","0.533","14","0.00","","","1.423","2.016","-0.703","26","","3.511","Adjective","567.00","934.00","367.00","1568.00","1.77","1.20","31","-0.57","1.77","1.19","22","-0.54","Arbitrary","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","OneHanded","Straight","Head","Mouth","Chin","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.046","0.012","0.457","0.057","0.000","0.000","0.554","0.622","0.000","0.000","0.000","0.657","0.836","","","","","PATIENT","396","16","396","16","","PATIENT","250","PATIENT","PATIENT","None","endure, patience, patient, resolved, suffer, tolerant, tolerate","2"
"patient_3","patient_2","D_02_056","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/bfC4wqRdz0Y?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.889","1.311","0.413","27","0","4.882","1.453","0.364","17","0.00","0","0","1.733","2.166","-0.548","30","","3.511","Adjective","400.00","1535.00","1134.00","2035.00","1.77","0.95","26","-0.68","1.89","1.08","18","-0.58","Arbitrary","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","OneHanded","Straight","Head","UpperLip","Chin","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.003","0.012","0.457","0.057","0.000","0.000","0.554","0.622","0.000","0.000","0.000","0.657","0.836","","","","","","396","8","396","8","patient_3","","","","","","","2"
"pay","pay","F_01_082","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/3hnI_i34JnE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.038","1.280","0.431","27","0","4.846","1.068","0.292","14","0.07","","","2.645","1.889","-0.458","31","","4.113","Verb","567.00","1168.00","601.00","1802.00","","","","","","","","","Arbitrary","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","AsymmetricalDifferentHandshape","Curved","Hand","Palm","HandAway","1","B","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.077","0.155","0.233","0.261","0.409","0.791","0.554","0.622","0.000","0.000","0.684","0.343","0.164","","","","","PAYix","253","7","253","7","","PAYix","878","PAY","PAYix","Event","bill, check, paid, pay, payment, PAYix","3"
"pay_off_bills","pay_off_bills","F_03_036","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/qdSZQn86hQI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.333","1.932","-0.512","27","0","4.000","1.633","-0.136","14","0.29","1","1","2.625","1.641","-0.396","32","","","Verb","534.00","1301.00","767.00","1902.00","","","","","","","","","Arbitrary","0","0","1","2","open_8","1","m","Flat","0","NA","NA","Open","0","AsymmetricalDifferentHandshape","Straight","Hand","Palm","HandAway","1","B","0","open_b","1","imrp","FullyOpen","0","0","0","Open","0","AsymmetricalSameHandshape","Straight","Hand","Palm","HandAway","1","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.077","0.155","0.457","0.045","0.162","0.791","0.554","0.622","0.000","0.000","0.684","0.657","0.836","","","","","PAY-OFF","370","7","370","7","pay_off_bills","PAY-OFF","2973","PAY-OFF-BILLS","","Event","paid off, pay off, pay off bills","3"
"peace","peace","B_01_089","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/832nH7pr4TY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.600","1.258","-0.629","25","0","3.500","1.160","-0.680","14","0.00","","","2.481","2.016","-0.197","27","","3.550","Noun","400.00","1101.00","701.00","1735.00","1.94","1.29","31","-0.51","1.73","0.99","22","-0.59","Arbitrary","0","0","1","2","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","1","open_b","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.233","0.449","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.657","0.164","4","2","0","-0.18","PEACE","344","10","344","10","","PEACE","2281","PEACE","PEACE","None","calm, nonviolent, peace, peaceful","2"
"peach","peach","A_01_070","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/fjyxPG9P_Yw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.581","1.747","-0.218","31","0","3.389","1.290","-0.294","18","0.00","","","2.189","2.048","-0.465","37","","2.512","Noun","400.00","934.00","534.00","1468.00","1.65","1.20","31","-0.85","1.37","0.60","19","-0.94","Arbitrary","0","0","0","1","flatspread_5","1","imrp","Flat","1","1","0","Open","1","OneHanded","None","Head","CheekNose","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.035","0.178","0.153","0.449","0.162","0.209","0.446","0.622","0.398","0.878","0.316","0.657","0.836","","","","","PEACH","232","0","232","0","","PEACH","879","PEACH","PEACH","Food","fruit, peach","1"
"peach_2","peach_2","K_02_087","","2.750","1.860","-1.101","25","0","2.125","1.553","-1.116","11","0.27","","","1.167","0.565","-1.234","24","PEACH","2.512","Noun","667.00","1168.00","501.00","1802.00","","","","","","","","","","1","0","0","1","p","1","im","Stacked","0","NA","0","Open","1","OneHanded","None","Head","Mouth","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.046","0.000","0.153","0.140","0.025","0.791","0.554","0.622","0.000","0.878","0.316","0.657","0.164","","","","","","232","3","232","3","","","","","","","","3"
"peacock","peacock","G_02_088","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/GfjJiC-axK4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.417","1.816","-1.016","27","0","2.800","2.300","-0.839","12","0.17","","","4.226","1.839","0.177","31","","2.418","Noun","400.00","1268.00","868.00","1902.00","","","","","","","","","NA","0","0","0","1","s","0","imrp","FullyClosed","1","NA","1","Closed","1","AsymmetricalDifferentHandshape","Curved","Hand","FingerRadial","NA","1","S","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.035","0.000","0.233","0.449","0.067","0.209","0.554","0.622","0.000","0.122","0.316","0.343","0.836","","","","","","219","0","219","0","","","","","","","","3"
"peanut_butter","peanut_butter","E_02_077","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/4M2bWKH-37c?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.438","1.740","0.095","32","0","4.467","1.727","0.109","15","0.00","","","1.935","2.032","-0.592","31","","","Noun","501.00","1168.00","667.00","1835.00","","","","","","","","","Arbitrary","0","0","1","2","a","0","t","NA","NA","NA","NA","Open","NA","OneHanded","Straight","Head","Mouth","HeadAway","1","NA","0","open_h","1","im","FullyOpen","1","0","0","Open","0","AsymmetricalDifferentHandshape","Straight","Hand","Palm","Other","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31","27","0.392","0.266","0.046","0.178","0.457","0.057","0.000","0.000","0.554","0.622","0.000","0.000","0.000","0.657","0.836","","","","","PEANUT-BUTTER","396","16","396","16","","PEANUT-BUTTER","880","PEANUT-BUTTER","","None","peanut butter","2"
"pear","pear","F_02_006","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/iiMnVrPHj9Q?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.400","1.698","-1.154","27","0","2.500","1.414","-1.232","14","0.43","","","1.194","0.402","-0.634","31","","1.839","Noun","467.00","1535.00","1068.00","2269.00","","","","","","","","","Arbitrary","0","0","0","1","curved_5","0","imrp","Curved","1","1","1","Open","1","AsymmetricalDifferentHandshape","Straight","Hand","FingerBack","HandAway","1","O","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.019","0.155","0.457","0.449","0.225","0.209","0.446","0.622","0.398","0.122","0.316","0.657","0.836","","","","","PEAR","414","0","414","0","","PEAR","881","PEAR","PEAR","Food","fruit, pear","2"
