"EntryID","LemmaID","Code","YouTube Video","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","PercentUnknown","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","PercentUnknown(Native)","PercentGlossAgreement","PercentGlossAgreement(Native)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","SubtLexUSLog10WF","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(N) native","D.Iconicity(Z) native","IconicityType","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","bglm_aoa","empirical_aoa","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Transparency M","Transparency SD","Transparency Z","H index","SignBankID","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","DominantTranslation","SignBankID","SignBankReferenceID","SignBankLemmaID","SignBankAnnotationID","SignBankSemanticField","SignBankEnglishTranslations","Complexity"
"pageant","pageant","H_02_100","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/m2zx8MHmHc8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.538","1.655","-0.974","28","0","2.714","1.729","-0.853","14","0.00","1","1","5.043","1.261","0.908","23","","2.389","Noun","567.00","1735.00","1168.00","2102.00","","","","","","","","","Both","0","0","0","1","c","0","imrp","Curved","0","0","0","Open","0","OneHanded","Curved","Body","Shoulder","Hips","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.094","0.008","0.005","0.233","0.449","0.225","0.791","0.554","0.622","0.602","0.878","0.684","0.657","0.836","","","","","PAGEANT","121","3","121","3","pageant","PAGEANT","1520","PAGEANT","PAGEANT","None","banner, contest, pageant, princess","2"
"pain","pain","C_03_033","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/CN8qySYEiYo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.500","1.480","0.087","30","0","4.667","1.495","0.070","18","0.00","","","1.429","2.075","-0.728","35","","3.699","Noun","467.00","767.00","300.00","1668.00","1.66","1.11","30","-0.65","1.85","1.27","21","-0.59","Arbitrary","0","0","0","1","flat_1","0","i","Flat","0","NA","NA","Closed","0","SymmetricalOrAlternating","None","Neutral","Neutral","NA","0","flat_1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.000","0.153","0.261","0.162","0.791","0.446","0.378","0.000","0.000","0.684","0.343","0.164","3","2","-1","-0.17","PAIN","128","0","128","0","","PAIN","489","PAIN","PAIN","None","ache, hurt, injure, injury, pain","1"
"paint","paint","D_01_048","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KBo4wau9MZc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.074","1.466","-0.038","27","0","4.375","1.668","0.123","16","0.00","","","5.189","2.025","1.068","37","","3.274","Verb","501.00","1602.00","1101.00","2269.00","5.73","1.12","26","1.35","5.61","1.09","18","1.32","Perceptual","0","0","0","1","open_b","1","imrp","FullyOpen","1","0","0","Open","0","AsymmetricalSameHandshape","Straight","Hand","FingerFront","Palm","1","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","29","28","0.059","0.250","0.015","0.025","0.457","0.449","0.409","0.209","0.446","0.622","0.602","0.878","0.684","0.657","0.836","","","","","PAINTb","459","0","459","0","","PAINTb","675","PAINT","PAINTb","Event","paint, paint the wall, painting, PAINTb","1"
"paintbrush","paintbrush","A_02_079","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7vygqTGqvLg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.963","1.581","-0.482","27","0","2.308","1.182","-0.801","13","0.00","","","4.100","2.074","0.465","30","","1.447","Noun","334.00","1368.00","1034.00","1435.00","3.23","1.78","31","-0.02","3.42","1.90","19","0.13","NA","0","0","0","1","open_h","1","im","FullyOpen","1","0","0","Open","0","AsymmetricalDifferentHandshape","Straight","Hand","Palm","HandAway","0","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.077","0.155","0.457","0.140","0.409","0.209","0.446","0.378","0.602","0.878","0.684","0.657","0.836","","","","","PAINTBRUSH","345","0","345","0","","PAINTBRUSH","3018","PAINTBRUSH","PAINTBRUSH","None","paint, paintbrush","3"
"pair","pair","H_03_031","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_CXaw3FooCk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.643","1.545","0.313","28","0","4.429","1.989","0.159","14","0.00","","","3.958","1.628","0.270","24","","3.279","Noun","501.00","1635.00","1134.00","2102.00","","","","","","","","","Arbitrary","0","0","0","1","v","1","im","FullyOpen","0","1","0","Closed","0","DominanceViolation","Straight","Hand","FingerTip","NA","1","DominanceConditionViolation","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.023","0.250","0.023","0.000","0.457","0.140","0.409","0.791","0.446","0.622","0.398","0.878","0.684","0.343","0.836","","","","","PAIR","368","1","368","1","","PAIR","868","PAIR","PAIR","None","both, couple, deuce, duo, pair, two","2"
"pancake","pancake","G_03_068","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/zr-KxYcPxxw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.577","1.419","0.186","27","0","4.273","1.679","0.060","12","0.08","","","4.350","2.277","0.317","20","","2.307","Noun","400.00","1168.00","767.00","1802.00","","","","","","","","","Arbitrary","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","AsymmetricalSameHandshape","Other","Hand","Palm","Palm","1","open_b","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.059","0.250","0.077","0.025","0.017","0.449","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.657","0.164","","","","","","86","2","86","2","","","","","","","","3"
"pants","pants","A_01_058","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/rS38nn9zwCc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.677","1.990","-0.185","31","0","3.778","2.365","-0.120","18","0.00","1","1","4.421","2.048","0.599","38","","3.477","Noun","267.00","1235.00","968.00","1502.00","4.42","1.82","31","0.56","4.26","1.88","19","0.49","Both","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Z-shaped","Body","BodyAway","BodyAway","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","39","28","0.345","0.094","0.016","0.045","0.034","0.449","0.409","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.836","","","","","PANTS-LEG","37","2","37","2","pants","PANTS-LEG","","","","","","3"
"pants_2","pants_2","K_02_104","","5.435","1.562","0.399","25","0","5.182","1.328","0.811","11","0.00","","","3.000","1.694","-0.356","24","PANTS","3.477","Noun","501.00","1869.00","1368.00","2336.00","","","","","","","","","","0","0","0","1","open_b","1","imrp","FullyOpen","1","0","0","Open","0","SymmetricalOrAlternating","Straight","Body","Hips","BodyAway","1","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.094","0.004","0.045","0.457","0.449","0.409","0.209","0.446","0.622","0.602","0.878","0.684","0.657","0.836","","","","","PANTS","215","1","215","1","","PANTS","","","","","","1"
"paper","paper","A_01_026","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/iBGz2xupHrQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","6.484","0.962","1.297","31","0","6.444","0.856","1.290","18","0.00","","","3.051","2.048","-0.053","39","","3.722","Noun","234.00","901.00","667.00","1134.00","1.94","1.24","31","-0.71","1.90","1.37","19","-0.68","Arbitrary","0","0","0","1","5","0","imrp","FullyOpen","0","1","0","Open","0","AsymmetricalSameHandshape","Curved","Hand","Palm","HandAway","1","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31","19","0.059","0.250","0.077","0.155","0.233","0.449","0.409","0.791","0.446","0.622","0.398","0.878","0.684","0.657","0.836","","","","","PAPER","216","2","216","2","","PAPER","588","PAPER","PAPER","None","paper","2"
"papercutter","papercutter","A_03_082","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/vRMMnG4pGsI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.560","1.685","-0.797","25","0","2.667","1.915","-0.699","15","0.00","","","4.857","2.153","0.571","21","","","Noun","300.00","2002.00","1702.00","3136.00","3.55","1.50","31","0.10","3.21","1.32","19","-0.03","NA","0","0","1","2","5","0","imrp","FullyOpen","0","1","0","Open","0","AsymmetricalSameHandshape","Curved","Hand","Palm","HandAway","1","5","0","baby_o","1","i","Bent","0","NA","NA","Open","1","AsymmetricalDifferentHandshape","Straight","Hand","HandAway","HandAway","0","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.059","0.250","0.077","0.155","0.233","0.449","0.409","0.791","0.446","0.622","0.398","0.878","0.684","0.657","0.836","","","","","PAPERCUTTER","216","2","216","2","","PAPERCUTTER","3019","PAPERCUTTER","PAPERCUTTER","None","to cut paper, papercutter","1"
"parachute","parachute","A_01_021","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/L21XVhqtLmg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","1.548","1.121","-1.279","31","0","1.667","1.283","-1.148","18","0.00","","","5.829","2.048","1.302","35","","2.212","Verb","501.00","1735.00","1235.00","1935.00","5.26","1.48","31","1.02","4.89","1.49","19","0.88","NA","0","0","0","1","s","0","imrp","FullyClosed","1","NA","1","Closed","1","SymmetryViolation","Straight","Hand","FingerTip","NA","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.006","0.250","0.023","0.000","0.457","0.449","0.067","0.209","0.554","0.378","0.000","0.122","0.316","0.343","0.836","","","","","PARACHUTE","422","0","422","0","","PARACHUTE","3020","PARACHUTE","PARACHUTE","None","parachute","1"
"parachute_2","parachute_2","K_03_005","","4.040","2.131","-0.048","25","0","3.273","1.489","-0.269","11","0.00","","","4.692","1.692","0.313","26","PARACHUTE","2.212","Verb","534.00","2102.00","1568.00","2703.00","","","","","","","","","","0","0","0","1","curved_5","0","imrp","Curved","0","1","0","Open","0","AsymmetricalDifferentHandshape","Z-shaped","Neutral","Neutral","Neutral","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.363","0.363","0.426","0.034","0.449","0.225","0.791","0.554","0.378","0.398","0.878","0.684","0.657","0.836","","","","","PARACHUTE","113","0","113","0","","PARACHUTE","","","","","","4"
"parachute_3","parachute_3","K_01_059","","2.920","1.801","-0.699","27","0","2.200","0.919","-0.827","11","0.09","","","3.680","1.406","0.008","25","PARACHUTE","2.212","Verb","667.00","1802.00","1134.00","2469.00","","","","","","","","","","0","0","0","1","bent_v","1","im","Bent","0","1","0","Open","0","AsymmetricalDifferentHandshape","Straight","Neutral","Neutral","Neutral","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.363","0.363","0.426","0.457","0.140","0.099","0.791","0.554","0.378","0.398","0.878","0.684","0.657","0.836","","","","","","455","0","455","0","","","","","","","","3"
"parade","parade","B_02_039","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/h0BmXG2Are8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.680","1.909","-1.168","25","0","2.429","1.785","-1.289","14","0.00","","","1.700","2.045","-0.512","30","","2.818","Noun","567.00","1201.00","634.00","1668.00","4.17","1.82","31","0.63","4.05","1.88","22","0.60","Arbitrary","0","0","0","1","flat_b","1","imrp","Flat","0","0","1","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","flat_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.457","0.449","0.162","0.791","0.446","0.378","0.602","0.122","0.684","0.657","0.836","4","2","0","-0.19","PARADE","486","4","486","4","","PARADE","658","PARADE","PARADE","None","march, parade, procession","1"
"paragraph","paragraph","E_02_090","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KduNG1PgoCM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.484","1.589","-0.452","32","0","3.571","1.785","-0.374","15","0.07","","","2.065","2.097","-0.615","31","","2.161","Noun","467.00","1101.00","634.00","1835.00","","","","","","","","","Arbitrary","0","0","0","1","curved_5","0","imrp","Curved","0","1","0","Open","0","AsymmetricalDifferentHandshape","BackAndForth","Hand","Palm","HandAway","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.077","0.155","0.026","0.449","0.225","0.791","0.554","0.622","0.398","0.878","0.684","0.657","0.836","","","","","","56","3","56","3","","","","","","","","4"
"parallel","parallel","H_03_067","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/1MBU-Gm59AY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.607","1.499","-0.296","28","0","3.714","1.684","-0.249","14","0.00","","","4.833","1.993","0.700","24","","2.352","Verb","400.00","1468.00","1068.00","1969.00","","","","","","","","","Perceptual","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","AsymmetricalSameHandshape","Curved","Neutral","Neutral","Neutral","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.059","0.363","0.363","0.426","0.233","0.261","0.409","0.791","0.554","0.378","0.000","0.000","0.684","0.343","0.164","","","","","PARALLEL","358","1","358","1","","PARALLEL","872","PARALLEL","PARALLEL","None","align, alignment, along with, in the meantime, parallel, same thing","2"
"paranoid","paranoid","J_02_021","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/s2Hhgxhx3S4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.500","1.852","0.231","30","0","4.667","1.877","0.243","15","0.00","","","3.880","1.666","0.322","25","","2.736","Adjective","634.00","1668.00","1034.00","2169.00","","","","","","","","","Arbitrary","1","0","0","1","p","1","im","Stacked","0","NA","0","Open","1","SymmetricalOrAlternating","None","Head","Eye","NA","1","p","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.266","0.016","0.000","0.153","0.140","0.025","0.791","0.446","0.622","0.000","0.878","0.316","0.657","0.164","","","","","PARANOID","232","0","232","0","","PARANOID","873","PARANOID","PARANOID","None","freak out, panic, paranoia, paranoid","3"
"parents","parents","B_03_044","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/oavjPmGASo8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","6.560","0.712","1.195","25","0","6.429","0.852","1.043","14","0.00","","","1.333","1.948","-0.733","30","","3.856","Noun","534.00","901.00","367.00","1735.00","1.48","0.72","31","-0.75","1.36","0.66","22","-0.78","Arbitrary","0","0","1","2","5","0","imrp","FullyOpen","0","1","0","Open","0","OneHanded","None","Head","Chin","NA","1","NA","0","5","0","imrp","FullyOpen","0","1","0","Open","0","OneHanded","None","Head","Forehead","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.037","0.000","0.153","0.449","0.409","0.791","0.554","0.622","0.398","0.878","0.684","0.657","0.836","2","1","-1","-0.15","PARENTS","252","4","252","4","","PARENTS","696","PARENTS","PARENTS","People","parents","0"
