Code,EntryID,SignFrequency(M),Iconicity(M),LexicalClass,NeighborhoodDensity
B_01_015,hearing_aid,4.708,5.37,Noun,4
B_03_066,heart,3.48,5.4,Noun,1
E_03_097,heart_touch,5.067,4.412,Verb,2
H_02_063,heartbody,4.08,5.208,Noun,4
A_02_075,heaven,3.333,2.667,Noun,0
F_01_085,heavy,4.222,5.097,Adjective,33
D_02_042,helicopter,2.481,4.9030000000000005,Noun,2
K_02_004,helicopter_2,3.667,3.208,Noun,3
K_03_063,helicopter_3,4.08,2.9619999999999997,Noun,3
G_03_008,hell,3.333,2.15,Noun,2
D_02_055,hello,6.519,5.167,Minor,8
D_02_034,helmet,2.36,6.323,Noun,6
K_01_066,helmet_2,3.08,5.24,Noun,1
D_01_042,help,6.148,1.472,Verb,24
G_02_041,hen,1.962,2.29,Noun,1
D_01_089,here,5.704,1.943,Adverb,3
G_02_025,hide,4.889,3.0,Verb,13
C_02_045,high,4.4,3.731,Adjective,4
F_02_008,high_heels,2.565,3.097,Noun,1
C_02_060,high_school,5.033,1.0,Noun,1
G_01_020,highlighter,5.0,4.071,Verb,9
G_03_041,hinge,1.2730000000000001,5.25,Noun,12
C_01_069,hippo,1.6920000000000002,3.333,Noun,6
K_02_060,hippo_2,3.773,1.833,Noun,0
F_02_058,his,5.7780000000000005,2.387,Minor,41
A_02_036,history,4.7780000000000005,1.2,Noun,4
F_02_005,hit_1,4.111,6.323,Verb,21
K_01_111,hit_2,3.654,3.64,Verb,15
J_02_034,hitchhike,2.464,6.24,Verb,13
B_01_035,hockey,3.0,1.63,Noun,3
G_01_007,hoe,1.842,4.25,Noun,12
F_02_080,hold,3.875,5.968,Verb,10
K_02_124,hold_2,6.4,2.458,Verb,8
E_03_093,hold_accountable,3.852,3.235,Verb,17
H_02_075,hold_hands,3.222,6.522,Verb,1
E_02_003,hold_together,3.781,4.9030000000000005,Verb,10
D_03_031,holiday,3.846,1.3599999999999999,Noun,9
G_01_072,holy,2.385,1.929,Adjective,17
B_03_063,home,6.48,1.1,Adverb,16
A_03_003,homework,5.44,1.143,Noun,7
B_01_028,honest,4.833,1.63,Adjective,17
F_02_064,honey_1,4.346,1.355,Noun,1
J_03_052,honey_2,2.188,1.304,Noun,0
G_02_004,hongkong,2.667,1.742,Name,9
H_01_074,honk,2.792,6.05,Verb,0
C_03_079,honor,3.667,1.778,Noun,1
H_03_104,hood,3.25,5.417,Noun,3
K_02_044,hoodie_1,4.833,5.542,Noun,1
K_02_122,hoodie_2,3.455,3.167,Noun,3
E_03_025,hop,3.467,6.294,Verb,3
D_02_085,hope,4.741,1.258,Verb,62
D_03_049,horrible,3.923,2.64,Adjective,11
A_01_029,horse,3.516,1.7690000000000001,Noun,1
E_02_054,hose,2.844,5.258,Noun,2
B_02_026,hospital,4.48,1.4,Noun,0
J_02_022,hospital_2,2.964,1.8399999999999999,Verb,2
F_02_093,hot,6.296,2.226,Adjective,1
E_01_026,hot_competition,5.171,2.4,Adjective,10
B_03_067,hotdog,3.68,2.467,Noun,19
B_01_053,hotel,4.08,1.148,Noun,0
C_02_072,hour,5.333,3.0,Noun,4
D_03_086,house,5.385,5.217,Noun,10
D_02_082,how,5.556,3.267,Minor,12
F_02_086,how_2,5.815,1.452,Adverb,6
J_02_019,howl,2.0,5.12,Verb,7
G_02_036,hug,6.148,6.742,Verb,2
A_01_009,humble,3.2,1.846,Adjective,62
K_01_125,hummingbird,2.174,2.64,Noun,4
H_03_063,humor,3.083,2.0,Adjective,3
H_03_027,hundred,1.833,1.792,Number,15
C_01_010,hungry,5.767,3.133,Adjective,7
B_01_025,hunt,2.5,4.7780000000000005,Verb,1
F_02_012,hurdle_1,2.12,4.097,Noun,4
G_01_036,hurdle_2,2.391,4.036,Verb,4
F_02_061,hurricane,3.481,1.871,Noun,1
G_01_075,hurry,5.296,3.214,Verb,2
E_01_002,hurt,4.886,1.32,Verb,19
D_01_082,husband,5.0,1.278,Noun,6
F_03_024,hypocrite,4.308,1.5630000000000002,Adjective,6
F_01_102,I_love_you,6.889,3.742,Verb,1
G_03_020,ice,4.667,2.3,Noun,0
A_02_013,icecream,4.741,4.552,Noun,1
D_01_085,idea,5.111,5.4,Noun,6
H_03_071,identity,4.5,1.5,Noun,3
G_03_017,if,5.926,1.85,Minor,6
D_03_069,ignore,4.731,2.696,Verb,2
B_03_018,imagine,4.6,3.8,Verb,0
K_03_020,imagine_2,5.5600000000000005,4.385,Verb,15
G_01_082,immature,4.667,2.429,Adjective,6
E_02_032,immerse,2.8,2.548,Verb,62
D_02_051,impact,4.815,4.8,Verb,2
B_01_081,important,5.84,1.963,Adjective,11
B_01_032,impossible,4.542,2.296,Adjective,3
F_02_032,impress,5.593,2.839,Verb,12
H_02_003,improve,5.107,2.087,Verb,3
E_03_062,in,4.867,6.094,Minor,8
H_01_056,inch,1.385,2.15,Noun,24
J_03_080,incredible,3.286,2.217,Adjective,4
J_03_040,independent,4.793,2.435,Adjective,1
C_03_009,indian,3.138,2.167,Adjective,13
J_02_032,inept,3.741,1.6400000000000001,Adjective,12
H_02_057,infection,4.5,1.2610000000000001,Noun,4
H_02_031,influence,4.571,2.13,Verb,6
J_03_048,inhale,3.536,4.913,Verb,2
D_03_009,inject,2.654,6.333,Verb,2
G_02_062,innocent,4.667,1.742,Adjective,1
H_01_047,inside,5.536,5.55,Adjective,8
G_02_051,inspire,4.815,3.968,Verb,0
F_01_095,inspiring,4.481,4.323,Adjective,1
H_03_083,instagram,3.625,1.292,Name,3
H_01_079,instead,5.107,2.65,Minor,1
J_02_047,institute,4.833,1.8,Noun,3
A_03_006,insult,4.4,2.714,Verb,19
D_02_030,insurance,4.926,1.065,Noun,4
H_02_080,intelligent,4.222,3.783,Adjective,31
G_02_040,intentional,4.889,2.548,Adjective,62
B_03_038,interest,4.92,1.9,Noun,3
F_02_014,interested,5.63,1.581,Adjective,17
C_02_032,internet,6.167,1.407,Noun,0
J_02_009,interpret,4.933,1.92,Verb,3
D_02_066,interpreter,6.148,1.419,Noun,0
J_01_109,intervene,4.7,2.833,Verb,28
H_02_054,interview,4.357,2.87,Noun,6
D_01_076,introduce,4.519,2.5949999999999998,Verb,10
F_01_006,intuitive,5.111,2.71,Adjective,7
F_03_045,invest,3.8890000000000002,2.219,Verb,0
G_03_078,invisible,3.08,2.05,Adjective,4
C_02_007,invite,4.367,3.111,Verb,25
K_01_021,iphone,5.37,3.0,Noun,6
D_01_063,iron,2.423,5.657,Noun,24
K_02_106,iron_2,3.333,3.875,Verb,6
K_03_040,iron_3,5.04,5.731,Verb,24
A_01_025,island,3.161,1.718,Noun,0
F_02_033,isolated,5.333,2.645,Adjective,19
B_02_018,israel,2.32,1.033,Noun,1
D_02_074,italy,2.92,1.733,Name,1
J_01_068,itch,3.143,6.583,Verb,5
C_02_008,jacket,4.133,5.222,Noun,5
K_01_116,jacket_2,5.333,6.0,Noun,0
K_02_079,jacket_3,3.864,2.458,Noun,2
K_03_053,jacket_4,4.48,6.538,Noun,3
D_01_046,japan,2.565,1.114,Name,6
G_01_076,jar,3.296,6.0,Noun ,3
J_02_014,jaw_drop,4.333,3.68,Verb,1
C_03_051,jealous,3.433,1.444,Adjective,1
C_02_040,jelly,2.391,1.815,Noun,0
G_03_049,jellyfish,1.9580000000000002,5.2,Noun,0
H_03_040,jewelry,2.0,4.25,Noun,0
C_03_032,jewish,3.267,1.889,Adjective,4
C_02_084,jigsaw_puzzle,3.0,1.741,Noun,19
G_03_039,join,4.852,3.1,Verb,12
G_03_086,joke,4.962,1.25,Verb,14
E_03_037,journey,5.267,3.156,Noun,3
B_01_058,judge,4.04,2.733,Noun,22
D_01_037,juggle,1.778,6.371,Verb,8
E_03_051,juggler,2.867,6.938,Noun,8
G_03_022,juice_1,2.778,1.85,Noun,1
G_03_035,juice_2,3.593,2.1,Noun,1
C_02_089,jump,3.8280000000000003,5.407,Verb,1
G_01_019,jump_rope,3.148,6.536,Noun,3
J_03_082,junior,3.517,1.304,Adjective,13
D_03_079,kangaroo,1.9580000000000002,5.08,Noun,19
K_01_037,kangaroo_2,1.87,3.48,Noun,1
K_02_012,kangaroo_3,2.167,1.875,Noun,4
H_03_005,keep,5.107,1.667,Verb,4
B_02_033,key,4.72,5.7,Noun,0
B_03_070,keyboard,3.95,6.233,Noun,10
G_03_087,kick_1,3.808,2.7,Verb,11
K_03_084,kick_2,2.667,3.5380000000000003,Verb,15
C_03_057,kid,5.733,1.314,Noun,1
D_01_013,kill,3.444,2.556,Verb,4
H_03_062,kindergarten,4.571,1.25,Noun,4
C_01_056,king,3.067,2.067,Noun,1
D_02_014,kiss,5.846,2.935,Noun,3
E_03_088,kiss_2,3.633,5.0,Noun,9
K_01_005,kiss_3,4.815,4.12,Verb,0
J_03_038,kiss_fist,5.862,1.609,Verb,15
F_03_018,kiss_on_cheek,4.556,6.5,Verb,16
A_02_016,kitchen,6.038,1.5,Noun,2
A_02_030,kite,2.037,4.633,Noun,4
K_02_117,kite_2,2.591,3.625,Noun,0
J_01_092,kitten,2.192,2.375,Noun,9
C_03_021,kneel,2.533,4.111,Verb,6
B_02_011,knife,4.28,3.067,Noun,15
K_03_043,knife_2,5.72,5.538,Noun,17
H_01_054,knight_1,1.188,4.95,Verb,11
K_01_053,knight_2,1.588,2.88,Verb,3
K_02_034,knight_3,3.25,2.458,Verb,4
K_03_030,knight_4,4.4,2.885,Noun,2
K_03_026,knight_4,1.857,3.2,Verb,6
K_01_087,knight_5,2.067,2.84,Verb,1
D_03_071,knitting,2.958,4.042,Verb,11
K_02_025,knitting_2,3.15,4.875,Verb,11
K_03_013,knitting_3,1.824,3.308,Verb,1
F_01_042,knock,3.296,6.839,Verb,10
H_03_035,knock_off,2.4,3.833,Verb,25
C_01_048,know,5.767,4.633,Verb,15
H_02_064,know_nothing,4.75,3.609,Verb,14
J_02_105,label,4.6,3.12,Verb,17
D_03_037,lamp,4.731,3.625,Noun,3
K_01_004,lamp_2,3.63,1.92,Noun,62
G_02_066,land,3.192,4.194,Noun,5
A_01_067,language,5.3870000000000005,1.579,Noun,10
C_03_042,laptop,5.793,2.917,Noun,19
B_01_038,last,4.875,1.5190000000000001,Number,3
H_01_098,last_week,5.714,2.4,Adverb,15
C_01_013,late,5.067,1.7000000000000002,Adjective,5
D_01_077,later,5.333,2.75,Adverb,10
C_03_028,laugh,5.267,4.75,Verb,5
F_03_078,law,5.074,2.25,Noun,1
B_03_064,lawnmower,3.08,3.8,Noun,21
A_03_007,lawyer,3.84,1.476,Noun,1
J_02_004,lay_down,3.533,3.84,Verb,14
A_02_050,lazy,5.407,1.5670000000000002,Adjective,2
J_01_046,lead,5.0,1.9580000000000002,Noun,24
D_02_083,leaf,2.68,1.419,Noun,5
K_02_073,leaf_2,4.913,2.25,Noun,4
H_01_092,league,3.357,1.75,Noun,4
F_02_038,leak,4.0,4.097,Verb,3
B_01_042,learn,6.2,3.259,Verb,3
E_02_041,learn_lesson,4.344,3.677,Verb,16
G_02_008,leather,2.333,1.903,Noun,5
B_02_084,leave,4.32,3.323,Verb,41
H_03_105,leave_alone,3.56,2.375,Verb,1
C_03_048,lecture,4.733,1.833,Noun,25
J_03_103,left,4.464,5.0,Adjective,10
A_01_069,lemon,4.452,1.514,Noun,5
K_03_017,lemon_2,4.6,1.615,Noun,6
J_01_088,lend,3.333,3.0,Verb,5
H_01_057,lesbian,4.143,2.75,Adjective,6
E_02_043,less,4.438,4.5809999999999995,Adjective,12
D_03_083,lesson,4.038,3.323,Noun,7
F_02_034,let_go,5.259,4.742,Verb,37
D_02_028,let_know,5.296,2.226,Verb,2
E_01_092,let_me_see,6.486,3.92,Verb,9
C_01_031,letter,4.567,1.8,Noun,13
A_01_083,lettuce,4.484,1.444,Noun,1
A_02_041,library,4.963,1.448,Noun,1
K_02_125,license,6.0,2.5,Noun,10
E_02_021,lick_1,2.043,3.161,Verb,2
F_02_090,lick_2,3.5380000000000003,3.387,Verb,0
K_01_035,lick_envelope,2.846,6.2,Verb,14
K_02_028,lick_envelope_2,2.667,6.542,Verb,3
B_03_012,lie,4.917,1.433,Verb,8
G_02_082,lift_1,3.654,5.968,Verb,25
K_03_029,lift_2,2.684,5.923,Verb,38
K_01_102,light_2,6.296,1.6400000000000001,Verb,62
K_02_116,light_candle,4.44,3.625,Verb,1
C_01_012,light_weight,3.867,2.667,Adjective,1
D_02_025,lighter,3.481,6.71,Noun,10
D_02_069,lightning,3.038,4.867,Noun,4
E_03_066,lights_on,4.667,3.912,Verb,1
F_03_063,like,6.222,3.688,Verb,3
G_01_003,limited,5.37,3.393,Adjective,19
C_02_069,line,3.733,5.63,Noun,4
H_01_004,linguistics,3.926,1.7000000000000002,Noun,10
A_03_012,lion,3.32,3.81,Noun,0
E_03_047,lipread,4.567,5.0,Verb,4
G_02_043,lips,3.593,6.548,Noun,8
B_02_046,lipstick,3.7199999999999998,5.967,Noun,17
D_01_041,list,4.852,4.889,Noun,1
K_01_117,listen,5.889,4.12,Verb,1
B_03_046,live_1,4.44,1.733,Verb,0
B_03_061,live_2,5.44,2.0,Verb,5
F_02_016,living_room,3.778,1.452,Noun,9
H_01_055,load,2.9,4.05,Verb,33
K_02_003,load_2,2.85,1.9580000000000002,Verb,38
D_01_072,lobster,2.923,4.833,Noun,3
K_03_039,lobster_2,4.48,3.923,Noun,4
K_01_051,lobster_3,4.185,3.48,Noun,4
D_01_078,lock,4.7780000000000005,3.257,Noun,3
H_02_017,lock_2,4.179,6.8260000000000005,Verb,0
K_02_067,lock_3,4.455,4.5,Verb,4
K_01_126,locker,2.4,2.2800000000000002,Noun,17
E_02_095,lollipop,3.281,4.806,Noun,17
B_03_078,lonely,3.7199999999999998,1.867,Adjective,31
G_01_059,long,5.963,2.429,Adjective,2
J_01_026,long_ago,5.5,2.167,Adverb,2
D_01_038,long_line,4.593,4.4,Noun,7
J_03_013,long_time,5.138,2.0,Adverb,9
H_02_047,long_word,4.143,4.087,Noun,37
B_02_068,look_appearance,4.68,5.633,Verb,8
B_01_041,look_at,5.08,5.185,Verb,1
J_01_094,look_back,4.833,3.208,Verb,4
B_03_045,look_for,5.52,3.4,Verb,0
F_02_022,look_forward,5.259,3.968,Verb,4
G_03_029,look_like,5.444,4.05,Verb,0
D_03_064,lose,4.077,1.478,Verb,1
C_02_009,lose_game,3.867,2.074,Verb,14
J_01_017,lost,4.828,1.833,Adjective,13
D_02_007,loud,3.808,3.226,Adverb,62
F_01_074,lousy,5.333,2.097,Adjective,1
G_01_068,love,6.556,5.893,Verb,2
D_03_017,loyal,3.038,2.7199999999999998,Adjective,0
H_03_009,luck,2.692,1.583,Adjective,6
D_02_008,lucky,4.704,1.29,Adjective,5
F_01_076,lunch_1,5.593,2.323,Noun,6
G_02_081,lunch_2,4.7780000000000005,2.516,Noun,16
G_01_026,lungs,3.423,4.964,Noun,5
A_03_078,machine,4.72,1.333,Noun,2
F_01_084,mad,5.593,4.0,Adjective,5
A_02_076,magazine,4.519,1.3,Noun,0
D_03_018,magic,2.5380000000000003,3.652,Noun,10
C_03_003,magnet,2.25,3.857,Noun,4
K_03_066,magnet_2,4.8,3.731,Noun,1
K_01_026,magnet_3,2.2,4.12,Noun,1
K_02_009,magnet_4,3.19,2.667,Noun,8
G_01_073,magnify_1,3.0,5.679,Noun,17
K_03_089,magnify_2,3.125,5.0,Verb,2
G_01_044,maid,3.478,1.893,Noun,0
D_02_019,mail,4.815,2.767,Noun,13
K_01_112,mail_2,5.259,1.88,Verb,7
F_02_082,mailman,3.444,1.226,Noun,13
J_03_037,mainstream,4.31,2.217,Adjective,13
J_01_057,major,3.9,1.167,Noun,8
C_01_032,make,5.567,2.867,Verb,21
J_02_097,make_believe,5.3,2.7199999999999998,Verb,5
C_01_040,man,5.75,1.833,Noun,11
J_01_023,manage,3.6790000000000003,1.833,Verb,16
D_03_065,many,5.423,3.783,Minor,5
H_03_064,maple,1.833,1.25,Noun,11
J_01_013,march,2.8280000000000003,2.208,Name,19
F_03_073,marionette,1.913,5.875,Noun,37
F_02_007,marry,3.333,4.258,Verb,0
D_01_071,mascara,2.769,5.667,Noun,62
H_01_100,massage,3.185,5.35,Verb,17
D_01_050,match,4.111,3.571,Verb,2
A_03_027,math,5.32,1.476,Noun,0
B_03_022,maybe,6.04,5.867,Adverb,41
C_01_035,mcdonalds_2,2.259,5.267,Name,0
B_01_068,me,6.76,7.0,Minor,0
K_03_048,mea_culpa,4.318,1.462,,17
B_02_069,mean_1,4.4,1.367,Adjective,33
C_01_046,mean_2,5.0,1.3,Verb,1
C_02_037,measure,3.179,1.889,Noun,3
K_02_054,measure_2,5.28,2.292,Verb,10
D_02_022,meat,2.474,1.548,Noun,0
F_03_021,meat_2,4.96,2.656,Noun,2
A_03_030,mechanic_1,3.68,2.429,Noun,3
D_01_066,mechanic_2,2.741,5.27,Noun,3
C_03_040,medicine,4.9,1.771,Noun,10
J_01_037,meditate_1,4.033,5.458,Verb,37
K_03_061,meditate_2,4.88,4.462,Verb,22
K_01_033,meditate_3,3.96,2.36,Verb,1
D_02_018,meet,5.423,5.452,Verb,37
C_03_082,meeting,5.621,2.8890000000000002,Noun,8
G_03_102,megaphone,2.8,5.55,Noun,15
G_03_025,melon,3.7039999999999997,2.15,Noun,30
F_01_050,melt,4.481,3.161,Verb,25
F_02_046,member,4.963,2.065,Noun,5
G_03_081,memorize,4.962,3.6,Verb,10
E_03_010,memorize_memorize,4.3,4.571,Verb,17
J_03_012,mention,3.333,2.174,Verb,62
J_03_008,mess,5.0,1.6520000000000001,Adjective,17
D_02_037,metal,3.593,1.097,Noun,9
D_02_059,metaphor,2.167,1.5859999999999999,Noun,3
J_02_045,mexican_1,4.333,1.4,Noun,4
H_03_091,mexican_2,1.643,1.5,Noun,0
F_02_096,microphone,2.63,6.677,Noun,9
A_03_076,microscope,1.667,5.714,Noun,7
F_02_053,microscope_2,2.038,5.806,Noun,8
K_02_008,microscope_3,3.083,5.417,Noun,9
A_02_043,microwave,3.778,1.867,Noun,4
H_01_039,middle,4.857,3.45,Adjective,1
A_01_051,milk,6.233,4.211,Noun,5
K_03_070,milk_2,4.16,4.72,Verb,33
D_03_019,mime,2.048,2.087,Noun,0
B_01_046,mind,4.583,6.481,Noun,5
J_01_034,mind_turned,4.133,3.208,Verb,62
K_01_030,mine,3.2800000000000002,2.08,Verb,3
J_03_077,minimum,4.483,1.913,Noun,19
B_01_074,minute,4.792,2.593,Noun,15
A_03_034,mirror,4.88,6.429,Noun,8
E_02_035,mischievous,4.188,2.935,Adjective,1
G_02_049,miss,5.423,3.065,Verb,62
E_02_017,missing,4.938,2.452,Verb,8
C_03_027,misunderstand,4.533,2.8890000000000002,Verb,3
H_02_010,mix_1,4.679,5.739,Verb,6
K_02_098,mix_2,2.957,4.625,Verb,0
K_03_118,mix_3,2.429,4.923,Verb,19
C_01_015,mock,2.8,1.7000000000000002,Verb,1
H_02_089,model_1,3.071,2.565,Noun,2
J_02_005,model_2,3.167,1.6800000000000002,Noun,0
C_03_070,monday,5.69,1.029,Name,0
C_01_042,money,6.033,3.233,Noun,6
K_01_104,money_2,6.593,6.708,Noun,1
A_01_016,monkey,2.6189999999999998,5.952,Noun,0
F_03_014,monster,2.773,6.625,Noun,17
A_01_073,month,6.097,1.3780000000000001,Noun,30
A_01_036,moon,4.323,2.833,Noun,1
G_02_100,moose,3.346,5.742,Noun,5
A_02_090,mop,3.615,4.64,Noun,16
K_02_064,mop_2,4.217,3.292,Verb,38
B_03_032,more,6.458,1.767,Minor,19
C_02_012,morning,6.1,2.444,Noun,25
H_03_053,mosquito,2.25,4.0,Noun,7
E_01_085,most,5.657,1.96,Minor,24
B_02_008,mother,6.6,1.2,Noun,10
E_02_047,motivation_1,4.813,2.516,Noun ,41
G_03_037,motivation_2,5.037,3.05,Verb,41
D_01_011,motorcycle,3.7039999999999997,5.472,Noun,5
A_01_055,mountain,4.226,2.526,Noun,24
K_03_108,mountain_2,3.087,4.5,Noun,19
A_03_009,mouse,3.36,2.952,Noun,31
C_02_087,mouth,3.233,6.37,Noun,8
D_03_090,move,5.0,5.217,Verb,7
G_01_053,move_down,1.733,5.464,Verb,7
D_01_026,movie,5.37,1.5430000000000001,Noun,13
B_03_077,movies,5.4,1.667,Noun,13
B_01_061,much,5.32,4.889,Minor,17
G_03_077,mummy,4.154,5.25,Noun,12
F_02_077,murder ,3.846,3.065,Verb,4
G_01_095,muscle,4.148,4.607,Noun,0
C_01_024,museum,2.517,2.065,Noun,0
E_02_089,mushroom,4.125,3.613,Noun,11
A_01_080,music,4.133,1.657,Noun,3
F_02_004,must,6.407,3.355,Verb,6
B_01_021,mustache,2.261,6.846,Noun,12
C_01_060,my,6.31,6.133,Minor,12
D_03_024,myself,5.154,6.5,Minor,13
G_03_010,nail,3.556,6.45,Verb,9
E_01_077,nail_clipper,3.914,6.92,Verb,2
H_01_087,naked,4.643,1.65,Adjective,4
D_01_021,name,5.926,1.2570000000000001,Noun,17
A_03_019,napkin,4.13,4.857,Noun,2
E_03_007,navel,2.0,6.514,Noun,7
H_03_049,navy,2.6189999999999998,1.792,Noun,0
G_01_014,near,5.333,3.607,Minor,28
F_02_081,neck,3.667,6.742,Noun,2
A_02_072,necklace,3.074,5.6,Noun,6
K_01_071,necklace_2,4.074,4.92,Noun,2
K_02_080,necklace_3,5.774,5.125,Noun,3
K_03_090,necklace_4,3.25,4.885,Noun,7
C_02_034,need,5.4,2.0,Verb,6
H_02_077,needle,2.75,4.609,Noun,0
J_01_008,negative,4.933,2.125,Adjective,4
A_01_005,nephew,2.621,1.108,Noun,0
G_02_045,nerve,3.926,2.194,Noun,1
G_02_021,net,2.375,2.871,Noun,7
J_02_075,network,4.933,2.6,Noun,4
A_03_021,neutral,4.167,2.571,Adjective,1
C_02_079,never,4.8,2.0,Adverb,0
B_02_070,new,5.6,1.167,Adjective,6
B_01_034,new_york,3.68,1.0,Noun,3
H_01_078,news_to_me,5.04,2.0,,8
D_02_053,newspaper,4.037,1.633,Noun,8
E_03_080,next,4.9,6.0,Minor,19
J_03_101,next_down,2.448,2.13,Minor,14
F_03_008,next_to,4.704,5.5,Minor,7
J_03_083,next_year,5.414,1.957,Minor,17
G_03_059,nice,5.692,2.9,Adjective,28
E_01_080,niece,1.808,1.3599999999999999,Noun,0
A_01_003,night,6.032,1.919,Noun,12
E_03_008,nine,5.067,2.343,Number,3
C_03_041,no,6.433,1.314,Minor,1
H_03_044,no_big_deal,5.107,4.417,,22
E_02_031,noise,4.531,4.071,Noun,5
J_02_046,none,3.167,1.92,Minor,8
G_03_071,nonsense,5.231,2.65,Noun,2
G_03_002,noon_1,4.296,2.6,Noun,1
G_02_014,noon_2,5.308,4.323,Noun,41
G_02_076,noose,2.32,6.29,Noun,0
F_02_036,normal,5.556,1.806,Adjective,0
C_01_080,north,4.8,1.267,Noun,1
G_03_075,nose,4.154,7.0,Noun,31
K_01_092,nose_bleed,5.037,3.12,Verb,5
E_01_100,not,5.6,2.24,Minor,12
J_02_088,not_a_thing,4.8,2.16,Minor,14
D_03_044,not_care,5.423,4.4,Minor,3
E_01_082,not_interested,5.941,2.88,Adjective,62
G_01_060,not_mind,4.7780000000000005,2.536,Verb,62
G_01_049,not_understand,5.074,3.214,Verb,3
F_03_100,not_used_to,3.519,2.875,Adjective,5
D_01_044,not_yet,5.519,1.857,Adverb,5
B_01_079,nothing,6.32,3.037,Noun,19
E_02_065,nothing_2,5.719,3.226,Minor,22
J_03_032,nothing_at_all,4.393,2.783,Minor,15
C_03_062,now,5.8,1.722,Adverb,10
C_02_051,numbers,5.7,1.111,Noun,1
C_03_065,nurse,4.0,2.257,Noun,0
D_02_073,nut,4.259,1.667,Noun,12
K_02_066,nut_2,3.294,2.333,Noun,0
J_03_002,obsess,4.448,1.609,Verb,62
E_03_056,obvious,5.0,3.625,Adjective,19
G_03_076,ocean,4.346,4.1,Noun,11
F_03_007,octopus,2.7199999999999998,5.094,Noun,0
E_01_027,off,5.2,3.24,Minor,3
D_01_025,off_the_point,4.889,4.25,Adverb,17
D_03_039,offend,4.692,2.68,Verb,19
E_01_072,offhand,5.486,2.2,Adverb,62
A_01_063,office,5.333,1.6760000000000002,Noun,19
J_02_106,often,5.133,2.04,Adverb,1
E_01_038,oh_I_see,6.771,4.12,Verb,10
H_02_078,oil_1,1.458,2.348,Noun,24
K_03_068,oil_2,5.292,1.28,Noun,1
K_01_077,oil_3,2.714,1.6,Verb,5
F_03_080,ok,6.519,4.406,Minor,19
D_01_007,old,5.038,2.371,Adjective,16
H_03_024,oldest,5.0,1.5,Adjective,7
E_03_004,on,5.233,3.714,Minor,28
J_02_059,once,5.133,4.12,Adverb,0
F_03_012,one,6.148,7.031,Noun,37
H_03_041,one_more_1,4.964,3.083,Number,0
J_01_066,one_more_2,4.833,3.542,Number,11
H_02_043,one_year_ago,4.821,2.565,Number,9
A_03_038,onion,5.28,4.286,Noun,2
H_01_001,only_one_2,4.429,3.65,Adjective,0
H_01_013,ooh,5.286,3.45,Minor,9
D_03_056,oops,3.769,5.565,Minor,15
G_03_088,open,5.0,5.644,Verb,8
E_02_022,open_book,4.844,6.29,Verb,25
E_03_002,open_wallet,2.862,4.6,Verb,25
G_02_026,operate_machine,4.593,2.419,Verb,19
J_01_108,opinion_1,5.033,2.5,Noun,16
H_03_101,opinion_2,3.652,2.667,Noun,16
J_02_090,opportunity,4.933,1.92,Noun,19
F_01_092,option,5.593,2.613,Noun ,1
F_03_081,or,4.185,2.813,Minor,15
C_03_024,oral,4.3,4.429,Adjective,1
A_02_020,orange,4.962,1.6,Noun,2
E_03_087,orange_eyes,4.821,4.7059999999999995,Adjective,9
F_02_039,orange_throat,4.731,3.129,Adjective,4
C_02_064,order_1,4.6,4.444,Noun,4
C_03_036,order_2,4.467,1.75,Noun,1
J_03_033,organization,4.414,1.6960000000000002,Noun,7
F_03_098,ostrich,2.053,3.313,Noun,10
B_02_043,other,5.5,2.367,Adjective,5
G_02_067,our,5.815,2.484,Minor,5
E_02_066,out,4.813,4.806,Minor,8
E_03_071,outside,5.367,2.382,Minor,8
F_03_079,over,5.074,6.0,Minor,11
G_01_066,overlook,5.593,3.357,Verb,14
J_01_076,overnight,5.033,2.25,Adverb,12
J_02_007,overtake,3.567,2.92,Verb,13
G_03_064,overwhelmed,4.769,4.45,Adjective,3
C_01_089,owe,4.6,3.7,Verb,30
D_01_087,owl,2.731,4.167,Noun,2
D_03_046,own,4.64,3.917,Verb,9
H_02_060,pack,4.929,4.478,Verb,5
G_01_070,page,4.556,2.5,Noun,12
H_02_100,pageant,2.5380000000000003,5.043,Noun,7
C_03_033,pain,4.5,1.429,Noun,0
D_01_048,paint,4.074,5.189,Verb,28
A_02_079,paintbrush,2.963,4.1,Noun,0
H_03_031,pair,4.643,3.958,Noun,14
G_03_068,pancake,4.577,4.35,Noun,5
A_01_058,pants,3.677,4.421,Noun,0
K_02_104,pants_2,5.435,3.0,Noun,12
A_01_026,paper,6.484,3.051,Noun,2
A_03_082,papercutter,2.56,4.857,Noun,2
A_01_021,parachute,1.548,5.829,Verb,17
K_03_005,parachute_2,4.04,4.692,Verb,1
K_01_059,parachute_3,2.92,3.68,Verb,10
B_02_039,parade,2.68,1.7000000000000002,Noun,19
E_02_090,paragraph,3.484,2.065,Noun,1
H_03_067,parallel,3.607,4.833,Verb,19
J_02_021,paranoid,4.5,3.88,Adjective,4
B_03_044,parents,6.5600000000000005,1.333,Noun,11
E_03_028,park,5.2,2.294,Verb,4
F_02_001,party_1,5.333,2.806,Noun,5
G_02_059,party_2,4.72,4.484,Noun,6
H_03_033,pass,3.833,2.542,Verb,12
G_02_002,pass_out,4.7780000000000005,2.226,Verb,9
E_01_103,passport,2.939,2.8,Noun,17
