"EntryID","LemmaID","Code","YouTube Video","Vimeo Video","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","PercentUnknown","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","PercentUnknown(Native)","PercentGlossAgreement","PercentGlossAgreement(Native)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","SubtLexUSLog10WF","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(N) native","D.Iconicity(Z) native","IconicityType","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","bglm_aoa","empirical_aoa","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Transparency M","Transparency SD","Transparency Z","H index","SignBankID","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","DominantTranslation","SignBankID"
"study","study","G_01_090","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/N-qsSfsW5fY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","5.444","1.423","0.648","27","0","5.667","1.073","0.823","12","0.00","","","1.964","1.895","-0.726","28","","3.398","Verb","434.00","1001.00","567.00","1568.00","","","","","","","","","Arbitrary","0","0","0","1","flatspread_5","1","imrp","Flat","1","1","0","Open","0","AsymmetricalDifferentHandshape","None","Hand","HandAway","HandAway","0","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","96","298","416","1222","415","532","1215","1030","554","1391","1756","1790","2276","","","","","STUDY","3","1","3","1","","STUDY"
"stumble","stumble","J_02_079","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/-OW7lEmt3n8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","2.481","1.626","-0.925","30","0","2.917","2.065","-0.788","15","0.20","0","0","3.840","1.405","0.255","25","","2.004","Verb","534.00","1902.00","1368.00","2436.00","","","","","","","","","Arbitrary","0","0","0","1","5","0","imrp","FullyOpen","0","1","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","1222","1051","2010","1215","1030","554","1391","1756","1790","2276","","","","","STUMBLE","21","19","21","19","stumble","STUMBLE"
"stupid_1","stupid_1","C_01_058","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/kUfmEyRkrsA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345578682"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.100","1.749","-0.141","30","0","3.833","1.618","-0.370","18","0.00","1","1","3.767","1.821","0.169","30","","3.973","Adjective","601.00","767.00","167.00","1935.00","1.73","1.17","30","-0.61","1.76","1.14","21","-0.64","Arbitrary","0","0","0","1","v","1","im","FullyOpen","0","1","0","Closed","0","OneHanded","Straight","Head","Forehead","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","107","0","1245","381","1051","2010","1509","1694","554","1391","1756","934","2276","3","1","-1","-0.17","STUPID","4","3","4","3","stupid_1","STUPID"
"stupid_2","stupid_2","C_02_047","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/NMHbitxoQDQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345588641"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.633","1.732","0.227","30","0","4.500","1.757","0.037","18","0.00","0","0","4.161","1.821","0.431","31","","3.973","Adjective","467.00","734.00","267.00","1902.00","2.27","1.62","30","-0.31","2.38","1.75","21","-0.29","NA","0","0","0","1","g","0","i","Flat","0","NA","NA","Open","0","OneHanded","None","Head","HeadAway","NA","0","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","179","0","416","712","415","2010","1509","1030","0","0","1756","1790","448","3","1","-1","-0.19","PEABRAIN","4","1","4","1","stupid_2","PEABRAIN"
"subtract","subtract","B_02_027","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/UCvjnamyVKg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345537329"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","3.960","1.513","-0.424","25","0","3.643","1.151","-0.591","14","0.00","","","3.300","2.045","0.261","30","","1.462","Verb","567.00","934.00","367.00","1735.00","3.03","1.74","31","0.04","2.96","1.62","22","0.03","Arbitrary","0","0","0","1","curved_5","0","imrp","Curved","1","1","1","Open","1","AsymmetricalDifferentHandshape","Straight","Hand","Palm","HandAway","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","210","298","1245","1222","579","532","1509","1694","554","194","812","1790","2276","4","2","0","-0.20","SUBTRACT","11","2","11","2","","SUBTRACT"
"suck","suck","F_01_012","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/31H5F5h1E1E?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.240","1.690","-0.611","27","0","3.154","1.345","-0.675","14","0.07","","","4.323","2.088","0.293","31","","3.250","Verb","367.00","868.00","501.00","1435.00","","","","","","","","","NA","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","Straight","Head","HeadAway","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","179","342","1245","712","1051","2010","1509","1030","0","0","1756","934","2276","","","","","","31","9","31","9","",""
"suck_thumb","suck_thumb","K_01_006","","<iframe src=""https://player.vimeo.com/video/341888095"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","2.217","1.808","-1.173","27","0","1.500","0.707","-1.210","11","0.09","","","6.200","1.225","1.226","25","SUCK THUMB","","Verb","567.00","1268.00","701.00","1935.00","","","","","","","","","","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","OneHanded","None","Head","Mouth","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","126","0","416","156","0","0","1509","1694","0","0","0","1790","448","","","","","","13","8","13","8","",""
"suit","suit","G_01_103","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ZLDl2tvLWZk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.593","2.005","0.143","27","0","5.083","1.621","0.483","12","0.00","","","2.357","1.615","-0.569","28","","3.544","Noun","434.00","1001.00","567.00","1535.00","","","","","","","","","Arbitrary","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","SymmetricalOrAlternating","Curved","Body","BodyAway","TorsoMid","0","a","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","256","44","20","634","156","0","0","1509","1030","0","0","0","1790","448","","","","","OVERCOAT?","5","0","5","0","","OVERCOAT?"
"summarize","summarize","D_03_041","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/HhufYCTuTSM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345984152"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.538","1.503","0.255","26","0","4.500","1.317","0.175","16","0.00","","","3.040","2.009","-0.009","25","","1.322","Verb","534.00","1468.00","934.00","2269.00","3.00","1.44","26","-0.04","3.00","1.50","18","-0.01","Arbitrary","0","0","0","1","curved_5","0","imrp","Curved","1","1","1","Open","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","1","curved_5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","1222","579","532","1509","1694","554","194","812","1790","2276","","","","","SUMMARIZE","33","10","33","10","","SUMMARIZE"
"summer","summer","B_02_037","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/jKfpeoKatZI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345537635"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.958","1.654","0.209","24","0","5.231","1.787","0.375","13","0.07","","","1.433","2.045","-0.628","30","","3.603","Noun","434.00","968.00","534.00","1635.00","1.52","1.06","31","-0.71","1.64","1.18","22","-0.62","Arbitrary","0","0","0","1","1","0","i","FullyOpen","1","NA","NA","Closed","0","OneHanded","Straight","Head","Forehead","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","107","342","1245","712","1051","532","1215","1030","0","0","1756","934","2276","3","2","0","-0.17","SUMMER","31","2","31","2","","SUMMER"
"summon","summon","K_02_075","","<iframe src=""https://player.vimeo.com/video/342142203"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","6.042","1.301","0.870","25","0","5.455","1.440","0.981","11","0.00","","","1.250","0.608","-1.189","24","SUMMON","2.297","Verb","534.00","1201.00","667.00","1935.00","","","","","","","","","","0","0","0","1","open_b","1","imrp","FullyOpen","1","0","0","Open","0","AsymmetricalDifferentHandshape","BackAndForth","Hand","PalmBack","HandAway","1","Lax","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","66","298","72","1222","1051","532","1509","1694","839","1391","1756","1790","2276","","","","","","2","0","2","0","",""
"sun","sun","C_02_003","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/6qEWDASfbvE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345587175"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.633","1.377","0.170","30","0","4.778","1.517","0.140","18","0.00","","","4.593","2.025","0.877","27","","3.551","Noun","601.00","1101.00","501.00","1902.00","4.43","1.81","30","0.83","4.43","1.96","21","0.76","Both","0","0","0","1","flat_o","0","imrp","Flat","1","0","1","Open","1","OneHanded","Circular","Head","HeadAway","NA","0","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","27","28","1068","725","179","0","208","1222","415","532","1509","1030","839","194","812","1790","448","4","2","0","-0.19","SUN","1","0","1","0","","SUN"
"sunbathe","sunbathe","H_02_013","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ROXRnIjAdFQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.100","1.651","-0.684","28","0","3.400","1.578","-0.620","14","0.29","1","1","2.667","1.435","-0.289","24","","1.041","Verb","567.00","2002.00","1435.00","2503.00","","","","","","","","","Arbitrary","0","0","0","1","flatspread_5","1","imrp","Flat","0","1","0","Open","0","OneHanded","Circular","Head","HeadAway","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","179","342","208","1222","415","2010","1215","1030","554","1391","1756","1790","2276","","","","","","0","2","0","2","sunbathe",""
"sunbathe_2","sunbathe_2","K_03_034","","<iframe src=""https://player.vimeo.com/video/342147497"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.640","1.705","0.286","25","0","4.636","1.286","0.454","11","0.00","1","1","1.520","0.963","-1.185","25","SUNBATHE","1.041","Verb","567.00","2002.00","1435.00","2703.00","","","","","","","","","","0","0","0","1","v","1","im","FullyOpen","0","1","0","Closed","0","AsymmetricalDifferentHandshape","Circular","Hand","Palm","NA","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","210","0","208","381","1051","2010","1215","1694","554","1391","1756","934","2276","","","","","","0","1","0","1","sunbathe_2",""
"sunday_2","Sunday","J_02_001","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/8RV7e5mrHXI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","1.000","0.000","-1.776","30","1","1.000","0.000","-1.711","15","0.73","1","1","1.600","1.472","-0.826","25","sunday","3.344","Name","434.00","1435.00","1001.00","1969.00","","","","","","","","","Arbitrary","0","0","1","2","open_8","1","m","Flat","0","NA","NA","Open","0","DominanceViolation","Straight","Hand","PalmBack","NA","1","DominanceConditionViolation","0","5","0","imrp","FullyOpen","0","1","0","Open","0","SymmetricalOrAlternating","None","Neutral","Neutral","NA","0","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","63","682","66","0","1245","123","415","2010","1509","1694","0","0","1756","1790","2276","","","","","SUNDAY8","10","0","10","0","sunday","SUNDAY8"
"sunrise","sunrise","H_03_089","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/NXdJZfF8-Uo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.893","1.257","-0.123","28","0","3.929","1.328","-0.087","14","0.00","","","5.458","1.744","1.091","24","","2.491","Verb","834.00","2135.00","1301.00","2736.00","","","","","","","","","Perceptual","0","0","0","1","f","1","i","Curved","0","NA","NA","Open","1","OneHanded","Curved","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","989","990","818","634","712","579","2010","1509","1030","0","0","812","1790","2276","","","","","SUNRISE","11","7","11","7","","SUNRISE"
"sunset","sunset","B_02_087","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/iVaEgq0Rscs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345540914"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","3.440","1.356","-0.768","25","0","3.357","1.499","-0.791","14","0.00","","","4.300","2.045","0.721","30","","2.722","Noun","501.00","1034.00","534.00","1768.00","5.36","1.68","31","1.31","5.18","1.79","22","1.26","NA","0","0","0","1","c","0","imrp","Curved","0","0","0","Open","0","OneHanded","Curved","Arm","ArmAway","ForearmUlnar","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","71","14","4","634","1222","579","2010","1509","1694","839","1391","1756","1790","2276","4","2","0","-0.22","SUNSETc","0","3","0","3","","SUNSETc"
"superior","superior","J_02_065","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/SeukO5WH27s?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.133","1.592","0.026","30","0","4.267","1.710","0.038","15","0.00","","","3.160","1.748","-0.028","25","","2.822","Adjective","534.00","1835.00","1301.00","2369.00","","","","","","","","","Arbitrary","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","AsymmetricalSameHandshape","Curved","Hand","FingerBack","HandAway","1","a","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","162","682","53","298","634","156","0","0","1509","1694","0","0","0","1790","2276","","","","","SUPERIOR","12","3","12","3","","SUPERIOR"
"supervise","supervise","J_01_018","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/mWj5Amd8n8c?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.467","1.655","0.180","30","0","4.333","1.718","0.067","15","0.00","1","1","1.417","0.654","-0.819","24","","1.996","Verb","567.00","1768.00","1201.00","2169.00","","","","","","","","","Arbitrary","0","0","0","1","p","1","im","Stacked","0","NA","0","Open","1","SymmetricalOrAlternating","Circular","Neutral","Neutral","Neutral","1","p","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","208","381","65","2010","1215","1694","0","1391","812","1790","2276","","","","","SUPERVISE","4","7","4","7","supervise","SUPERVISE"
