"EntryID","LemmaID","Code","YouTube Video","Vimeo Video","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","PercentUnknown","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","PercentUnknown(Native)","PercentGlossAgreement","PercentGlossAgreement(Native)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","SubtLexUSLog10WF","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(N) native","D.Iconicity(Z) native","IconicityType","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","bglm_aoa","empirical_aoa","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Transparency M","Transparency SD","Transparency Z","H index","SignBankID","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","DominantTranslation","SignBankID"
"luck","luck","H_03_009","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/8pfQSrWitJY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","2.692","1.750","-0.708","28","1","2.667","1.211","-0.880","14","0.57","","","1.583","1.100","-0.762","24","","3.894","Adjective","501.00","1435.00","934.00","2002.00","","","","","","","","","Arbitrary","0","0","0","1","l","0","i","FullyOpen","0","NA","NA","Open","0","OneHanded","Straight","Head","Chin","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","101","342","1245","712","1051","2010","1215","1694","0","0","1756","1790","2276","","","","","LUCK","6","10","6","10","","LUCK"
"lucky","lucky","D_02_008","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/K04AnG8MJcE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345969155"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.704","1.171","0.284","27","0","4.824","1.334","0.306","17","0.00","","","1.290","2.166","-0.758","31","","3.864","Adjective","601.00","1201.00","601.00","1802.00","1.31","0.74","26","-0.91","1.39","0.85","18","-0.83","Arbitrary","0","0","0","1","open_8","1","m","Curved","0","NA","NA","Open","0","OneHanded","Straight","Head","Chin","HeadAway","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","101","342","1245","123","579","2010","1509","1694","0","0","1756","1790","448","","","","","LUCKY","5","0","5","0","","LUCKY"
"lunch_1","lunch","F_01_076","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/JeulgeTucx0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","5.593","1.623","0.736","27","0","5.429","1.742","0.604","14","0.00","","","2.323","1.536","-0.678","31","","3.725","Noun","534.00","1201.00","667.00","1602.00","","","","","","","","","Arbitrary","1","0","0","1","l","0","i","FullyOpen","0","NA","NA","Open","0","OneHanded","Straight","Head","Chin","NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","34","23","1068","725","101","0","1245","712","1051","2010","1215","1030","0","0","1756","1790","2276","","","","","LUNCH","6","3","6","3","","LUNCH"
"lunch_2","lunch","G_02_081","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/5AEJ-_JbqF4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.778","1.625","0.262","27","0","4.833","1.946","0.351","12","0.00","1","1","2.516","1.288","-0.762","31","","3.725","Noun","534.00","1235.00","701.00","1768.00","","","","","","","","","Arbitrary","0","0","1","2","o","0","imrp","Curved","0","0","0","Open","1","OneHanded","Straight","Head","Mouth","NA","1","NA","0","open_b","1","imrp","FullyOpen","0","0","0","Open","0","OneHanded","None","Neutral","Neutral","NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","126","0","1245","1222","579","2010","1509","1694","839","1391","812","1790","2276","","","","","EAT-NOON	","16","11","16","11","lunch","EAT-NOON	"
"lungs","lungs","G_01_026","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7WBOBjn7EVQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.423","1.901","-0.385","27","0","3.333","2.060","-0.533","12","0.00","","","4.964","1.527","0.754","28","","2.733","Noun","467.00","1468.00","1001.00","2035.00","","","","","","","","","NA","0","0","0","1","curved_5","0","imrp","Curved","0","1","0","Open","0","SymmetricalOrAlternating","Straight","Body","TorsoMid","TorsoMid","1","curved_5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","256","15","20","1245","1222","579","2010","1215","1694","554","1391","1756","1790","2276","","","","","","5","7","5","7","",""
"machine","machine","A_03_078","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/UxnxVmJ-NXg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345531235"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.720","1.458","0.371","25","0","4.800","1.474","0.438","15","0.00","","","1.333","2.153","-1.033","21","","3.554","Noun","601.00","1368.00","767.00","2636.00","2.61","1.36","31","-0.35","2.37","1.46","19","-0.43","Arbitrary","0","0","0","1","spread_open_e","1","imrp","Bent","0","1","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","1","spread_open_e","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","1222","253","2010","1215","1694","554","1391","1756","1790","2276","","","","","MACHINE","2","2","2","2","","MACHINE"
"mad","mad","F_01_084","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/wM2zwaU6Pjw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","5.593","1.185","0.717","27","0","5.714","1.069","0.753","14","0.00","","","4.000","1.633","0.143","31","","3.762","Adjective","434.00","1101.00","667.00","1635.00","","","","","","","","","Pantomimic","0","0","0","1","5","0","imrp","FullyOpen","1","1","0","Open","0","OneHanded","Curved","Head","HeadAway","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","29","28","1068","725","179","342","634","1222","1051","532","1509","1030","554","1391","1756","1790","2276","","","","","MADup	","5","0","5","0","","MADup	"
"magazine","magazine","A_02_076","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/9KCqeZMffs0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/344223684"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.519","1.503","0.356","27","0","4.462","1.664","0.324","13","0.00","","","1.300","2.074","-0.817","30","","3.229","Noun","868.00","1468.00","601.00","1969.00","1.58","0.85","31","-0.88","1.63","0.83","19","-0.81","Arbitrary","0","0","0","1","bent_l","1","i","Bent","0","NA","NA","Open","0","AsymmetricalDifferentHandshape","Straight","Hand","FingerUlnar","FingerUlnar","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","18","6","1245","712","253","2010","1215","1694","0","0","1756","1790","2276","","","","","MAGAZINE","0","0","0","0","","MAGAZINE"
"magic","magic","D_03_018","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/2RG7-AtY5c4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345982274"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","2.538","1.140","-0.881","26","0","2.750","0.931","-0.757","16","0.00","","","3.652","2.009","0.292","23","","3.429","Noun","434.00","1468.00","1034.00","2102.00","3.50","1.79","26","0.23","3.28","1.81","18","0.16","Arbitrary","0","0","0","1","curved_5","0","imrp","Curved","1","1","1","Closed","1","SymmetricalOrAlternating","None","Neutral","Neutral","NA","0","curved_5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","0","416","1222","579","532","1509","1030","554","194","812","934","2276","","","","","MAGIC","10","0","10","0","","MAGIC"
"magnet","magnet","C_03_003","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/SOfmtqlgWCA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345797524"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","2.250","1.005","-1.272","28","0","2.250","0.931","-1.320","16","0.11","","","3.857","2.075","0.413","35","","2.149","Noun","467.00","801.00","334.00","1602.00","3.55","1.70","30","0.33","3.81","1.69","21","0.42","Arbitrary","0","0","0","1","8","1","m","Flat","1","NA","NA","Open","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","1","8","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","123","415","532","1509","1694","0","0","812","1790","2276","4","2","0","-0.18","MAGNET","4","2","4","2","","MAGNET"
"magnet_2","magnet_2","K_03_066","","<iframe src=""https://player.vimeo.com/video/342150394"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.800","1.803","0.310","25","0","4.545","1.753","0.416","11","0.00","","","3.731","1.343","-0.149","26","MAGNET","2.149","Noun","567.00","1668.00","1101.00","2202.00","","","","","","","","","","0","0","0","1","8","1","m","Flat","1","NA","NA","Open","1","AsymmetricalDifferentHandshape","Straight","Hand","Palm","NA","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","210","0","1245","123","415","532","1509","1694","0","0","812","1790","2276","","","","","","1","0","1","0","",""
"magnet_3","magnet_3","K_01_026","","<iframe src=""https://player.vimeo.com/video/341888708"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","2.200","1.859","-1.536","27","0","1.000","0.000","-1.747","11","0.55","","","4.120","1.666","0.205","25","MAGNET","2.149","Noun","567.00","1535.00","968.00","2135.00","","","","","","","","","","0","0","0","1","horns","1","ip","FullyOpen","0","NA","NA","Closed","0","AsymmetricalDifferentHandshape","Curved","Hand","Palm","NA","1","B","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","210","0","634","19","1051","2010","1509","1694","0","0","1756","934","448","","","","","","1","1","1","1","",""
"magnet_4","magnet_4","K_02_009","","<iframe src=""https://player.vimeo.com/video/342123426"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","3.190","1.750","-0.794","25","0","2.222","1.202","-0.944","11","0.18","","","2.667","1.494","-0.503","24","MAGNET","2.149","Noun","534.00","1735.00","1201.00","2336.00","","","","","","","","","","0","0","0","1","flatspread_5","1","imrp","Flat","1","1","1","Open","1","AsymmetricalDifferentHandshape","Straight","Hand","FingerFront","NA","1","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","41","0","1245","1222","415","532","1215","1694","554","194","812","1790","2276","","","","","","8","0","8","0","",""
"magnify_1","magnify_1","G_01_073","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/JX_txy5mVtw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.000","2.075","-0.630","27","0","3.333","2.146","-0.486","12","0.00","1","1","5.679","1.389","1.061","28","","1.491","Noun","434.00","1435.00","1001.00","1969.00","","","","","","","","","NA","0","0","0","1","baby_o","1","i","Bent","0","NA","NA","Open","1","OneHanded","Straight","Head","Eye","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","43","342","1245","712","253","2010","1215","1694","0","0","812","1790","2276","","","","","","17","5","17","5","magnify",""
"magnify_2","magnify_2","K_03_089","","<iframe src=""https://player.vimeo.com/video/342151494"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","3.125","2.050","-0.637","25","0","2.300","1.829","-0.936","11","0.09","","","5.000","1.936","0.438","25","MAGNIFY","1.491","Verb","567.00","2035.00","1468.00","2736.00","","","","","","","","","","0","0","0","1","curved_l","1","i","Curved","0","NA","NA","Open","0","DominanceViolation","Straight","Head","HeadAway","HeadAway","0","DominanceConditionViolation","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","63","725","179","342","1245","712","579","2010","1215","1030","0","0","1756","1790","2276","","","","","","2","0","2","0","",""
"maid","maid","G_01_044","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/YzRMpRRzg3M?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.478","1.702","-0.476","27","0","4.000","1.563","-0.200","12","0.17","","","1.893","2.061","-0.801","28","","3.066","Noun","501.00","1201.00","701.00","1735.00","","","","","","","","","Arbitrary","0","0","0","1","horns","1","mr","Curved","0","0","0","Open","1","OneHanded","Straight","Head","Chin","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","101","0","1245","6","579","2010","1215","1694","839","1391","812","1790","2276","","","","","","0","1","0","1","",""
"mail","mail","D_02_019","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7hp7tD6xScw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345970115"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.815","1.711","0.373","27","0","5.118","1.576","0.475","17","0.00","1","1","2.767","2.166","-0.069","30","","3.274","Noun","601.00","1368.00","767.00","2069.00","3.92","1.38","26","0.42","3.56","1.42","18","0.27","Arbitrary","0","0","1","2","a","0","t","NA","NA","NA","NA","Open","NA","OneHanded","None","Head","Mouth","NA","1","NA","0","a","0","t","NA","NA","NA","NA","Open","NA","AsymmetricalDifferentHandshape","None","Hand","FingerTip","NA","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","126","0","416","156","0","0","1509","1694","0","0","0","1790","2276","","","","","MAILa","13","11","13","11","mail","MAILa"
"mail_2","mail_2","K_01_112","","<iframe src=""https://player.vimeo.com/video/341918108"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.259","1.228","0.645","27","0","5.091","1.300","0.823","11","0.00","","","1.880","1.236","-0.857","25","MAIL","3.274","Verb","601.00","1468.00","868.00","2169.00","","","","","","","","","","0","0","0","1","flat_b","1","imrp","Flat","1","0","0","Open","0","AsymmetricalSameHandshape","Curved","Hand","PalmBack","HandAway","1","flat_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","162","682","66","298","634","1222","415","532","1509","1694","839","1391","1756","1790","2276","","","","","","7","1","7","1","",""
"mailman","mailman","F_02_082","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_1J7GFrcI3A?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.444","1.761","-0.430","27","0","2.857","1.657","-0.802","14","0.00","","","1.226","0.617","-0.628","31","","2.170","Noun","367.00","1502.00","1134.00","1935.00","","","","","","","","","Arbitrary","0","0","1","4","a","0","t","NA","NA","NA","NA","Open","NA","OneHanded","None","Head","Mouth","NA","1","NA","0","a","0","t","NA","NA","NA","NA","Open","NA","AsymmetricalSameHandshape","None","Hand","FingerFront","NA","1","a","0","a","0","t","NA","NA","NA","NA","Open","NA","OneHanded","None","Head","Forehead","Forehead","1","NA","0","5","0","imrp","FullyOpen","0","1","0","Open","0","OneHanded","None","Body","TorsoTop","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51","35","1068","725","126","0","416","156","0","0","1509","1694","0","0","0","1790","2276","","","","","","13","11","13","11","",""
