,EntryID,Code,group_id,color_code,num_edges
1200,gallaudet,B_02_010,28,#ed84cf,2
1201,glasses,B_03_036,28,#ed84cf,10
1202,hairdryer,B_02_078,28,#ed84cf,0
1203,handsome_1,F_01_3,28,#ed84cf,0
1204,hatbrim,J_03_106,28,#ed84cf,0
1205,headache,B_01_027,28,#ed84cf,1
1206,hearing,C_02_023,28,#ed84cf,8
1207,hood,H_03_104,28,#ed84cf,0
1208,lipstick,B_02_046,28,#ed84cf,0
1209,look_appearance,B_02_068,28,#ed84cf,0
1210,mouth,C_02_087,28,#ed84cf,9
1211,ooh,H_01_13,28,#ed84cf,0
1212,scar_memory,F_03_89,28,#ed84cf,0
1213,silly,B_01_090,28,#ed84cf,1
1214,suck,F_01_12,28,#ed84cf,45
1215,take_pill,F_01_45,28,#ed84cf,0
1216,teeth,D_01_040,28,#ed84cf,1
1217,tissue,G_02_32,28,#ed84cf,7
1218,toothbrush,D_03_073,28,#ed84cf,2
1219,unaware,H_03_82,28,#ed84cf,17
1220,watch,G_02_78,28,#ed84cf,0
1221,WINK,D_03_094,28,#ed84cf,0
1222,wise,G_02_23,28,#ed84cf,1
1223,WONDER,B_02_076,28,#ed84cf,2
1224,basement,C_01_034,106,#ce5678,20
1225,sauce,F_01_54,106,#ce5678,4
1226,under,E_02_87,106,#ce5678,1
1227,bathroom,A_02_051,50,#0c39ce,5
1228,date_1,G_01_31,50,#0c39ce,0
1229,dessert,F_01_94,50,#0c39ce,0
1230,eight,J_02_099,50,#0c39ce,3
1231,expert(candoanything),J_03_099,50,#0c39ce,2
1232,february,D_01_093,50,#0c39ce,1
1233,maple,H_03_64,50,#0c39ce,0
1234,meditate,J_01_037,50,#0c39ce,1
1235,nine,E_03_8,50,#0c39ce,0
1236,thursday,B_02_045,50,#0c39ce,2
1237,TV,C_02_038,50,#0c39ce,48
1238,wow,F_01_2,50,#0c39ce,0
1239,beach,G_02_29,68,#41d852,8
1240,counselor,B_01_005,68,#41d852,2
1241,effect,G_02_44,68,#41d852,0
1242,influence,H_02_31,68,#41d852,0
1243,run_out_of,G_01_77,68,#41d852,0
1244,beak,G_03_48,181,#68ed90,2
1245,short_distance,H_01_49,181,#68ed90,2
1246,beans,E_02_69,158,#0028a0,0
1247,train_2(practice),J_01_032,158,#0028a0,3
1248,bear,D_03_063,147,#044c75,0
1249,own,D_03_046,147,#044c75,5
1250,bed,A_03_037,14,#97efbe,1
1251,beer,B_03_062,14,#97efbe,0
1252,believe_2,G_02_11,14,#97efbe,2
1253,bitch,H_01_58,14,#97efbe,0
1254,breakfast,F_01_73,14,#97efbe,0
1255,breakfast_2,J_01_053,14,#97efbe,0
1256,brown,D_03_045,14,#97efbe,0
1257,bug,B_01_067,14,#97efbe,7
1258,cabbage,B_01_073,14,#97efbe,3
1259,christmas_2,G_03_97,14,#97efbe,3
1260,cleftchin_2,E_01_45,14,#97efbe,10
1261,color,C_02_039,14,#97efbe,8
1262,confused_1,J_01_110,14,#97efbe,5
1263,daughter,E_02_23,14,#97efbe,20
1264,devil,A_01_079,14,#97efbe,0
1265,dining_room,F_02_49,14,#97efbe,0
1266,dinner,G_03_44,14,#97efbe,0
1267,dirty,C_03_026,14,#97efbe,0
1268,eat_1,B_02_002,14,#97efbe,0
1269,eat_2,B_03_082,14,#97efbe,2
1270,eyes_awake,G_01_41,14,#97efbe,1
1271,farm,B_01_086,14,#97efbe,10
1272,father,B_01_077,14,#97efbe,2
1273,fireman,A_02_039,14,#97efbe,0
1274,firetruck_1,F_02_101,14,#97efbe,2
1275,frustrate,C_02_050,14,#97efbe,20
1276,goatee,G_01_74,14,#97efbe,0
1277,good,B_01_052,14,#97efbe,0
1278,grandfather,B_02_036,14,#97efbe,0
1279,grandmother,C_02_027,14,#97efbe,0
1280,grandparents,H_01_89,14,#97efbe,0
1281,hat,A_02_045,14,#97efbe,11
1282,hear_2(3),J_02_006,14,#97efbe,1
1283,hello,D_02_055,14,#97efbe,1
1284,home,B_03_063,14,#97efbe,1
1285,horse,A_01_029,14,#97efbe,0
1286,howl,J_02_019,14,#97efbe,0
1287,husband,D_01_082,14,#97efbe,0
1288,kiss_on_cheek,F_03_18,14,#97efbe,0
1289,know,C_01_048,14,#97efbe,6
1290,learn_lesson,E_02_41,14,#97efbe,0
1291,lettuce,A_01_083,14,#97efbe,0
1292,lie,B_03_012,14,#97efbe,0
1293,lunch_2,G_02_81,14,#97efbe,3
1294,maid,G_01_44,14,#97efbe,0
1295,make_believe,J_02_097,14,#97efbe,0
1296,man,C_01_040,14,#97efbe,0
1297,mean_3(cruel),J_02_83,14,#97efbe,16
1298,mother,B_02_008,14,#97efbe,0
1299,ocean,G_03_76,14,#97efbe,1
1300,oops,D_03_056,14,#97efbe,1
1301,opinion_2,H_03_101,14,#97efbe,27
1302,pacifier,J_03_069,14,#97efbe,6
1303,parents,B_03_044,14,#97efbe,4
1304,philosophy_2,H_03_95,14,#97efbe,0
1305,picture,A_02_042,14,#97efbe,0
1306,pig,A_02_032,14,#97efbe,1
1307,pirate,A_03_058,14,#97efbe,3
1308,rooster,A_03_051,14,#97efbe,2
1309,shark_1,E_03_23,14,#97efbe,26
1310,son,B_02_086,14,#97efbe,0
1311,stay_awake_24hrs,J_02_060,14,#97efbe,0
1312,straight,E_01_81,14,#97efbe,0
1313,stubborn,B_03_086,14,#97efbe,0
1314,stupid_1,C_01_058,14,#97efbe,5
1315,talk,C_01_008,14,#97efbe,1
1316,WIFE,D_03_025,14,#97efbe,0
1317,WOMAN,C_02_028,14,#97efbe,0
1318,yawn,F_02_79,14,#97efbe,10
1319,bedroom,D_01_056,40,#e58c89,0
1320,dont_know,E_03_49,40,#e58c89,0
1321,pillow,A_02_019,40,#e58c89,1
1322,berry_1,E_01_95,114,#b3fc20,0
1323,cherry,C_01_083,114,#b3fc20,0
1324,best,F_02_62,104,#55d6a2,1
1325,better,F_01_62,104,#55d6a2,4
1326,candy_2,D_02_079,104,#55d6a2,1
1327,cute_1,B_03_087,104,#55d6a2,0
1328,cute_2,C_01_045,104,#55d6a2,0
1329,sweet,J_03_029,104,#55d6a2,1
1330,bib,E_02_103,52,#c879e5,4
1331,necklace,A_02_072,52,#c879e5,1
1332,birth,C_02_076,121,#ad003f,0
1333,fry,H_01_69,121,#ad003f,8
1334,bison,E_02_68,157,#b306d6,0
1335,walrus,E_02_78,157,#b306d6,0
1336,blank,H_02_6,20,#c42d57,0
1337,computer,A_01_054,20,#c42d57,0
1338,contact,D_03_022,20,#c42d57,1
1339,cooperate,E_01_10,20,#c42d57,0
1340,light_weight,C_01_012,20,#c42d57,0
1341,network,J_02_075,20,#c42d57,2
1342,pity,C_03_022,20,#c42d57,6
1343,record,G_01_24,20,#c42d57,6
1344,recording,B_03_089,20,#c42d57,1
1345,sympathy,D_01_090,20,#c42d57,2
1346,bless,G_02_16,43,#6fb3c6,1
1347,brother,B_01_065,43,#6fb3c6,0
1348,dumb,A_02_028,43,#6fb3c6,1
1349,hide,G_02_25,43,#6fb3c6,4
1350,indian,C_03_009,43,#6fb3c6,7
1351,letter,C_01_031,43,#6fb3c6,5
1352,mail,D_02_019,43,#6fb3c6,7
1353,mailman,F_02_82,43,#6fb3c6,5
1354,press_in_mind,E_02_82,43,#6fb3c6,14
1355,remember,C_02_014,43,#6fb3c6,0
1356,remember_2,H_03_38,43,#6fb3c6,1
1357,secret,C_03_076,43,#6fb3c6,21
1358,borrow,B_03_055,76,#d89a0a,1
1359,careful,B_03_039,76,#d89a0a,5
1360,float,E_03_43,76,#d89a0a,2
1361,lend,J_01_088,76,#d89a0a,1
1362,party_1,F_02_1,76,#d89a0a,0
1363,people,C_01_009,76,#d89a0a,0
1364,permission,G_03_93,76,#d89a0a,1
1365,person,B_01_066,76,#d89a0a,2
1366,philadelphia,H_02_23,76,#d89a0a,1
1367,place,G_01_29,76,#d89a0a,10
1368,supervise,J_01_018,76,#d89a0a,0
1369,supervisor,J_02_010,76,#d89a0a,24
1370,take_care,F_03_71,76,#d89a0a,7
1371,two_of_us,H_02_90,76,#d89a0a,20
1372,TYPE,B_01_056,76,#d89a0a,8
1373,visit,H_03_80,76,#d89a0a,1
1374,boss,B_02_052,86,#8f10ef,0
1375,complain,G_01_23,86,#8f10ef,3
1376,itch,J_01_068,86,#8f10ef,5
1377,boy,B_02_090,94,#db6b85,0
1378,boyfriend,G_02_58,94,#db6b85,1
1379,hongkong,G_02_4,94,#db6b85,2
1380,talk_2,H_01_23,94,#db6b85,0
1381,bracelet,A_03_024,59,#f9f0b1,3
1382,handcuffs,G_01_88,59,#f9f0b1,6
1383,WRISTWATCH,B_01_063,59,#f9f0b1,1
1384,brave,B_03_050,93,#11bfdd,5
1385,health,B_02_083,93,#11bfdd,0
1386,buffalo,F_03_33,15,#3b2ea0,0
1387,cow,A_01_033,15,#3b2ea0,0
1388,bulldozer,E_01_83,6,#e09335,0
1389,buy,D_03_074,6,#e09335,0
1390,church,C_02_018,6,#e09335,9
1391,coins,D_01_018,6,#e09335,23
1392,credit_card,B_02_057,6,#e09335,0
1393,cup,A_01_010,6,#e09335,0
1394,document,H_01_97,6,#e09335,0
1395,elevator_2,G_03_36,6,#e09335,1
1396,eraser,C_01_072,6,#e09335,7
1397,evidence,G_03_103,6,#e09335,15
1398,glass,E_01_90,6,#e09335,0
1399,model_2,J_02_005,6,#e09335,0
1400,money,C_01_042,6,#e09335,0
1401,none,J_02_046,6,#e09335,14
1402,passport,E_01_103,6,#e09335,0
1403,talk_dirty,H_02_46,6,#e09335,1
1404,buttons,F_02_25,13,#f98c0e,1
1405,navel,E_03_7,13,#f98c0e,0
1406,shirt,A_01_028,13,#f98c0e,7
1407,cake,D_01_033,88,#65f954,1
1408,new,B_02_070,88,#65f954,0
1409,paragraph,E_02_90,88,#65f954,0
1410,rake,D_03_021,88,#65f954,0
1411,rough,F_01_28,88,#65f954,3
1412,stack,J_01_096,88,#65f954,14
1413,call_tty,B_03_026,96,#e25f65,0
1414,from,D_01_059,96,#e25f65,2
1415,cancer_1,G_03_56,150,#dd3918,0
1416,off,E_01_27,150,#dd3918,0
1417,ok,F_03_80,150,#dd3918,0
1418,opportunity,J_02_090,150,#dd3918,0
1419,cannot,E_02_94,82,#7cef43,0
1420,joke,G_03_86,82,#7cef43,0
1421,knife,B_02_011,82,#7cef43,5
1422,plus,J_03_045,82,#7cef43,9
1423,positive,J_02_050,82,#7cef43,1
1424,regular,J_01_067,82,#7cef43,0
1425,ruin,G_02_60,82,#7cef43,15
1426,shame_on_you,H_01_66,82,#7cef43,3
1427,specialist,H_01_38,82,#7cef43,12
1428,tease,D_02_090,82,#7cef43,6
1429,thermometer,D_02_012,82,#7cef43,2
1430,thunder,F_03_15,82,#7cef43,1
1431,to,E_03_86,82,#7cef43,0
1432,cards,J_03_065,187,#ad9393,4
1433,SHARPEN,H_03_60,187,#ad9393,0
1434,catholic,B_03_052,102,#8cdd6c,0
1435,handsome_2,G_01_98,102,#8cdd6c,2
1436,hawaii,J_03_054,102,#8cdd6c,8
1437,lipreading,E_03_47,102,#8cdd6c,5
1438,reason,C_01_076,102,#8cdd6c,2
1439,champ,J_03_030,160,#958cdb,0
1440,mushroom,E_02_89,160,#958cdb,1
1441,charge_card_1,E_02_56,153,#f280a8,1
1442,validate,H_03_51,153,#f280a8,0
1443,cheat_1,A_02_008,37,#724faf,0
1444,fork,E_01_49,37,#724faf,0
1445,holy,G_01_72,37,#724faf,4
1446,honest,B_01_028,37,#724faf,0
1447,jump,C_02_089,37,#724faf,14
1448,kneel,C_03_021,37,#724faf,0
1449,label,J_02_105,37,#724faf,0
1450,lay_down,J_02_004,37,#724faf,0
1451,lose,D_03_064,37,#724faf,10
1452,lose_game,C_02_009,37,#724faf,0
1453,park,E_03_28,37,#724faf,0
1454,ride_2(vb),J_03_026,37,#724faf,0
1455,sink,E_02_42,37,#724faf,0
1456,stand,E_02_11,37,#724faf,0
1457,stand_up,J_03_070,37,#724faf,1
1458,sushi,D_03_092,37,#724faf,6
1459,ticket,E_02_29,37,#724faf,0
1460,two_weeks,J_03_066,37,#724faf,4
1461,chopsticks,G_01_63,16,#f138f7,5
1462,scissors,A_01_038,16,#f138f7,3
1463,christmas_3(1-handed),J_03_061,143,#88f4fc,22
1464,YOUNG,D_03_013,143,#88f4fc,2
1465,cigar,B_02_055,87,#d13896,0
1466,raisin,E_03_19,87,#d13896,4
1467,client,J_01_031,105,#87d7ff,11
1468,hungry,C_01_010,105,#87d7ff,1
1469,switzerland,F_01_9,105,#87d7ff,0
1470,vest,J_03_050,105,#87d7ff,1
1471,WISH,C_01_053,105,#87d7ff,5
1472,clown,A_03_026,29,#fce837,1
1473,corn_2,C_02_026,29,#fce837,0
1474,cousin,C_01_023,29,#fce837,0
1475,mirror,A_03_034,29,#fce837,14
1476,radio,A_01_075,29,#fce837,7
1477,seem,F_01_43,29,#fce837,48
1478,yay,J_01_030,29,#fce837,0
1479,cocacola,D_02_040,140,#618401,1
1480,inject,D_03_009,140,#618401,0
1481,shot,E_01_13,140,#618401,13
1482,cocaine,F_03_44,129,#8050c4,1
1483,girl,C_03_073,129,#8050c4,0
1484,cold,C_02_068,115,#1679e2,0
1485,exercise,C_01_084,115,#1679e2,0
1486,strong,G_03_27,115,#1679e2,0
1487,towel,F_01_7,115,#1679e2,1
1488,come_out,E_02_20,85,#3828a0,1
1489,erupt,H_03_17,85,#3828a0,1
1490,gone,G_03_51,85,#3828a0,5
1491,grow,B_02_042,85,#3828a0,0
1492,missing,E_02_17,85,#3828a0,0
1493,out,E_02_66,85,#3828a0,0
1494,plant,E_01_29,85,#3828a0,21
1495,spring,E_03_74,85,#3828a0,1
1496,committee,J_03_072,175,#6de0c7,1
1497,member,F_02_46,175,#6de0c7,0
1498,concerned,G_02_47,155,#e812b2,1
1499,depress,E_02_59,155,#e812b2,0
1500,event,F_03_49,155,#e812b2,0
1501,excited,H_01_102,155,#e812b2,1
1502,tendency,G_03_89,155,#e812b2,18
1503,confidential,G_02_22,79,#a0e8e6,6
1504,deny,D_02_039,79,#a0e8e6,1
1505,dislike,F_03_6,79,#a0e8e6,0
1506,everyday,E_01_84,79,#a0e8e6,0
1507,not,E_01_100,79,#a0e8e6,0
1508,nut,D_02_073,79,#a0e8e6,0
1509,patient_2,B_01_085,79,#a0e8e6,2
1510,patient_3,D_02_056,79,#a0e8e6,0
1511,peanut_butter,E_02_77,79,#a0e8e6,0
1512,cool_2,G_03_45,66,#9df2b2,7
1513,flute,E_02_36,66,#9df2b2,1
1514,microscope,A_03_076,66,#9df2b2,2
1515,ponder,H_01_43,66,#9df2b2,0
1516,CRANKY,H_02_104,185,#fcdf9c,0
1517,why_not,H_02_34,185,#fcdf9c,3
1518,cry,B_03_028,97,#cc2ab3,20
1519,tear,C_02_016,97,#cc2ab3,0
1520,dance,B_02_063,11,#02cefc,4
1521,dancer,A_02_034,11,#02cefc,6
1522,garage,A_03_022,11,#02cefc,2
1523,read,A_01_022,11,#02cefc,0
1524,danger,E_02_67,156,#dd5ad2,19
1525,page,G_01_70,156,#dd5ad2,2
1526,sculpt,J_01_028,156,#dd5ad2,0
1527,sculpture,E_03_45,156,#dd5ad2,6
1528,stamp_1,G_02_98,156,#dd5ad2,0
1529,definition,G_02_61,107,#ed8ee3,0
1530,mean_2,C_01_046,107,#ed8ee3,4
1531,dentist,A_01_014,8,#d2d852,0
1532,kiss_fist,J_03_038,8,#d2d852,4
1533,punch_face,J_01_051,8,#d2d852,13
1534,shave,B_03_017,8,#d2d852,0
1535,destroy,E_03_52,144,#9be837,5
1536,marry,F_02_7,144,#9be837,0
1537,WEDDING,D_03_015,144,#9be837,0
1538,different_situation,J_01_075,44,#abfc6a,9
1539,first,C_01_033,44,#abfc6a,0
1540,green,B_02_085,44,#abfc6a,0
1541,green_beans,G_02_1,44,#abfc6a,1
1542,party_2,G_02_59,44,#abfc6a,22
1543,pitcher,G_01_28,44,#abfc6a,0
1544,pizza_1,G_01_13,44,#abfc6a,10
1545,play,C_01_066,44,#abfc6a,20
1546,players,G_03_62,44,#abfc6a,1
1547,playground,A_02_029,44,#abfc6a,5
1548,square_idiot,J_01_062,44,#abfc6a,5
1549,toy,E_01_64,44,#abfc6a,45
1550,"turn(take_turn,alternate)",J_01_065,44,#abfc6a,19
1551,YELLOW,D_01_020,44,#abfc6a,0
1552,disappear,D_01_036,35,#a0d4ef,1
1553,drill,D_02_044,35,#a0d4ef,0
1554,escape,G_01_12,35,#a0d4ef,10
1555,flipflops,F_03_77,35,#a0d4ef,6
1556,sandals,A_02_004,35,#a0d4ef,8
1557,dissect,J_03_019,36,#b396dd,3
1558,erase,J_03_085,36,#b396dd,2
1559,help,D_01_042,36,#b396dd,4
1560,lead,J_01_046,36,#b396dd,22
1561,scrub,E_02_86,36,#b396dd,5
1562,surgeon,A_02_007,36,#b396dd,6
1563,surgery,H_03_46,36,#b396dd,0
1564,wash_dishes,F_01_70,36,#b396dd,4
1565,dog,A_01_056,22,#0d1499,1
1566,dog_3(slap),J_02_068,22,#0d1499,1
1567,dont_like,F_01_33,169,#61e021,7
1568,like,F_03_63,169,#61e021,0
1569,double,H_03_84,39,#dd9116,6
1570,kitchen,A_02_016,39,#dd9116,2
1571,dragon,F_01_11,167,#3531a5,0
1572,spicy,J_03_036,167,#3531a5,0
1573,dream,B_02_044,84,#fcfc32,0
1574,summer,B_02_037,84,#fcfc32,5
1575,drunk,C_03_077,130,#fcbde0,8
1576,tomorrow,F_02_40,130,#fcbde0,1
1577,earmuffs,F_03_16,109,#ffc7c6,0
1578,headphones,C_01_054,109,#ffc7c6,2
1579,earring,C_03_011,125,#b4ed8b,1
1580,stethoscope,D_03_028,125,#b4ed8b,1
1581,either,J_01_085,78,#fce483,0
1582,salt,B_01_069,78,#fce483,0
1583,eleven,E_01_52,151,#47ed25,0
1584,waterdrop,H_01_19,151,#47ed25,12
1585,emphasis,F_03_86,174,#e8844e,0
1586,impress,F_02_32,174,#e8844e,3
1587,enjoy,D_03_033,81,#96d308,0
1588,please,B_02_007,81,#96d308,1
1589,enough,D_01_084,136,#ebf9a4,6
1590,fired,J_03_058,136,#ebf9a4,4
1591,full,D_02_048,136,#ebf9a4,1
1592,plenty,E_01_14,136,#ebf9a4,4
1593,expensive,C_01_064,111,#ff72c6,3
1594,shop_1,C_03_075,111,#ff72c6,2
1595,faculty,J_02_061,186,#8826c1,2
1596,volunteer,H_02_62,186,#8826c1,1
1597,fail,H_01_77,183,#e8a586,4
1598,keep,H_03_5,183,#e8a586,5
1599,fall_2,C_03_007,124,#c0d1f7,0
1600,flip,H_02_88,124,#c0d1f7,0
1601,look_away,F_02_98,124,#c0d1f7,1
1602,third_2,J_02_072,124,#c0d1f7,0
1603,transfer,J_03_028,124,#c0d1f7,7
1604,fan,F_03_55,49,#24b775,2
1605,propeller_1,F_01_38,49,#24b775,0
1606,WINDMILL,A_02_048,49,#24b775,13
1607,fault,C_01_051,108,#adf97a,0
1608,our,G_02_67,108,#adf97a,5
1609,feel,C_02_001,117,#1bf947,0
1610,sensitive,J_02_091,117,#1bf947,12
1611,film,B_01_037,72,#ffb642,0
1612,VIDEOCAMERA,B_03_006,72,#ffb642,0
1613,fly,D_03_070,24,#5df7aa,1
1614,pants,A_01_058,24,#5df7aa,7
1615,penguin,F_01_88,24,#5df7aa,0
1616,scared,B_03_079,24,#5df7aa,5
1617,self,H_01_15,24,#5df7aa,7
1618,side,J_03_055,24,#5df7aa,0
1619,fool,J_02_102,67,#bfc2ff,47
1620,gas,A_03_090,67,#bfc2ff,19
1621,polish,J_01_086,67,#bfc2ff,0
1622,yourself,E_02_81,67,#bfc2ff,10
1623,fun,E_02_57,154,#77ffe6,3
1624,hamster_1,E_03_73,154,#77ffe6,12
1625,funny,E_03_38,164,#d4f9a9,27
1626,tongue,G_03_57,164,#d4f9a9,0
1627,get_information_out_of,E_01_57,152,#f92aad,8
1628,grind,J_02_094,152,#f92aad,0
1629,glove,A_02_087,54,#ed25ed,1
1630,slow,B_02_041,54,#ed25ed,6
1631,goat,A_02_024,42,#61e8e8,0
1632,nerve,G_02_45,42,#61e8e8,20
1633,grab,E_03_39,161,#6fdbd4,5
1634,soft,E_03_13,161,#6fdbd4,1
1635,graduate,B_03_081,103,#edc082,0
1636,middle,H_01_39,103,#edc082,1
1637,graduate_school,H_02_52,127,#e2b285,0
1638,nurse,C_03_065,127,#e2b285,19
1639,grenade,E_02_10,41,#e8c253,48
1640,UMBRELLA,A_02_022,41,#e8c253,1
1641,guess_1,C_01_057,110,#d65046,0
1642,guess_2,D_02_013,110,#d65046,13
1643,guillotine_1,G_01_8,172,#c41da5,0
1644,guillotine_2,F_01_93,172,#c41da5,0
1645,haircut,C_02_081,122,#d67968,0
1646,hairdresser,G_03_16,122,#d67968,1
1647,halloween_2,G_02_35,122,#d67968,0
1648,hen,G_02_41,120,#2c2ec9,0
1649,high_school,C_02_060,120,#2c2ec9,6
1650,hold_accountable,E_03_93,99,#49e560,0
1651,memorize_memorize,E_03_10,99,#49e560,4
1652,pretty,C_01_022,99,#49e560,0
1653,sleep,B_03_037,99,#49e560,1
1654,homework,A_03_003,55,#a354f2,0
1655,kiss,D_02_014,55,#a354f2,1
1656,hop,E_03_25,162,#ddf492,2
1657,journey,E_03_37,162,#ddf492,5
1658,humor,H_03_63,73,#c3dd30,5
1659,look_at,B_01_041,73,#c3dd30,21
1660,look_back,J_01_094,73,#c3dd30,23
1661,look_forward,F_02_22,73,#c3dd30,4
1662,makeup,G_03_71,73,#c3dd30,0
1663,mexican_1,J_02_045,73,#c3dd30,1
1664,rat,D_02_081,73,#c3dd30,0
1665,reflect,E_03_36,73,#c3dd30,0
1666,stare,G_01_34,73,#c3dd30,0
1667,hurdle_1,F_02_12,173,#ccccff,0
1668,hurdle_2,G_01_36,173,#ccccff,0
1669,imagine,B_03_018,95,#72b52b,1
1670,interview,H_02_54,95,#72b52b,0
1671,inside,H_01_47,178,#e5d779,23
1672,save_money,G_02_74,178,#e5d779,0
1673,kindergarten,H_03_62,179,#b5070a,1
1674,program,G_02_84,179,#b5070a,0
1675,kitten,J_01_092,112,#88eada,3
1676,penis,F_03_95,112,#88eada,1
1677,pink,C_01_074,112,#88eada,3
1678,knitting,D_03_071,135,#f2caa4,1
1679,translate,D_01_080,135,#f2caa4,0
1680,law,F_03_78,56,#f7e2be,7
1681,lawyer,A_03_007,56,#f7e2be,2
1682,learn,B_01_042,38,#80f7aa,0
1683,student,A_02_012,38,#80f7aa,2
1684,lemon,A_01_069,27,#76c433,5
1685,WHO,C_01_041,27,#76c433,0
1686,lesson,D_03_083,133,#1f64d3,1
1687,list,D_01_041,133,#1f64d3,4
1688,let_me_see,E_01_92,118,#531ca0,3
1689,see,C_02_030,118,#531ca0,1
1690,see_see,J_03_004,118,#531ca0,0
1691,videocamera_2(eye),J_01_104,118,#531ca0,0
1692,we_will_see,F_03_27,118,#531ca0,0
1693,long,G_01_59,119,#b2ffbb,0
1694,punish,C_02_041,119,#b2ffbb,1
1695,loyal,D_03_017,145,#45c436,2
1696,quality,J_02_095,145,#45c436,3
1697,magnify,G_01_73,177,#ecef8d,0
1698,theory_1(t),J_03_042,177,#ecef8d,7
1699,massage,H_01_100,182,#74db9f,7
1700,vanish,H_02_98,182,#74db9f,0
1701,meat_2,F_03_21,141,#403f9e,0
1702,steak,D_02_041,141,#403f9e,0
1703,mechanic_1,A_03_030,61,#a2f9bc,4
1704,mechanic_2,D_01_066,61,#a2f9bc,3
1705,melon,G_03_25,180,#fc6749,2
1706,pumpkin,H_02_56,180,#fc6749,0
1707,music,A_01_080,32,#7936af,8
1708,sing,D_03_075,32,#7936af,5
1709,naked,H_01_87,184,#388393,2
1710,space,H_03_93,184,#388393,4
1711,neck_1,F_02_81,128,#e928ff,0
1712,thirsty,C_03_071,128,#e928ff,0
1713,neutral,A_03_021,58,#e09e84,4
1714,north,C_01_080,58,#e09e84,0
1715,newspaper,D_02_053,74,#88d8ea,0
1716,print,B_01_045,74,#88d8ea,4
1717,orange_eyes,E_03_87,34,#3eadab,1
1718,shower,A_02_001,34,#3eadab,1
1719,orange_throat,F_02_39,23,#ea70c6,3
1720,snow,A_01_057,23,#ea70c6,21
1721,white,E_03_46,23,#ea70c6,0
1722,white_person,J_02_043,23,#ea70c6,0
1723,pair,H_03_31,126,#d70cf2,0
1724,squirrel,C_03_020,126,#d70cf2,6
1725,pickle_1,H_03_98,64,#d337ce,0
1726,secretary,A_03_059,64,#d337ce,0
1727,pill,B_01_050,75,#7aefc2,0
1728,Q_tip,F_03_74,75,#7aefc2,0
1729,UNDERSTAND,C_01_006,75,#7aefc2,2
1730,president,D_02_016,45,#0eefa0,0
1731,teacher,A_02_033,45,#0eefa0,0
1732,prince,E_01_3,98,#453591,0
1733,religion,B_03_029,98,#453591,0
1734,psychologist,A_03_010,57,#175f70,0
1735,psychology,F_02_74,57,#175f70,0
1736,single_out,J_01_061,57,#175f70,1
1737,react,H_03_65,188,#e2dd44,7
1738,respect,J_01_029,188,#e2dd44,1
1739,register,F_01_21,168,#48f284,0
1740,rule,F_02_91,168,#48f284,2
1741,relationship,B_01_023,70,#86e26f,7
1742,sew,B_02_073,70,#86e26f,19
1743,scream,E_03_27,163,#ee13f2,0
1744,shout,J_03_005,163,#ee13f2,0
1745,screwdriver,D_02_023,138,#a3e25a,4
1746,sign_paper,H_03_94,138,#a3e25a,7
1747,signature,F_01_69,138,#a3e25a,0
1748,script,H_03_81,171,#e2968c,0
1749,stamp_2,F_03_93,171,#e2968c,3
1750,state,F_01_86,171,#e2968c,2
1751,shake_1,G_01_62,91,#f9937f,13
1752,stress,B_02_075,91,#f9937f,7
1753,sharp_2,H_01_105,137,#bdeef9,0
1754,shiny,D_01_091,137,#bdeef9,11
1755,snob,B_03_042,100,#03ed00,0
1756,sophisticated,G_02_83,100,#03ed00,0
1757,snowman,G_03_73,165,#b4e3f7,5
1758,snowsuit,E_03_5,165,#b4e3f7,0
1759,steal,C_02_019,80,#c41b6d,0
1760,thief_2,B_01_087,80,#c41b6d,2
1761,strict,C_01_047,48,#9daa27,0
1762,WHISTLE,A_02_046,48,#9daa27,29
1763,sweatpants,F_02_42,149,#2ab2ab,0
1764,sweatshirt,E_01_18,149,#2ab2ab,1
1765,tie,A_01_013,7,#8ba9e5,0
1766,us,H_03_55,7,#8ba9e5,4
1767,trouble,B_03_048,101,#27ba8e,0
1768,WORRY,C_02_015,101,#27ba8e,2
1769,vision,J_01_025,189,#f7e37e,22
1770,visitor,J_01_097,189,#f7e37e,1
