,Code,EntryID,SignFrequency(M),Iconicity(M),Neighborhood Density 2.0,SignType,LexicalClass
1016,A_02_024,goat,2.037,3.2,1,4,5
1017,G_01_074,goatee,2.25,5.067,13,4,5
1018,D_02_068,god,4.519,2.448,4,4,6
1019,G_03_021,going_through_a_hard_time,4.0,2.65,1,5,7
1020,D_02_009,gold,3.2310000000000003,1.032,3,4,5
1021,A_02_017,golf,3.333,5.567,0,2,5
1022,G_03_051,gone,5.308,2.19,4,1,1
1023,B_01_052,good,6.44,1.63,10,4,1
1024,G_03_083,goody_goody,4.038,2.05,1,4,1
1025,J_01_072,goody_goody_shoe_opposite,1.714,1.208,4,4,3
1026,G_03_096,goosebumps,3.769,3.409,0,4,5
1027,A_02_044,gorilla,2.593,6.8,9,5,5
1028,D_01_029,gossip,4.222,3.162,0,5,5
1029,H_02_072,gotcha,4.393,2.792,3,4,3
1030,B_02_062,government,4.48,1.3,0,4,5
1031,E_03_039,grab,3.967,6.4,1,5,7
1032,F_02_076,grade,4.077,1.484,3,1,5
1033,B_03_081,graduate,4.24,1.267,1,1,7
1034,H_02_052,graduate_school,4.214,1.375,2,4,5
1035,J_03_078,grammar,3.966,1.217,0,5,5
1036,B_02_036,grandfather,4.36,1.267,3,4,5
1037,C_02_027,grandmother,4.5,1.3330000000000002,1,4,5
1038,H_01_089,grandparents,4.4289999999999985,1.8,2,5,5
1039,A_02_089,grapes,4.333,2.133,0,1,5
1040,K_01_010,grapes_2,2.615,2.0,0,1,5
1041,E_01_006,grasp,2.406,6.308,0,4,7
1042,A_03_031,grass,4.88,1.7619999999999998,0,4,5
1043,F_01_080,gray,4.037,1.781,12,5,1
1044,J_03_016,great,4.621,1.739,8,5,1
1045,C_02_048,greece,2.4290000000000003,1.037,4,4,6
1046,B_02_085,green,5.4,1.067,3,4,1
1047,G_02_001,green_beans,3.148,2.031,3,4,5
1048,J_01_042,greet,3.133,6.292000000000002,9,5,7
1049,K_02_095,greet_2,4.12,6.292000000000002,7,4,7
1050,E_02_010,grenade,1.786,6.069,1,0,5
1051,E_03_100,grieve,4.2,2.0,0,5,7
1052,J_02_094,grind,4.172,5.32,1,0,7
1053,J_01_001,group,4.867,2.458,0,5,5
1054,B_02_042,grow,4.84,5.4670000000000005,3,1,7
1055,J_01_036,grow_up,5.5,5.667000000000002,16,4,7
1056,C_01_057,guess_1,4.897,2.233,2,4,7
1057,D_02_013,guess_2,4.815,1.806,2,4,7
1058,E_03_057,guide,5.0,3.2,0,2,7
1059,G_01_008,guillotine_1,2.15,4.867,1,4,5
1060,F_01_093,guillotine_2,2.148,5.424,1,4,7
1061,D_03_085,guilty,3.5380000000000003,1.7080000000000002,7,4,1
1062,A_02_077,guitar,2.63,6.9670000000000005,0,4,5
1063,C_02_058,gullible,3.4330000000000003,1.423,0,4,1
1064,G_02_010,gum,5.037,3.452,1,4,5
1065,D_02_046,gun,3.407,6.71,8,4,5
1066,K_03_105,gun_2,3.76,6.846,8,4,5
1067,K_01_069,gun_3,4.269,6.457999999999998,7,4,7
1068,G_03_003,gym,4.0,2.8,0,5,5
1069,E_03_067,habit,5.1,1.548,10,5,5
1070,H_01_090,had_enough,4.5,5.75,3,4,1
1071,G_02_103,haha,5.556,2.667,0,4,3
1072,A_02_056,hair,5.444,6.9,0,4,5
1073,K_02_053,hair_2,3.739,5.042,0,4,5
1074,E_02_080,hair_clipper,2.194,4.133,0,4,7
1075,C_02_081,haircut,3.0,1.185,2,5,5
1076,G_03_016,hairdresser,4.444,4.0,2,5,5
1077,B_02_078,hairdryer,3.2,4.067,2,4,5
1078,K_03_056,hairdryer_2,3.091,4.231,3,4,5
1079,K_01_091,hairdryer_3,3.286,3.28,3,4,7
1080,F_03_040,half,5.0,3.788,8,4,5
1081,J_02_024,half_hour,4.933,2.64,0,0,5
1082,F_01_097,hall,3.556,3.485,24,5,5
1083,G_03_011,halloween_1,3.407,2.2,1,5,5
1084,G_02_035,halloween_2,3.815,2.656,3,5,5
1085,A_01_004,hamburger,4.4289999999999985,3.714,11,5,5
1086,C_02_021,hammer,2.5,5.968,12,4,5
1087,E_03_073,hamster,3.067,1.406,3,4,5
1088,G_01_089,hand_soap,3.593,6.332999999999998,0,1,7
1089,G_01_088,handcuffs,2.889,5.667000000000002,0,5,5
1090,G_01_065,hands,4.815,4.379,1,5,5
1091,H_02_027,hands_off,4.7860000000000005,3.0,0,5,1
1092,F_01_003,handsome_1,4.346,2.394,6,4,1
1093,G_01_098,handsome_2,2.158,1.935,0,4,1
1094,E_03_041,handsome_3,3.067,1.633,1,4,1
1095,J_03_018,handsome_4,2.273,1.87,1,4,1
1096,E_02_063,hang,2.565,5.75,1,4,7
1097,K_02_069,hang_clothes,3.76,3.667,12,5,7
1098,G_02_030,hanukkah,3.667,3.548,6,5,5
1099,B_03_080,happen,5.207999999999998,1.867,4,5,7
1100,C_03_078,happy,5.7,3.25,4,4,1
1101,C_01_036,hard,5.792999999999998,2.233,4,5,1
1102,J_01_050,hard_of_hearing,4.367,1.4169999999999998,0,4,1
1103,G_03_054,harmonica,1.75,6.143,5,5,5
1104,F_02_073,harp,1.6669999999999998,6.547999999999999,0,4,5
1105,A_02_045,hat,4.407,5.033,9,4,5
1106,K_03_099,hat_2,4.52,6.731,2,5,5
1107,J_03_106,hatbrim,3.345,5.087,6,4,5
1108,J_02_069,hatch_1,1.824,3.36,1,5,7
1109,K_01_007,hatch_2,1.65,3.16,7,5,7
1110,F_02_078,hate,5.407,4.0,6,5,7
1111,B_03_057,have,6.125,3.533,4,5,7
1112,J_03_054,hawaii,3.793,1.217,2,4,6
1113,F_02_044,he,6.407,3.2260000000000004,22,4,3
1114,E_03_044,head,4.367,5.207000000000002,0,4,5
1115,H_03_100,head_back,4.154,2.25,10,4,7
1116,E_03_033,head_grind,3.276,3.167,46,4,7
1117,B_01_027,headache,5.48,4.926,0,5,5
1118,J_02_025,headcold,4.6,4.32,9,4,5
1119,C_01_054,headphones,1.63,6.5,7,5,5
1120,B_02_083,health,4.72,1.733,5,5,7
1121,H_03_096,heap,4.2860000000000005,4.792,0,4,5
1122,E_01_097,hear_1,5.029,6.36,45,4,7
1123,J_02_006,hear_2,3.533,6.56,9,4,7
1124,C_02_023,hearing,5.857,1.0,9,4,7
1125,B_01_015,hearing_aid,4.708,5.37,4,4,5
1126,B_03_066,heart,3.48,5.4,2,5,5
1127,E_03_097,heart_touch,5.067,4.125,2,4,7
1128,H_02_063,heartbody,4.08,5.207999999999998,2,4,5
1129,A_02_075,heaven,3.333,2.667,0,5,5
1130,F_01_085,heavy,4.222,5.0939999999999985,19,5,1
1131,D_02_042,helicopter,2.481,4.9030000000000005,0,1,5
1132,K_02_004,helicopter_2,3.667,3.208,0,3,5
1133,K_03_063,helicopter_3,4.08,2.962,5,1,5
1134,G_03_008,hell,3.333,1.7,6,4,5
1135,D_02_055,hello,6.519,5.167000000000002,8,4,3
1136,D_02_034,helmet,2.36,6.323,4,5,5
1137,K_01_066,helmet_2,3.08,5.24,0,5,5
1138,D_01_042,help,6.148,1.472,10,1,7
1139,G_02_041,hen,1.962,1.833,1,4,5
1140,D_01_089,here,5.704,1.943,10,5,2
1141,G_02_025,hide,4.8889999999999985,2.839,11,4,7
1142,C_02_045,high,4.4,3.731,4,4,1
1143,F_02_008,high_heels,2.565,3.097,0,1,5
1144,C_02_060,high_school,5.033,1.0,1,4,5
1145,G_01_020,highlighter,5.0,0.0,5,1,7
1146,G_03_041,hinge,1.273,4.95,0,3,5
1147,C_01_069,hippo,1.692,3.333,3,5,5
1148,K_02_060,hippo_2,3.773,1.833,0,5,5
1149,F_02_058,his,5.778,2.387,16,4,3
1150,A_02_036,history,4.7780000000000005,1.2,2,4,5
1151,F_02_005,hit_1,4.1110000000000015,6.323,6,4,7
1152,K_01_111,hit_2,3.654,3.64,2,0,7
1153,J_02_034,hitchhike,2.464,6.24,6,4,7
1154,B_01_035,hockey,3.0,1.63,3,1,5
1155,G_01_007,hoe,1.842,4.129,3,0,5
1156,F_02_080,hold,3.875,5.968,4,5,7
1157,K_02_124,hold_2,6.4,2.458,5,4,7
1158,E_03_093,hold_accountable,3.852,2.875,1,4,7
1159,H_02_075,hold_hands,3.222,6.522,1,5,7
1160,E_02_003,hold_together,3.781,4.621,4,5,7
1161,D_03_031,holiday,3.846,1.36,7,5,5
1162,G_01_072,holy,2.385,1.968,1,1,1
1163,B_03_063,home,6.48,1.1,8,4,2
1164,A_03_003,homework,5.44,1.143,4,4,5
1165,B_01_028,honest,4.833,1.63,9,1,1
1166,F_02_064,honey_1,4.346,1.355,1,4,5
1167,J_03_052,honey_2,2.188,1.304,0,4,5
1168,G_02_004,hongkong,2.667,1.5,0,4,6
1169,H_01_074,honk,2.792,6.05,4,4,7
1170,C_03_079,honor,3.667,1.778,0,5,5
1171,H_03_104,hood,3.25,5.417000000000002,3,5,5
1172,K_02_044,hoodie_1,4.833,5.542000000000002,0,5,5
1173,K_02_122,hoodie_2,3.455,2.9130000000000003,0,5,5
1174,E_03_025,hop,3.467,6.125,1,4,7
1175,D_02_085,hope,4.7410000000000005,1.258,46,4,7
1176,D_03_049,horrible,3.923,2.64,2,5,1
1177,A_01_029,horse,3.516,1.769,2,4,5
1178,E_02_054,hose,2.844,5.132999999999999,6,4,5
1179,B_02_026,hospital,4.48,1.4,0,4,5
1180,J_02_022,hospital_2,2.964,1.84,3,4,7
1181,F_02_093,hot,6.296,2.226,1,4,1
1182,E_01_026,hot_competition,5.171,2.346,2,5,1
1183,B_03_067,hotdog,3.68,2.467,6,5,5
1184,B_01_053,hotel,4.08,1.148,0,1,5
1185,C_02_072,hour,5.332999999999998,3.0,0,1,5
1186,D_03_086,house,5.385,5.2170000000000005,3,5,5
1187,D_02_082,how,5.556,3.267,3,5,3
1188,F_02_086,how_2,5.815,1.452,0,0,2
1189,J_02_019,howl,2.0,5.12,8,4,7
1190,G_02_036,hug,6.148,6.645,3,5,7
1191,A_01_009,humble,3.2,1.846,47,4,1
1192,K_01_125,hummingbird,2.174,2.64,1,4,5
1193,H_03_063,humor,3.083,2.0,2,4,1
1194,H_03_027,hundred,1.833,1.7919999999999998,15,4,4
1195,C_01_010,hungry,5.767,3.133,11,4,1
1196,B_01_025,hunt,2.5,4.7780000000000005,0,5,7
1197,F_02_012,hurdle_1,2.12,3.933,1,1,5
1198,G_01_036,hurdle_2,2.391,3.966,1,1,7
1199,F_02_061,hurricane,3.4810000000000003,1.871,0,5,5
1200,G_01_075,hurry,5.296,3.233,2,5,7
1201,E_01_002,hurt,4.886,1.308,12,5,7
1202,D_01_082,husband,5.0,1.278,5,4,5
1203,F_03_024,hypocrite,4.308,1.5759999999999998,0,5,1
1204,F_01_102,I_love_you,6.8889999999999985,3.848,4,4,7
1205,G_03_020,ice,4.667,2.0,0,4,5
1206,A_02_013,icecream,4.7410000000000005,4.552,1,4,5
1207,D_01_085,idea,5.1110000000000015,5.4,3,4,5
1208,H_03_071,identity,4.5,1.5,6,1,5
1209,G_03_017,if,5.926,1.45,3,4,3
1210,D_03_069,ignore,4.731,2.696,0,4,7
1211,B_03_018,imagine,4.6,3.8,2,5,7
1212,K_03_020,imagine_2,5.56,4.385,1,5,7
1213,G_01_082,immature,4.667,2.103,7,4,1
1214,E_02_032,immerse,2.8,2.333,46,4,7
1215,D_02_051,impact,4.815,4.8,0,1,7
1216,B_01_081,important,5.84,1.963,3,5,1
1217,B_01_032,impossible,4.542,2.296,2,1,1
1218,F_02_032,impress,5.593,2.633,1,1,7
1219,H_02_003,improve,5.107,2.087,4,4,7
1220,E_03_062,in,4.867,5.9,3,1,3
1221,H_01_056,inch,1.385,2.15,1,0,5
1222,J_03_080,incredible,3.286,2.217,2,5,1
1223,J_03_040,independent,4.793,2.435,0,5,1
1224,C_03_009,indian,3.138,2.167,4,4,1
1225,J_02_032,inept,3.741,1.64,0,1,1
1226,H_02_057,infection,4.5,1.261,6,4,5
1227,H_02_031,influence,4.5710000000000015,2.13,3,1,7
1228,J_03_048,inhale,3.536,4.913,0,4,7
1229,D_03_009,inject,2.654,6.332999999999998,1,4,7
1230,G_02_062,innocent,4.667,1.594,0,5,1
1231,H_01_047,inside,5.5360000000000005,5.55,1,0,1
1232,G_02_051,inspire,4.815,3.788,0,5,7
1233,F_01_095,inspiring,4.481,4.273,0,4,1
1234,H_03_083,instagram,3.625,1.2919999999999998,5,4,6
1235,H_01_079,instead,5.107,2.65,7,5,3
1236,J_02_047,institute,4.833,1.8,0,3,5
1237,A_03_006,insult,4.4,2.714,8,4,7
1238,D_02_030,insurance,4.926,1.065,6,4,5
1239,H_02_080,intelligent,4.222,3.783,38,4,1
1240,G_02_040,intentional,4.8889999999999985,2.344,46,4,1
1241,B_03_038,interest,4.92,1.9,2,5,5
1242,F_02_014,interested,5.63,1.581,1,5,1
1243,C_02_032,internet,6.167000000000002,1.4069999999999998,0,5,5
1244,J_02_009,interpret,4.933,1.92,2,5,7
1245,D_02_066,interpreter,6.148,1.419,0,3,5
1246,J_01_109,intervene,4.7,2.833,17,0,7
1247,H_02_054,interview,4.357,2.87,1,5,5
1248,D_01_076,introduce,4.519,2.595,5,5,7
1249,F_01_006,intuitive,5.1110000000000015,2.656,3,4,1
1250,F_03_045,invest,3.889,1.969,1,1,7
1251,G_03_078,invisible,3.08,1.6,4,5,1
1252,C_02_007,invite,4.367,3.111,23,4,7
1253,K_01_021,iphone,5.37,3.0,5,4,5
1254,D_01_063,iron,2.423,5.657,10,1,5
1255,K_02_106,iron_2,3.333,3.875,4,4,7
1256,K_03_040,iron_3,5.04,5.731,10,1,7
1257,A_01_025,island,3.161,1.7180000000000002,0,1,5
1258,F_02_033,isolated,5.332999999999998,2.207,12,4,1
1259,B_02_018,israel,2.32,1.033,1,4,5
1260,D_02_074,italy,2.92,1.733,1,4,6
1261,J_01_068,itch,3.143,6.522,4,4,7
1262,C_02_008,jacket,4.133,5.222,0,5,5
1263,K_01_116,jacket_2,5.332999999999998,6.0,0,5,5
1264,K_02_079,jacket_3,3.864,2.458,0,5,5
1265,K_03_053,jacket_4,4.48,6.5379999999999985,2,5,5
1266,D_01_046,japan,2.565,1.114,6,5,6
1267,G_01_076,jar,3.2960000000000003,6.033,0,1,5
1268,J_02_014,jaw_drop,4.333,3.68,2,4,7
1269,C_03_051,jealous,3.4330000000000003,1.444,0,4,1
1270,C_02_040,jelly,2.391,1.815,2,1,5
1271,G_03_049,jellyfish,1.958,4.682,0,4,5
1272,H_03_040,jewelry,2.0,4.25,0,5,5
1273,C_03_032,jewish,3.267,1.889,0,4,1
1274,C_02_084,jigsaw_puzzle,3.0,1.741,11,5,5
1275,G_03_039,join,4.852,2.7,2,1,7
1276,G_03_086,joke,4.962,1.348,2,3,7
1277,E_03_037,journey,5.267,2.767,1,4,5
1278,B_01_058,judge,4.04,2.733,8,5,5
1279,D_01_037,juggle,1.778,6.371,4,5,7
1280,E_03_051,juggler,2.867,6.8,4,5,5
1281,G_03_022,juice_1,2.778,1.6,2,4,5
1282,G_03_035,juice_2,3.593,1.85,0,4,5
1283,C_02_089,jump,3.828,5.407,2,1,7
1284,G_01_019,jump_rope,3.148,6.483,8,5,5
1285,J_03_082,junior,3.517,1.304,4,0,1
1286,D_03_079,kangaroo,1.958,5.08,11,5,5
1287,K_01_037,kangaroo_2,1.87,3.48,2,4,5
1288,K_02_012,kangaroo_3,2.167,1.875,1,5,5
1289,H_03_005,keep,5.107,1.6669999999999998,1,3,7
1290,B_02_033,key,4.72,5.7,0,1,5
1291,B_03_070,keyboard,3.95,6.233,3,5,5
1292,G_03_087,kick_1,3.808,2.9130000000000003,3,0,7
1293,K_03_084,kick_2,2.667,3.5380000000000003,2,0,7
1294,C_03_057,kid,5.733,1.314,0,4,5
1295,D_01_013,kill,3.444,2.556,12,1,7
1296,H_03_062,kindergarten,4.5710000000000015,1.25,0,1,5
1297,C_01_056,king,3.067,2.067,0,4,5
1298,D_02_014,kiss,5.846,2.935,1,4,5
1299,E_03_088,kiss_2,3.633,4.75,3,4,5
1300,K_01_005,kiss_3,4.815,4.12,0,5,7
1301,J_03_038,kiss_fist,5.862,1.609,4,4,7
1302,F_03_018,kiss_on_cheek,4.556,6.375,6,4,7
1303,A_02_016,kitchen,6.0379999999999985,1.5,2,1,5
1304,A_02_030,kite,2.037,4.633,0,1,5
1305,K_02_117,kite_2,2.591,3.625,0,1,5
1306,J_01_092,kitten,2.192,2.375,2,4,5
1307,C_03_021,kneel,2.533,4.1110000000000015,4,1,7
1308,B_02_011,knife,4.28,3.067,1,0,5
1309,K_03_043,knife_2,5.72,5.5379999999999985,6,3,5
1310,H_01_054,knight_1,1.188,4.789,9,4,7
1311,K_01_053,knight_2,1.588,2.88,0,4,7
1312,K_02_034,knight_3,3.25,2.458,4,4,7
1313,K_01_087,knight_5,2.067,2.84,1,4,7
1314,D_03_071,knitting,2.958,4.042,1,5,7
1315,K_02_025,knitting_2,3.15,4.875,2,5,7
1316,K_03_013,knitting_3,1.824,3.3080000000000003,1,5,7
1317,F_01_042,knock,3.2960000000000003,6.848,9,4,7
1318,H_03_035,knock_off,2.4,3.833,6,4,7
1319,C_01_048,know,5.767,4.633,9,4,7
1320,H_02_064,know_nothing,4.75,3.609,4,4,7
1321,J_02_105,label,4.6,3.12,9,1,7
1322,D_03_037,lamp,4.731,3.625,2,4,5
1323,K_01_004,lamp_2,3.63,1.92,2,4,5
1324,G_02_066,land,3.192,4.0939999999999985,1,5,5
1325,A_01_067,language,5.3870000000000005,1.579,3,5,5
1326,C_03_042,laptop,5.792999999999998,2.917,3,0,5
1327,B_01_038,last,4.875,1.519,0,3,4
1328,H_01_098,last_week,5.714,2.4,11,1,2
1329,C_01_013,late,5.067,1.7,5,4,1
1330,D_01_077,later,5.332999999999998,2.75,11,4,2
1331,C_03_028,laugh,5.267,4.75,0,5,7
1332,F_03_078,law,5.074,2.0,1,1,5
1333,B_03_064,lawnmower,3.08,3.8,14,5,5
1334,A_03_007,lawyer,3.84,1.476,1,1,5
1335,J_02_004,lay_down,3.533,3.84,14,1,7
1336,A_02_050,lazy,5.407,1.567,8,4,1
1337,J_01_046,lead,5.0,1.958,6,1,5
1338,D_02_083,leaf,2.68,1.419,0,3,5
1339,K_02_073,leaf_2,4.913,2.25,5,1,5
1340,H_01_092,league,3.357,1.75,0,5,5
1341,F_02_038,leak,4.0,3.933,0,0,7
1342,B_01_042,learn,6.2,3.259,1,1,7
1343,E_02_041,learn_lesson,4.3439999999999985,3.31,7,4,7
1344,G_02_008,leather,2.333,1.719,0,4,5
1345,B_02_084,leave,4.32,2.467,11,5,7
1346,H_03_105,leave_alone,3.56,2.375,8,5,7
1347,C_03_048,lecture,4.7330000000000005,1.833,7,4,5
1348,J_03_103,left,4.464,5.0,11,4,1
1349,A_01_069,lemon,4.452,1.514,2,4,5
1350,K_03_017,lemon_2,4.6,1.615,7,4,5
1351,J_01_088,lend,3.333,3.0,4,5,7
1352,H_01_057,lesbian,4.143,2.75,10,4,1
1353,E_02_043,less,4.438,4.433,0,1,1
1354,D_03_083,lesson,4.038,3.323,1,1,5
1355,F_02_034,let_go,5.259,4.6,3,5,7
1356,D_02_028,let_know,5.296,2.226,0,5,7
1357,E_01_092,let_me_see,6.4860000000000015,3.923,3,4,7
1358,C_01_031,letter,4.567,1.8,11,4,5
1359,A_01_083,lettuce,4.484,1.444,1,4,5
1360,A_02_041,library,4.963,1.4480000000000002,4,4,5
1361,K_02_125,license,6.0,2.5,3,5,5
1362,E_02_021,lick_1,2.043,2.967,0,1,7
1363,F_02_090,lick_2,3.5380000000000003,3.387,0,4,7
1364,K_01_035,lick_envelope,2.846,6.2,3,5,7
1365,K_02_028,lick_envelope_2,2.667,6.542000000000002,0,5,7
1366,B_03_012,lie,4.917,1.433,8,4,7
1367,G_02_082,lift_1,3.654,5.9060000000000015,21,5,7
1368,K_03_029,lift_2,2.684,5.922999999999999,14,5,7
1369,K_01_102,light_2,6.296,1.64,3,4,7
1370,K_02_116,light_candle,4.44,3.625,0,1,7
1371,C_01_012,light_weight,3.867,2.667,0,5,1
1372,D_02_025,lighter,3.4810000000000003,6.71,8,4,5
1373,D_02_069,lightning,3.0380000000000003,4.867,15,4,5
1374,E_03_066,lights_on,4.667,3.419,0,5,7
1375,F_03_063,like,6.222,3.563,2,4,7
1376,G_01_003,limited,5.37,3.0,2,5,1
1377,C_02_069,line,3.733,5.63,2,5,5
1378,H_01_004,linguistics,3.926,1.7,1,5,5
1379,A_03_012,lion,3.32,3.81,0,4,5
1380,E_03_047,lipread,4.567,4.7330000000000005,2,4,7
1381,G_02_043,lips,3.593,6.438,1,4,5
1382,B_02_046,lipstick,3.72,5.9670000000000005,10,4,5
1383,D_01_041,list,4.852,4.8889999999999985,2,1,5
1384,K_01_117,listen,5.8889999999999985,4.12,0,4,7
1385,B_03_046,live_1,4.44,1.733,0,5,7
1386,B_03_061,live_2,5.44,2.0,1,5,7
1387,F_02_016,living_room,3.778,1.452,4,4,5
1388,H_01_055,load,2.9,3.842,19,5,7
1389,K_02_003,load_2,2.85,1.958,6,5,7
1390,D_01_072,lobster,2.923,4.833,2,5,5
1391,K_03_039,lobster_2,4.48,3.923,1,5,5
1392,K_01_051,lobster_3,4.185,3.48,0,5,5
1393,D_01_078,lock,4.7780000000000005,3.257,0,0,5
1394,H_02_017,lock_2,4.1789999999999985,6.8260000000000005,1,1,7
1395,K_02_067,lock_3,4.455,4.5,0,3,7
1396,K_01_126,locker,2.4,2.28,3,3,5
1397,E_02_095,lollipop,3.281,4.806,8,4,5
1398,B_03_078,lonely,3.72,1.867,15,4,1
1399,G_01_059,long,5.962999999999999,2.467,7,4,1
1400,J_01_026,long_ago,5.5,2.167,2,4,2
1401,D_01_038,long_line,4.593,4.4,7,5,5
1402,J_03_013,long_time,5.138,1.682,4,4,2
1403,H_02_047,long_word,4.143,4.087,11,5,5
1404,B_02_068,look_appearance,4.68,5.632999999999999,9,4,7
1405,B_01_041,look_at,5.08,5.185,3,4,7
1406,J_01_094,look_back,4.833,3.208,2,4,7
1407,B_03_045,look_for,5.52,3.4,3,4,7
1408,F_02_022,look_forward,5.259,3.8,0,5,7
1409,G_03_029,look_like,5.444,3.65,0,4,7
1410,D_03_064,lose,4.077,1.4780000000000002,7,1,7
1411,C_02_009,lose_game,3.867,2.074,14,1,7
1412,J_01_017,lost,4.828,1.833,5,5,1
1413,D_02_007,loud,3.808,3.2260000000000004,0,5,2
1414,F_01_074,lousy,5.332999999999998,2.125,0,4,1
1415,G_01_068,love,6.556,5.9670000000000005,3,5,7
1416,D_03_017,loyal,3.0380000000000003,2.72,1,4,1
1417,H_03_009,luck,2.692,1.5830000000000002,10,4,1
1418,D_02_008,lucky,4.704,1.29,0,4,1
1419,F_01_076,lunch_1,5.593,2.313,3,4,5
1420,G_02_081,lunch_2,4.7780000000000005,2.531,10,4,5
1421,G_01_026,lungs,3.423,4.931,7,5,5
1422,A_03_078,machine,4.72,1.3330000000000002,2,5,5
1423,F_01_084,mad,5.593,4.0,0,4,1
1424,A_02_076,magazine,4.519,1.3,0,1,5
1425,D_03_018,magic,2.5380000000000003,3.652,0,5,5
1426,C_03_003,magnet,2.25,3.857,2,5,5
1427,K_03_066,magnet_2,4.8,3.731,0,1,5
1428,K_01_026,magnet_3,2.2,4.12,1,1,5
1429,K_02_009,magnet_4,3.19,2.667,0,1,5
1430,G_01_073,magnify_1,3.0,5.6,5,4,5
1431,K_03_089,magnify_2,3.125,5.0,0,3,7
1432,G_01_044,maid,3.478,1.679,1,4,5
1433,D_02_019,mail,4.815,2.767,11,4,5
1434,K_01_112,mail_2,5.259,1.88,1,0,7
1435,F_02_082,mailman,3.444,1.226,11,4,5
1436,J_03_037,mainstream,4.31,2.217,5,5,1
1437,J_01_057,major,3.9,1.167,2,0,5
1438,C_01_032,make,5.567,2.867,14,5,7
1439,J_02_097,make_believe,5.3,2.72,7,4,7
1440,C_01_040,man,5.75,1.833,3,4,5
1441,J_01_023,manage,3.679,1.833,9,5,7
1442,D_03_065,many,5.422999999999999,3.783,5,5,3
1443,H_03_064,maple,1.833,1.25,1,4,5
1444,J_01_013,march,2.8280000000000003,2.208,1,5,6
1445,F_03_073,marionette,1.913,5.875,5,5,5
1446,F_02_007,marry,3.333,4.258,0,5,7
1447,D_01_071,mascara,2.769,5.667000000000002,0,4,5
1448,H_01_100,massage,3.185,5.35,0,5,7
1449,D_01_050,match,4.1110000000000015,3.571,1,5,7
1450,A_03_027,math,5.32,1.476,0,5,5
1451,B_03_022,maybe,6.04,5.867000000000001,36,5,2
1452,C_01_035,mcdonalds_2,2.259,5.267,0,4,6
1453,B_01_068,me,6.76,7.0,8,4,3
1454,K_03_048,mea_culpa,4.3180000000000005,1.462,0,1,0
1455,B_02_069,mean_1,4.4,1.367,10,5,1
1456,C_01_046,mean_2,5.0,1.3,0,2,7
1457,C_02_037,measure,3.179,1.889,0,3,5
1458,K_02_054,measure_2,5.28,2.292,4,5,7
1459,D_02_022,meat,2.474,1.548,0,1,5
1460,F_03_021,meat_2,4.96,2.097,0,1,5
1461,A_03_030,mechanic_1,3.68,2.4290000000000003,1,1,5
1462,D_01_066,mechanic_2,2.741,5.27,1,1,5
1463,C_03_040,medicine,4.9,1.771,6,1,5
1464,J_01_037,meditate_1,4.033,5.457999999999998,3,5,7
1465,K_03_061,meditate_2,4.88,4.462,12,5,7
1466,K_01_033,meditate_3,3.96,2.36,0,5,7
1467,D_02_018,meet,5.422999999999999,5.452000000000001,16,5,7
1468,C_03_082,meeting,5.621,2.889,1,5,5
1469,G_03_102,megaphone,2.8,5.2170000000000005,2,5,5
1470,G_03_025,melon,3.704,1.75,1,1,5
1471,F_01_050,melt,4.481,3.0610000000000004,0,5,7
1472,F_02_046,member,4.963,2.065,1,4,5
1473,G_03_081,memorize,4.962,3.25,0,4,7
1474,E_03_010,memorize_memorize,4.3,4.1560000000000015,1,4,7
1475,J_03_012,mention,3.333,2.174,47,4,7
1476,J_03_008,mess,5.0,1.652,8,5,1
1477,D_02_037,metal,3.593,1.097,7,4,5
1478,D_02_059,metaphor,2.167,1.586,3,1,5
1479,J_02_045,mexican_1,4.333,1.4,0,4,5
1480,H_03_091,mexican_2,1.643,1.5,0,4,5
1481,F_02_096,microphone,2.63,6.6770000000000005,0,4,5
1482,A_03_076,microscope,1.6669999999999998,5.714,3,5,5
1483,F_02_053,microscope_2,2.0380000000000003,5.806,0,3,5
1484,K_02_008,microscope_3,3.083,5.417000000000002,0,5,5
1485,A_02_043,microwave,3.778,1.867,5,5,5
1486,H_01_039,middle,4.857,3.45,1,1,1
1487,A_01_051,milk,6.233,4.211,1,4,5
1488,K_03_070,milk_2,4.16,4.542,6,5,7
1489,D_03_019,mime,2.048,2.087,0,5,5
1490,B_01_046,mind,4.583,6.481,5,4,5
1491,J_01_034,mind_turned,4.133,3.208,46,4,7
1492,K_01_030,mine,3.28,2.08,3,1,7
1493,J_03_077,minimum,4.4830000000000005,1.913,7,0,5
1494,B_01_074,minute,4.792,2.593,11,1,5
1495,A_03_034,mirror,4.88,6.4289999999999985,1,4,5
1496,E_02_035,mischievous,4.188,2.733,0,5,1
1497,G_02_049,miss,5.422999999999999,2.875,50,4,7
1498,E_02_017,missing,4.938,2.0,2,1,7
1499,C_03_027,misunderstand,4.533,2.889,0,4,7
1500,H_02_010,mix_1,4.6789999999999985,5.739,10,5,7
1501,K_02_098,mix_2,2.957,4.625,1,1,7
1502,K_03_118,mix_3,2.4290000000000003,4.923,12,5,7
1503,C_01_015,mock,2.8,1.7,4,4,7
1504,H_02_089,model_1,3.071,2.565,2,4,5
1505,J_02_005,model_2,3.167,1.68,3,1,5
1506,C_03_070,monday,5.69,1.029,0,4,6
