,Code,EntryID,SignFrequency(M),Iconicity(M),Neighborhood Density 2.0,SignType,LexicalClass
2490,J_02_080,triangle,3.067,6.8,9,5,5
2491,K_03_111,trim_1,3.652,2.769,1,5,7
2492,K_01_062,trim_2,3.385,4.08,5,3,7
2493,K_02_020,trip_1,4.391,2.083,5,0,7
2494,K_03_102,trip_2,2.958,3.0380000000000003,0,1,7
2495,J_02_077,triple,3.8,2.72,0,1,4
2496,D_02_086,trophy,3.0,1.581,4,5,5
2497,B_03_048,trouble,4.76,2.3,2,5,5
2498,G_03_007,truck_1,2.588,1.55,1,5,5
2499,J_02_070,truck_2,3.483,2.24,11,5,5
2500,D_03_038,TRUE,5.4620000000000015,2.16,21,4,1
2501,E_03_068,true_business,5.033,1.6769999999999998,47,4,1
2502,E_03_015,truth,5.233,1.75,9,1,5
2503,B_02_034,try,3.542,1.633,8,5,7
2504,G_01_035,tty,2.333,3.069,2,4,5
2505,G_03_042,tube,3.192,5.45,12,5,5
2506,E_01_067,tube_top,4.2,5.32,3,5,5
2507,J_03_087,tuesday,5.5520000000000005,1.304,4,4,6
2508,F_03_090,turban,2.0,5.75,0,4,5
2509,A_02_078,turkey,2.5,1.967,6,4,5
2510,K_01_036,turkey_2,3.154,2.083,6,4,5
2511,J_01_065,turn,4.7,3.167,3,4,7
2512,J_02_086,turn_around,2.414,6.56,6,4,7
2513,E_01_056,turn_key,3.914,6.44,6,4,7
2514,A_02_009,turtle,3.63,3.733,0,1,5
2515,C_02_038,TV,6.067,2.481,4,4,5
2516,F_01_032,twins_1,3.4,2.273,0,4,5
2517,J_02_089,twins_2,3.04,1.48,0,4,5
2518,J_01_102,twirl,3.367,6.25,11,5,7
2519,C_02_005,two,5.2860000000000005,6.962999999999999,7,4,4
2520,G_01_021,two_more,2.783,4.2330000000000005,1,4,4
2521,H_02_090,two_of_us,5.357,3.435,0,4,3
2522,J_03_066,two_weeks,4.724,2.652,14,1,4
2523,F_03_059,type,4.296,6.4060000000000015,19,5,5
2524,B_01_056,type,4.52,1.222,4,5,5
2525,F_02_084,udder,2.435,5.484,6,5,5
2526,C_01_019,ugly,4.1,3.633,3,4,1
2527,A_02_022,umbrella,3.556,3.933,4,0,5
2528,H_03_082,unaware,4.5,2.375,11,4,1
2529,H_02_020,uncertain,4.393,3.826,11,5,1
2530,D_02_011,uncle,4.407,1.032,0,4,5
2531,E_02_087,under,4.4060000000000015,3.968,0,1,3
2532,J_03_079,undergraduate,3.63,1.5219999999999998,0,1,1
2533,C_01_006,understand,6.1,4.633,4,4,7
2534,A_03_023,underwear,3.08,5.714,0,5,5
2535,K_02_112,underwear_2,4.56,1.083,1,4,5
2536,F_02_031,unicorn,2.926,6.2,2,4,5
2537,F_01_015,unique,5.37,1.727,0,1,1
2538,K_01_127,universe,5.222,1.6,0,5,5
2539,C_02_063,university,5.332999999999998,1.444,8,1,5
2540,H_02_018,until,3.643,2.13,4,0,3
2541,E_01_069,up,4.3439999999999985,6.84,22,4,3
2542,C_01_028,upload,3.5,3.4330000000000003,3,5,7
2543,F_01_075,upset_1,4.815,2.8480000000000003,0,4,1
2544,H_03_047,upset_2,4.607,1.833,0,4,1
2545,H_03_055,us,3.071,2.458,3,4,3
2546,D_03_043,use,5.346,1.6669999999999998,5,3,7
2547,B_03_016,vacation,4.92,1.167,6,5,5
2548,D_03_084,vacuum,3.692,4.52,7,4,7
2549,F_02_065,vagina,4.0,2.8710000000000004,3,5,5
2550,G_02_017,vain,2.652,2.125,0,5,1
2551,H_03_051,validate,3.107,3.917,1,1,7
2552,G_02_090,valley,3.63,5.152,8,5,5
2553,H_03_085,value,3.714,1.5830000000000002,2,5,5
2554,K_03_123,vampire,4.48,4.36,0,4,5
2555,F_01_022,vanilla,2.87,0.0,4,4,5
2556,H_02_098,vanish,4.4289999999999985,3.3480000000000003,0,5,7
2557,E_02_028,vase,1.579,3.0,1,5,5
2558,C_01_018,vegetable,4.931,1.2,1,4,5
2559,A_03_005,verb,2.522,2.19,3,4,5
2560,G_02_101,very,4.667,2.25,2,5,3
2561,G_02_039,very_interested,4.12,2.903,4,5,1
2562,J_03_050,vest,2.885,4.522,5,5,7
2563,J_02_035,vibrate,3.276,4.92,19,5,7
2564,B_03_006,videocamera,4.56,1.567,2,1,5
2565,K_03_011,videocamera_2,1.5,2.16,0,4,5
2566,H_01_091,videogame,5.607,5.5,4,5,5
2567,B_01_039,videophone,5.8,1.5930000000000002,1,5,5
2568,E_02_061,view,4.5939999999999985,0.0,2,4,7
2569,K_01_121,village,5.444,1.76,36,5,5
2570,A_03_083,violin,1.72,7.0,6,4,5
2571,J_01_025,vision,5.0,4.583,3,5,5
2572,H_03_080,visit,5.0710000000000015,1.696,4,5,7
2573,J_01_097,visitor,4.3,1.5830000000000002,3,5,5
2574,H_01_027,visualize,4.893,5.4,3,5,7
2575,E_01_043,vitamins,3.406,0.0,4,4,5
2576,J_03_027,vlog,5.103,1.261,2,5,5
2577,H_01_082,vocabulary,3.714,2.3,0,1,5
2578,C_03_061,voice,4.333,4.8,0,4,5
2579,A_02_006,volleyball,3.111,3.567,2,5,5
2580,H_02_062,volunteer,4.7860000000000005,1.565,9,4,5
2581,D_02_072,vomit,3.444,6.419,3,5,7
2582,B_02_040,vote,3.76,3.0,1,1,5
2583,G_02_089,W.H.A.T,6.222,4.7330000000000005,0,4,3
2584,H_01_036,wade,3.393,3.5,0,5,7
2585,K_03_024,wade_2,4.24,2.077,1,5,7
2586,B_02_016,wait,5.88,2.0,4,5,7
2587,A_01_061,waiter,4.484,1.568,36,5,5
2588,D_02_057,walk,6.1110000000000015,4.806,1,5,7
2589,K_01_024,walk-tightrope-cl,2.35,4.32,0,1,7
2590,J_03_067,walk_2,5.759,4.87,2,4,7
2591,E_01_089,wall,4.686,5.231,7,5,5
2592,F_01_081,wallet,2.962,3.625,17,5,5
2593,E_02_078,walrus,1.731,3.533,2,5,5
2594,E_03_016,wand,2.1,4.8439999999999985,5,4,5
2595,A_01_019,wander,3.548,3.487,15,4,7
2596,C_03_013,want,5.9,4.583,8,5,7
2597,E_01_025,want_2,6.771,3.2310000000000003,8,5,7
2598,B_03_075,war,3.68,2.4330000000000003,2,5,5
2599,B_02_047,warm,4.4,1.367,0,4,1
2600,B_01_033,warn,5.36,2.444,9,0,7
2601,E_01_033,wash_1,5.8,5.692,12,5,7
2602,K_02_024,wash_3,5.52,3.917,7,5,7
2603,F_01_070,wash_dishes,5.1110000000000015,5.375,7,1,7
2604,G_01_011,wash_face_1,4.296,6.3,5,5,7
2605,J_01_078,wash_face_2,3.5860000000000003,6.6960000000000015,1,5,7
2606,F_01_056,wash_hands,4.48,6.5760000000000005,1,0,7
2607,C_02_057,wash_machine,5.567,2.889,4,5,5
2608,C_01_030,waste,3.724,2.3,1,1,7
2609,G_02_078,watch,5.667000000000002,2.29,2,4,7
2610,A_02_031,water,6.962999999999999,1.6,2,4,5
2611,F_03_022,water_ski,2.852,1.515,3,4,7
2612,H_01_019,waterdrop,2.28,3.4,1,4,5
2613,A_03_079,wave,3.48,6.5710000000000015,8,5,5
2614,C_02_073,way,4.033,4.667,24,5,5
2615,G_03_019,we,6.037000000000001,3.2110000000000003,4,4,3
2616,F_03_027,we_will_see,6.481,4.273,3,4,7
2617,C_02_065,weak,3.967,2.481,0,1,1
2618,B_02_032,wear,4.478,2.167,6,5,7
2619,C_03_072,weather,4.433,3.028,0,5,5
2620,H_02_081,weave,1.429,3.696,1,5,7
2621,D_03_015,wedding,4.615,1.682,0,5,5
2622,B_03_056,wednesday,5.56,2.667,2,4,6
2623,B_02_079,week,6.04,1.6,20,1,5
2624,H_01_009,weekend_2,2.708,2.0,0,1,5
2625,D_03_077,weigh,4.654,2.56,5,3,7
2626,E_02_037,weight,4.9060000000000015,3.167,5,3,5
2627,H_02_011,weird,4.25,2.043,0,4,1
2628,J_02_054,welcome_1,4.2330000000000005,2.56,1,4,2
2629,D_01_009,well,5.0,4.206,15,5,2
2630,D_03_053,west,4.154,2.72,4,4,5
2631,B_02_065,wet,4.52,1.7,2,5,1
2632,G_03_013,whale,3.0,3.35,0,4,5
2633,D_02_084,what_1,6.407,6.581,19,5,3
2634,D_02_094,what_2,3.815,0.0,20,1,3
2635,C_02_054,what_for,5.867000000000001,3.148,0,4,3
2636,B_02_025,whatever,3.88,2.0,12,5,2
2637,H_03_069,wheel,3.857,5.0,11,5,5
2638,F_03_070,wheelbarrow,2.0,4.813,9,5,5
2639,G_01_046,wheelchair,4.667,3.5,11,5,5
2640,C_03_086,when,5.6,1.914,2,0,3
2641,B_02_035,where,6.24,1.7,17,4,3
2642,B_01_088,which,5.8,3.259,11,5,3
2643,H_02_032,while,4.714,1.783,9,5,3
2644,A_03_077,whip,2.696,6.381,6,4,7
2645,H_03_075,whisper,4.3210000000000015,4.25,0,4,7
2646,A_02_046,whistle,2.926,4.1,1,4,5
2647,K_03_055,whistle_3,4.28,6.5,2,4,5
2648,E_03_046,white,4.667,1.167,1,4,1
2649,J_02_043,white_person,4.6,2.04,1,4,1
2650,C_01_041,who,6.233,3.367,2,4,3
2651,J_02_049,whole,4.067,5.6,10,5,2
2652,D_01_067,why,6.269,3.306,0,4,3
2653,H_02_034,why_not,5.185,2.0,1,4,3
2654,J_02_052,wide,3.448,6.32,24,5,1
2655,D_03_025,wife,5.154,1.5830000000000002,5,4,5
2656,F_03_025,will,6.185,1.97,9,4,7
2657,J_01_095,will_go,3.136,2.167,4,4,7
2658,B_02_029,win,4.96,2.1,0,0,7
2659,H_02_068,wind,4.714,4.87,19,5,5
2660,A_02_048,windmill,2.286,2.533,5,1,5
2661,K_01_118,windmill_2,3.357,2.56,5,1,5
2662,K_02_051,windmill_3,3.35,3.875,12,4,5
2663,A_03_042,window,5.48,4.19,10,0,5
2664,E_02_075,window_open,4.188,4.8,11,0,7
2665,G_02_080,windy,4.654,6.059,12,5,1
2666,D_01_015,wine,5.332999999999998,1.176,1,4,5
2667,D_03_094,wink,3.0,5.75,3,4,7
2668,E_03_022,winter,6.0,3.781,25,5,5
2669,G_02_023,wise,4.926,2.419,4,4,1
2670,C_01_053,wish,4.867,2.7,11,4,5
2671,A_03_018,witch,1.739,2.762,0,4,5
2672,K_03_022,witch_2,2.917,1.5419999999999998,6,4,5
2673,C_02_074,with,5.033,4.593,0,5,3
2674,H_03_021,without,4.643,2.833,7,5,3
2675,A_01_049,wolf,3.0,2.737,0,4,5
2676,C_02_028,woman,5.933,1.259,5,4,5
2677,K_01_101,woman_2,6.1110000000000015,1.44,10,4,5
2678,B_02_076,wonder,5.36,4.667,9,4,7
2679,C_03_031,wood,4.2,3.278,9,0,5
2680,E_03_075,word,5.207000000000002,1.548,0,1,5
2681,B_03_059,work,6.739,1.733,2,0,7
2682,E_02_092,work_out,5.563,4.613,25,5,7
2683,J_02_055,workshop,4.3,1.88,0,5,5
2684,B_03_023,world,5.32,2.5,0,5,5
2685,B_03_014,worm,2.125,4.6,3,1,5
2686,C_02_015,worry,4.1,3.593,2,5,7
2687,H_01_011,worse,4.222,1.8,3,5,1
2688,F_01_002,wow,5.704,2.7880000000000003,2,4,3
2689,E_02_050,wrap,3.594,5.067,0,5,7
2690,F_03_091,wrap_up,3.3080000000000003,5.188,1,5,7
2691,K_02_062,wrap_up_2,5.125,4.792,7,5,7
2692,J_01_033,wrestle,3.467,3.042,5,5,7
2693,H_01_029,wring,2.708,6.0,2,5,7
2694,B_01_063,wristwatch,3.84,5.704,8,4,5
2695,K_03_044,wristwatch_2,5.0,5.28,5,4,5
2696,K_01_054,wristwatch_3,5.185,5.36,2,4,5
2697,D_01_051,write,5.593,6.5710000000000015,4,1,7
2698,G_02_087,write_on_wall,3.385,5.7189999999999985,7,4,7
2699,B_01_055,wrong_1,6.08,1.889,6,4,1
2700,C_03_050,wrong_2,5.667000000000002,1.389,3,4,1
2701,F_02_079,yawn_1,3.4810000000000003,0.0,9,4,7
2702,K_02_048,yawn_2,3.45,1.75,0,3,7
2703,K_03_009,yawn_3,3.84,4.538,0,3,7
2704,K_01_110,yawn_4,4.52,4.84,0,4,7
2705,J_01_030,yay,6.067,6.5,0,5,3
2706,D_01_058,yeah,5.704,3.229,9,4,3
2707,B_02_015,year,5.44,1.267,7,5,5
2708,D_01_020,yellow,4.481,1.0,3,4,1
2709,G_03_074,yes,6.885,2.8,11,4,3
2710,D_01_024,yesterday,5.8889999999999985,1.086,3,4,2
2711,D_02_065,you,6.8889999999999985,6.839,22,4,3
2712,D_03_013,young,4.962,1.375,3,4,1
2713,F_01_052,your,6.222,2.576,8,4,3
2714,E_02_081,yourself,5.25,2.8280000000000003,3,1,3
2715,H_03_016,yoyo,1.808,6.25,0,4,5
2716,E_01_011,yucky,4.4289999999999985,5.115,2,5,1
2717,G_02_003,zebra,2.556,2.813,0,5,5
2718,D_03_036,zero,4.192,6.565,5,4,4
2719,D_01_034,zipper,3.148,6.394,0,3,5
2720,E_03_042,zoo,3.533,2.1,3,4,5
2721,B_02_056,zoom_in,3.958,4.667,0,5,7
2722,D_01_057,zoom_off,4.333,3.742,0,1,7
