,EntryID,Code,group_id,color_code
1233,ignore,D_03_069,,#1eb2ad
1234,imagine,B_03_018,95.0,#0a676d
1235,IMAGINE_2,K_03_020,,#1eb2ad
1236,immature,G_01_82,11.0,#75e594
1237,immerse,E_02_32,4.0,#f9c2c6
1238,impact,D_02_051,,#1eb2ad
1239,important,B_01_081,20.0,#25e866
1240,impossible,B_01_032,71.0,#7ba3ed
1241,impress,F_02_32,173.0,#bed646
1242,improve,H_02_3,,#1eb2ad
1243,in,E_03_62,,#1eb2ad
1244,inch,H_01_56,141.0,#edd7a3
1245,incredible,J_03_080,8.0,#a8ffe3
1246,independent,J_03_040,8.0,#a8ffe3
1247,indian,C_03_009,44.0,#809ee5
1248,inept,J_02_032,,#1eb2ad
1249,infection,H_02_57,8.0,#a8ffe3
1250,influence,H_02_31,68.0,#d65e74
1251,inhale,J_03_048,,#1eb2ad
1252,inject,D_03_009,139.0,#301789
1253,innocent,G_02_62,,#1eb2ad
1254,inside,H_01_47,177.0,#018417
1255,inspire,G_02_51,,#1eb2ad
1256,inspiring,F_01_95,,#1eb2ad
1257,instagram,H_03_83,20.0,#25e866
1258,instead,H_01_79,20.0,#25e866
1259,institute,J_02_047,8.0,#a8ffe3
1260,insult,A_03_006,8.0,#a8ffe3
1261,insurance,D_02_030,8.0,#a8ffe3
1262,intelligent,H_02_80,11.0,#75e594
1263,intentional,G_02_40,4.0,#f9c2c6
1264,interest,B_03_038,,#1eb2ad
1265,interested_2,F_02_14,,#1eb2ad
1266,internet,C_02_032,,#1eb2ad
1267,interpret,J_02_009,,#1eb2ad
1268,interpreter,D_02_066,,#1eb2ad
1269,intervene,J_01_109,1.0,#9fa9f4
1270,interview,H_02_54,95.0,#0a676d
1271,introduce,D_01_076,12.0,#5a81ce
1272,intuitive,F_01_6,51.0,#f2d682
1273,invest,F_03_45,,#1eb2ad
1274,invisible,G_03_78,20.0,#25e866
1275,invite,C_02_007,15.0,#077741
1276,IPHONE,K_01_021,,#1eb2ad
1277,iron,D_01_063,,#1eb2ad
1278,IRON_2,K_02_106,,#1eb2ad
1279,IRON_3,K_03_040,,#1eb2ad
1280,island,A_01_025,,#1eb2ad
1281,isolated,F_02_33,8.0,#a8ffe3
1282,israel,B_02_018,11.0,#75e594
1283,italy,D_02_074,20.0,#25e866
1284,itch,J_01_068,86.0,#a52615
1285,jacket,C_02_008,,#1eb2ad
1286,JACKET_2,K_01_116,,#1eb2ad
1287,JACKET_3,K_02_079,,#1eb2ad
1288,JACKET_4,K_03_053,,#1eb2ad
1289,japan,D_01_046,20.0,#25e866
1290,jar,G_01_76,,#1eb2ad
1291,jaw_drop,J_02_014,,#1eb2ad
1292,jealous,C_03_051,,#1eb2ad
1293,jelly,C_02_040,71.0,#7ba3ed
1294,jellyfish,G_03_49,,#1eb2ad
1295,jewelry,H_03_40,,#1eb2ad
1296,jewish,C_03_032,,#1eb2ad
1297,jigsaw_puzzle,C_02_084,9.0,#cce07b
1298,join,G_03_39,,#1eb2ad
1299,joke,G_03_86,82.0,#f2e67d
1300,journey,E_03_37,161.0,#42a5b5
1301,judge,B_01_058,20.0,#25e866
1302,juggle,D_01_037,27.0,#9d7fd1
1303,juggler,E_03_51,27.0,#9d7fd1
1304,juice_1,G_03_22,,#1eb2ad
1305,juice_2,G_03_35,,#1eb2ad
1306,jump,C_02_089,38.0,#e1f9a2
1307,jump_rope,G_01_19,20.0,#25e866
1308,junior,J_03_082,1.0,#9fa9f4
1309,kangaroo,D_03_079,2.0,#ba98f2
1310,KANGAROO_2,K_01_037,,#1eb2ad
1311,KANGAROO_3,K_02_012,,#1eb2ad
1312,keep,H_03_5,182.0,#2fa4bf
1313,key,B_02_033,,#1eb2ad
1314,keyboard,B_03_070,0.0,#fff587
1315,kick,G_03_87,158.0,#9d68cc
1316,KICK_2,K_03_084,,#1eb2ad
1317,kid,C_03_057,,#1eb2ad
1318,kill,D_01_013,71.0,#7ba3ed
1319,kindergarten,H_03_62,178.0,#bfffa5
1320,king,C_01_056,,#1eb2ad
1321,kiss,D_02_014,55.0,#8448c9
1322,kiss_2,E_03_88,165.0,#f7cd96
1323,KISS_3,K_01_005,,#1eb2ad
1324,kiss_fist,J_03_038,7.0,#a33b11
1325,kiss_on_cheek,F_03_18,14.0,#fc46d8
1326,kitchen,A_02_016,40.0,#cc61ed
1327,kite,A_02_030,,#1eb2ad
1328,KITE_2,K_02_117,,#1eb2ad
1329,kitten,J_01_092,112.0,#4b8e0c
1330,kneel,C_03_021,38.0,#e1f9a2
1331,knife,B_02_011,82.0,#f2e67d
1332,KNIFE_2,K_03_043,,#1eb2ad
1333,knight,H_01_54,20.0,#25e866
1334,KNIGHT_2,K_01_053,,#1eb2ad
1335,KNIGHT_3,K_02_034,,#1eb2ad
1336,KNIGHT_4_subj1545D,K_03_026,,#1eb2ad
1337,KNIGHT_5_subj0646D,K_01_087,,#1eb2ad
1338,knitting,D_03_071,134.0,#5977ff
1339,KNITTING_2,K_02_025,,#1eb2ad
1340,KNITTING_3,K_03_013,,#1eb2ad
1341,knock,F_01_42,9.0,#cce07b
1342,knock_off,H_03_35,12.0,#5a81ce
1343,know,C_01_048,14.0,#fc46d8
1344,know_nothing,H_02_64,11.0,#75e594
1345,label,J_02_105,38.0,#e1f9a2
1346,lamp,D_03_037,0.0,#fff587
1347,LAMP_2,K_01_004,,#1eb2ad
1348,land,G_02_66,12.0,#5a81ce
1349,language,A_01_067,8.0,#a8ffe3
1350,laptop,C_03_042,1.0,#9fa9f4
1351,last,B_01_038,8.0,#a8ffe3
1352,last_week,H_01_98,71.0,#7ba3ed
1353,late,C_01_013,15.0,#077741
1354,later,D_01_077,8.0,#a8ffe3
1355,laugh,C_03_028,,#1eb2ad
1356,law,F_03_78,56.0,#489baf
1357,lawnmower,B_03_064,27.0,#9d7fd1
1358,lawyer,A_03_007,56.0,#489baf
1359,lay_down,J_02_004,38.0,#e1f9a2
1360,lazy,A_02_050,19.0,#0c48cc
1361,lead,J_01_046,37.0,#c1ff9b
1362,leaf,D_02_083,,#1eb2ad
1363,LEAF_2,K_02_073,,#1eb2ad
1364,league,H_01_92,8.0,#a8ffe3
1365,leak,F_02_38,1.0,#9fa9f4
1366,learn,B_01_042,39.0,#0e54af
1367,learn_lesson,E_02_41,14.0,#fc46d8
1368,leather,G_02_8,,#1eb2ad
1369,leave,B_02_084,2.0,#ba98f2
1370,leave_alone,H_03_105,2.0,#ba98f2
1371,lecture,C_03_048,15.0,#077741
1372,left,J_03_103,8.0,#a8ffe3
1373,lemon,A_01_069,28.0,#f7b2d3
1374,LEMON_2,K_03_017,,#1eb2ad
1375,lend,J_01_088,76.0,#474ed3
1376,lesbian,H_01_57,11.0,#75e594
1377,less,E_02_43,,#1eb2ad
1378,lesson,D_03_083,132.0,#f78c80
1379,let_go,F_02_34,20.0,#25e866
1380,let_know,D_02_028,,#1eb2ad
1381,let_me_see,E_01_92,118.0,#9700dd
1382,letter,C_01_031,44.0,#809ee5
1383,lettuce,A_01_083,14.0,#fc46d8
1384,library,A_02_041,8.0,#a8ffe3
1385,LICENSE,K_02_125,,#1eb2ad
1386,lick_1,E_02_21,,#1eb2ad
1387,lick_2,F_02_90,,#1eb2ad
1388,LICK_ENVELOPE,K_01_035,,#1eb2ad
1389,LICK_ENVELOPE_2,K_02_028,,#1eb2ad
1390,lie,B_03_012,14.0,#fc46d8
1391,lift,G_02_82,2.0,#ba98f2
1392,LIFT_2,K_03_029,,#1eb2ad
1393,LIGHT_2,K_01_102,,#1eb2ad
1394,LIGHT_CANDLE,K_02_116,,#1eb2ad
1395,light_weight,C_01_012,21.0,#5f4dbc
1396,lighter,D_02_025,9.0,#cce07b
1397,lightning,D_02_069,8.0,#a8ffe3
1398,lights_on,E_03_66,,#1eb2ad
1399,like,F_03_63,168.0,#d8f291
1400,limited,G_01_3,,#1eb2ad
1401,line,C_02_069,8.0,#a8ffe3
1402,linguistics,H_01_4,8.0,#a8ffe3
1403,lion,A_03_012,31.0,#edaaa1
1404,lipreading,E_03_47,102.0,#f7c074
1405,lips,G_02_43,,#1eb2ad
1406,lipstick,B_02_046,29.0,#68e8cc
1407,list,D_01_041,132.0,#f78c80
1408,LISTEN,K_01_117,,#1eb2ad
1409,live_1,B_03_046,,#1eb2ad
1410,live_2,B_03_061,,#1eb2ad
1411,living_room,F_02_16,63.0,#ade861
1412,load,H_01_55,2.0,#ba98f2
1413,LOAD_2,K_02_003,,#1eb2ad
1414,lobster,D_01_072,0.0,#fff587
1415,LOBSTER_2,K_03_039,,#1eb2ad
1416,LOBSTER_3,K_01_051,,#1eb2ad
1417,lock,D_01_078,,#1eb2ad
1418,lock_2,H_02_17,,#1eb2ad
1419,LOCK_3,K_02_067,,#1eb2ad
1420,LOCKER,K_01_126,,#1eb2ad
1421,lollipop,E_02_95,11.0,#75e594
1422,lonely,B_03_078,4.0,#f9c2c6
1423,long,G_01_59,119.0,#a80f49
1424,long_ago,J_01_026,,#1eb2ad
1425,long_line,D_01_038,2.0,#ba98f2
1426,long_time,J_03_013,11.0,#75e594
1427,long_word,H_02_47,8.0,#a8ffe3
1428,look_appearance,B_02_068,29.0,#68e8cc
1429,look_at,B_01_041,73.0,#0286d3
1430,look_away,F_02_98,12.0,#5a81ce
1431,look_back,J_01_094,73.0,#0286d3
1432,look_for,B_03_045,31.0,#edaaa1
1433,look_forward,F_02_22,73.0,#0286d3
1434,look_like,G_03_29,,#1eb2ad
1435,lose,D_03_064,38.0,#e1f9a2
1436,lose_game,C_02_009,38.0,#e1f9a2
1437,lost,J_01_017,12.0,#5a81ce
1438,loud,D_02_007,4.0,#f9c2c6
1439,lousy,F_01_74,,#1eb2ad
1440,love,G_01_68,47.0,#012b5b
1441,loyal,D_03_017,144.0,#fcef3a
1442,luck,H_03_9,11.0,#75e594
1443,lucky,D_02_008,,#1eb2ad
1444,lunch_1,F_01_76,11.0,#75e594
1445,lunch_2,G_02_81,14.0,#fc46d8
1446,lungs,G_01_26,,#1eb2ad
1447,machine,A_03_078,2.0,#ba98f2
1448,mad,F_01_84,,#1eb2ad
1449,magazine,A_02_076,,#1eb2ad
1450,magic,D_03_018,,#1eb2ad
1451,magnet,C_03_003,20.0,#25e866
1452,MAGNET_2,K_03_066,,#1eb2ad
1453,MAGNET_3,K_01_026,,#1eb2ad
1454,MAGNET_4,K_02_009,,#1eb2ad
1455,magnify,G_01_73,176.0,#96ff2d
1456,MAGNIFY_2,K_03_089,,#1eb2ad
1457,maid,G_01_44,14.0,#fc46d8
1458,mail,D_02_019,44.0,#809ee5
1459,MAIL_2,K_01_112,,#1eb2ad
1460,mailman,F_02_82,44.0,#809ee5
1461,mainstream,J_03_037,12.0,#5a81ce
1462,major,J_01_057,1.0,#9fa9f4
1463,make,C_01_032,27.0,#9d7fd1
1464,make_believe,J_02_097,14.0,#fc46d8
1465,makeup,G_03_71,73.0,#0286d3
1466,man,C_01_040,14.0,#fc46d8
1467,manage,J_01_023,20.0,#25e866
1468,many,D_03_065,27.0,#9d7fd1
1469,maple,H_03_64,50.0,#281c96
1470,march,J_01_013,32.0,#eacf75
1471,marionette,F_03_73,20.0,#25e866
1472,marry,F_02_7,143.0,#9d86e0
1473,mascara,D_01_071,,#1eb2ad
1474,massage,H_01_100,181.0,#dd4fa5
1475,match,D_01_050,2.0,#ba98f2
1476,math,A_03_027,27.0,#9d7fd1
1477,maybe,B_03_022,2.0,#ba98f2
1478,mcdonalds_2,C_01_035,,#1eb2ad
1479,me,B_01_068,77.0,#8ed5e5
1480,mea_culpa,K_03_048,,#1eb2ad
1481,mean_1,B_02_069,34.0,#1049ce
1482,mean_2,C_01_046,107.0,#ffc9d1
1483,mean_3(cruel),J_02_83,14.0,#fc46d8
1484,measure,C_02_037,,#1eb2ad
1485,MEASURE_2,K_02_054,,#1eb2ad
1486,meat,D_02_022,,#1eb2ad
1487,meat_2,F_03_21,140.0,#cefc79
1488,mechanic_1,A_03_030,61.0,#f224dd
1489,mechanic_2,D_01_066,61.0,#f224dd
1490,medicine,C_03_040,71.0,#7ba3ed
1491,meditate,J_01_037,50.0,#281c96
1492,MEDITATE_2,K_03_061,,#1eb2ad
1493,MEDITATE_3,K_01_033,,#1eb2ad
1494,meet,D_02_018,8.0,#a8ffe3
1495,meeting,C_03_082,0.0,#fff587
1496,megaphone,G_03_102,53.0,#ffa393
1497,melon,G_03_25,179.0,#9af718
1498,melt,F_01_50,2.0,#ba98f2
1499,member,F_02_46,174.0,#56aabc
1500,memorize,G_03_81,,#1eb2ad
1501,memorize_memorize,E_03_10,99.0,#4c3e9b
1502,mention(altvar),J_03_012,4.0,#f9c2c6
1503,mess,J_03_008,12.0,#5a81ce
1504,metal,D_02_037,11.0,#75e594
1505,metaphor,D_02_059,,#1eb2ad
1506,mexican,H_03_91,,#1eb2ad
1507,mexican_1,J_02_045,73.0,#0286d3
1508,microphone,F_02_96,,#1eb2ad
1509,microscope,A_03_076,66.0,#e20486
1510,microscope_2,F_02_53,,#1eb2ad
1511,MICROSCOPE_3,K_02_008,,#1eb2ad
1512,microwave,A_02_043,27.0,#9d7fd1
1513,middle,H_01_39,103.0,#f7b7dc
1514,milk,A_01_051,0.0,#fff587
1515,MILK_2,K_03_070,,#1eb2ad
1516,mime,D_03_019,,#1eb2ad
1517,mind,B_01_046,11.0,#75e594
1518,mind_turned,J_01_034,4.0,#f9c2c6
1519,MINE,K_01_030,,#1eb2ad
1520,MINIMUM,J_03_077,1.0,#9fa9f4
1521,minute,B_01_074,71.0,#7ba3ed
1522,mirror,A_03_034,30.0,#eeffb2
1523,mischievous,E_02_35,,#1eb2ad
1524,miss,G_02_49,4.0,#f9c2c6
1525,missing,E_02_17,85.0,#f427bd
1526,misunderstand,C_03_027,,#1eb2ad
1527,mix,H_02_10,12.0,#5a81ce
1528,MIX_2,K_02_098,,#1eb2ad
1529,MIX_3,K_03_118,,#1eb2ad
1530,mock,C_01_015,4.0,#f9c2c6
1531,model_1(fashion),H_02_89,19.0,#0c48cc
1532,model_2,J_02_005,5.0,#f2dd8a
1533,model_3,H_03_42,20.0,#25e866
1534,monday,C_03_070,,#1eb2ad
1535,money,C_01_042,5.0,#f2dd8a
1536,MONEY_2,K_01_104,,#1eb2ad
1537,monkey,A_01_016,,#1eb2ad
1538,monster,F_03_14,12.0,#5a81ce
1539,month,A_01_073,,#1eb2ad
1540,moon,A_01_036,,#1eb2ad
1541,moose,G_02_100,65.0,#f2a4e7
1542,mop,A_02_090,20.0,#25e866
1543,MOP_2,K_02_064,,#1eb2ad
1544,more,B_03_032,2.0,#ba98f2
1545,morning,C_02_012,15.0,#077741
1546,mosquito_1,H_03_53,62.0,#4ed36d
1547,most,E_01_85,141.0,#edd7a3
1548,mother,B_02_008,14.0,#fc46d8
1549,motivation_1,E_02_47,2.0,#ba98f2
1550,motivation_2,G_03_37,2.0,#ba98f2
1551,motorcycle,D_01_011,,#1eb2ad
1552,mountain,A_01_055,22.0,#ea98e2
1553,MOUNTAIN_2,K_03_108,,#1eb2ad
1554,mouse,A_03_009,11.0,#75e594
1555,mouth,C_02_087,29.0,#68e8cc
1556,move,D_03_090,12.0,#5a81ce
1557,move_down,G_01_53,12.0,#5a81ce
1558,movie,D_01_026,1.0,#9fa9f4
1559,movies,B_03_077,1.0,#9fa9f4
1560,much,B_01_061,12.0,#5a81ce
1561,mummy,G_03_77,51.0,#f2d682
1562,murder,F_02_77,71.0,#7ba3ed
1563,muscle,G_01_95,,#1eb2ad
1564,museum,C_01_024,27.0,#9d7fd1
1565,mushroom,E_02_89,159.0,#92d60a
1566,music,A_01_080,33.0,#c4d2fc
1567,must,F_02_4,8.0,#a8ffe3
1568,mustache,B_01_021,,#1eb2ad
1569,my,C_01_060,51.0,#f2d682
1570,myself,D_03_024,47.0,#012b5b
1571,nail,G_03_10,,#1eb2ad
1572,nail_clipper,E_01_77,,#1eb2ad
1573,naked,H_01_87,183.0,#f48bd3
1574,name,D_01_021,1.0,#9fa9f4
1575,napkin,A_03_019,31.0,#edaaa1
1576,navel,E_03_7,13.0,#d67039
1577,navy,H_03_49,,#1eb2ad
1578,near,G_01_14,1.0,#9fa9f4
1579,neck_1,F_02_81,127.0,#78e7ed
1580,necklace,A_02_072,52.0,#82badd
1581,NECKLACE_2,K_01_071,,#1eb2ad
1582,NECKLACE_3,K_02_080,,#1eb2ad
1583,NECKLACE_4,K_03_090,,#1eb2ad
1584,need,C_02_034,8.0,#a8ffe3
1585,needle,H_02_77,,#1eb2ad
1586,negative,J_01_008,71.0,#7ba3ed
1587,nephew,A_01_005,,#1eb2ad
1588,nerve,G_02_45,43.0,#b7beff
1589,net,G_02_21,2.0,#ba98f2
1590,network,J_02_075,21.0,#5f4dbc
1591,neutral,A_03_021,58.0,#f1b2f4
1592,never,C_02_079,15.0,#077741
1593,new,B_02_070,88.0,#22a1ad
1594,new_york,B_01_034,71.0,#7ba3ed
1595,news_to_me,H_01_78,3.0,#75e57c
1596,newspaper,D_02_053,74.0,#cefcae
1597,next,E_03_80,1.0,#9fa9f4
1598,next_down,J_03_101,71.0,#7ba3ed
1599,next_to,F_03_8,1.0,#9fa9f4
1600,next_year,J_03_083,,#1eb2ad
1601,nice,G_03_59,1.0,#9fa9f4
1602,niece,E_01_80,,#1eb2ad
1603,night,A_01_003,1.0,#9fa9f4
1604,nine,E_03_8,50.0,#281c96
1605,No,C_03_041,,#1eb2ad
1606,no_big_deal,H_03_44,20.0,#25e866
1607,noise,E_02_031,,#1eb2ad
1608,none,J_02_046,5.0,#f2dd8a
1609,noon_1,G_03_2,,#1eb2ad
1610,noon_2,G_02_14,15.0,#077741
1611,noose,G_02_76,,#1eb2ad
1612,normal,F_02_36,,#1eb2ad
1613,north,C_01_080,58.0,#f1b2f4
1614,nose,G_03_75,4.0,#f9c2c6
1615,NOSE_BLEED,K_01_092,,#1eb2ad
1616,not,E_01_100,79.0,#41cc66
1617,not_a_thing,J_02_088,31.0,#edaaa1
1618,not_care,D_03_044,,#1eb2ad
1619,not_interested,E_01_82,4.0,#f9c2c6
1620,not_mind,G_01_60,4.0,#f9c2c6
1621,not_understand,G_01_49,,#1eb2ad
1622,not_used_to,F_03_100,2.0,#ba98f2
1623,not_yet,D_01_044,0.0,#fff587
1624,nothing,B_01_079,12.0,#5a81ce
1625,nothing_2,E_02_65,20.0,#25e866
1626,nothing_at_all,J_03_032,,#1eb2ad
1627,now,C_03_062,8.0,#a8ffe3
1628,numbers,C_02_051,,#1eb2ad
1629,nurse,C_03_065,126.0,#8350e0
1630,nut,D_02_073,79.0,#41cc66
1631,NUT_2,K_02_066,,#1eb2ad
1632,obsess,J_03_002,4.0,#f9c2c6
1633,obvious,E_03_56,34.0,#1049ce
1634,ocean,G_03_76,14.0,#fc46d8
1635,octopus,F_03_7,,#1eb2ad
1636,off,E_01_27,149.0,#fcdfae
1637,off_the_point,D_01_025,,#1eb2ad
1638,offend,D_03_039,8.0,#a8ffe3
1639,offhand,E_01_72,4.0,#f9c2c6
1640,office,A_01_063,12.0,#5a81ce
1641,often,J_02_106,,#1eb2ad
1642,oh_I_see,E_01_38,8.0,#a8ffe3
1643,oil,H_02_78,,#1eb2ad
1644,OIL_2,K_03_068,,#1eb2ad
1645,OIL_3,K_01_077,,#1eb2ad
1646,ok,F_03_80,149.0,#fcdfae
1647,old,D_01_007,,#1eb2ad
1648,oldest,H_03_24,,#1eb2ad
1649,on,E_03_4,1.0,#9fa9f4
1650,once,J_02_059,71.0,#7ba3ed
1651,one,F_03_12,8.0,#a8ffe3
1652,one_more_1,H_03_41,,#1eb2ad
1653,one_more_2,J_01_066,83.0,#3ff47c
1654,one_year_ago,H_02_43,,#1eb2ad
1655,onion,A_03_038,4.0,#f9c2c6
1656,ooh,H_01_13,29.0,#68e8cc
1657,oops,D_03_056,14.0,#fc46d8
1658,open,G_03_88,12.0,#5a81ce
1659,open_book,E_02_22,12.0,#5a81ce
1660,open_wallet,E_03_2,2.0,#ba98f2
1661,operate_machine,G_02_26,1.0,#9fa9f4
1662,opinion_1(shake),J_01_108,,#1eb2ad
1663,opinion_2,H_03_101,14.0,#fc46d8
1664,opportunity,J_02_090,149.0,#fcdfae
1665,option,F_01_92,,#1eb2ad
1666,or_1,F_03_81,,#1eb2ad
1667,oral,C_03_024,,#1eb2ad
1668,orange,A_02_020,,#1eb2ad
1669,orange_eyes,E_03_87,35.0,#c2bbf9
1670,orange_throat,F_02_39,24.0,#af95e5
1671,order_1,C_02_064,2.0,#ba98f2
1672,order_2,C_03_036,,#1eb2ad
1673,organization,J_03_033,12.0,#5a81ce
1674,ostrich,F_03_98,,#1eb2ad
1675,other,B_02_043,9.0,#cce07b
1676,our,G_02_67,108.0,#06e278
1677,out,E_02_66,85.0,#f427bd
1678,outside,E_03_71,34.0,#1049ce
1679,over_1,F_03_79,1.0,#9fa9f4
1680,overlook,G_01_66,31.0,#edaaa1
1681,overnight,J_01_076,12.0,#5a81ce
1682,overtake,J_02_007,,#1eb2ad
1683,overwhelmed,G_03_64,31.0,#edaaa1
1684,owe,C_01_089,71.0,#7ba3ed
1685,owl,D_01_087,,#1eb2ad
1686,own,D_03_046,146.0,#edf98b
1687,pacifier,J_03_069,14.0,#fc46d8
1688,pack,H_02_60,12.0,#5a81ce
1689,page,G_01_70,155.0,#99f453
1690,pageant,H_02_100,,#1eb2ad
1691,pain,C_03_033,,#1eb2ad
1692,paint,D_01_048,,#1eb2ad
1693,paintbrush,A_02_079,,#1eb2ad
1694,pair,H_03_31,125.0,#6637b7
1695,pancake,G_03_68,1.0,#9fa9f4
1696,pants,A_01_058,25.0,#edd37d
1697,PANTS_2,K_02_104,,#1eb2ad
1698,paper,A_01_026,1.0,#9fa9f4
1699,papercutter,A_03_082,1.0,#9fa9f4
1700,parachute,A_01_021,,#1eb2ad
1701,PARACHUTE_2,K_03_005,,#1eb2ad
1702,PARACHUTE_3,K_01_059,,#1eb2ad
1703,parade,B_02_039,2.0,#ba98f2
1704,paragraph,E_02_90,88.0,#22a1ad
1705,parallel,H_03_67,8.0,#a8ffe3
1706,paranoid,J_02_021,,#1eb2ad
1707,parents,B_03_044,14.0,#fc46d8
1708,park,E_03_28,38.0,#e1f9a2
1709,party_1,F_02_1,76.0,#474ed3
1710,party_2,G_02_59,45.0,#03bc16
1711,pass,H_03_33,9.0,#cce07b
1712,pass_out,G_02_2,,#1eb2ad
1713,passport,E_01_103,5.0,#f2dd8a
1714,past,C_01_049,,#1eb2ad
1715,patient_1,B_01_060,,#1eb2ad
1716,patient_2,B_01_085,79.0,#41cc66
1717,patient_3,D_02_056,79.0,#41cc66
1718,pay,F_01_82,71.0,#7ba3ed
1719,pay_off_bills,F_03_36,71.0,#7ba3ed
1720,peace,B_01_089,12.0,#5a81ce
1721,peach,A_01_070,,#1eb2ad
1722,PEACH_2,K_02_087,,#1eb2ad
1723,peacock,G_02_88,,#1eb2ad
1724,peanut_butter,E_02_77,79.0,#41cc66
1725,pear,F_02_6,,#1eb2ad
1726,peas_1,F_01_17,,#1eb2ad
1727,peas_2,F_02_52,,#1eb2ad
1728,PECK,K_03_010,,#1eb2ad
1729,peekaboo,E_02_26,31.0,#edaaa1
1730,peel,H_03_52,,#1eb2ad
1731,PEEL_2,K_01_052,,#1eb2ad
1732,PEEL_3,K_02_103,,#1eb2ad
1733,peg,D_02_006,,#1eb2ad
1734,PEG_2,K_03_083,,#1eb2ad
1735,PEG_3,K_01_103,,#1eb2ad
1736,pen,E_02_97,62.0,#4ed36d
1737,pencil,A_02_053,11.0,#75e594
1738,penguin,F_01_88,25.0,#edd37d
1739,penis,F_03_95,112.0,#4b8e0c
1740,penny,D_01_049,11.0,#75e594
1741,people,C_01_009,76.0,#474ed3
1742,pepper,A_02_085,20.0,#25e866
1743,pepsi,C_01_021,,#1eb2ad
1744,perceive,J_02_063,,#1eb2ad
1745,percent,C_02_082,15.0,#077741
1746,perfect,D_01_008,20.0,#25e866
1747,perfume,A_02_073,,#1eb2ad
1748,perfume_2,F_01_46,,#1eb2ad
1749,period(that'sit),J_02_107,11.0,#75e594
1750,permission,G_03_93,76.0,#474ed3
1751,persistent,E_01_78,9.0,#cce07b
1752,person,B_01_066,76.0,#474ed3
1753,perspective,H_01_6,,#1eb2ad
1754,persuade,G_01_91,20.0,#25e866
1755,pet,F_01_63,,#1eb2ad
1756,PET_2,K_02_085,,#1eb2ad
1757,pharmacist,E_01_51,71.0,#7ba3ed
1758,philadelphia,H_02_23,76.0,#474ed3
1759,philosophy_2,H_03_95,14.0,#fc46d8
1760,photography,J_01_038,8.0,#a8ffe3
1761,physics,E_03_14,,#1eb2ad
1762,piano,A_03_029,2.0,#ba98f2
1763,PICK_2,K_03_071,,#1eb2ad
1764,pickle_1,H_03_98,64.0,#d69846
1765,picnic_1,E_03_40,,#1eb2ad
1766,picture,A_02_042,14.0,#fc46d8
1767,pie,A_01_074,,#1eb2ad
1768,pig,A_02_032,14.0,#fc46d8
1769,pile,B_02_077,12.0,#5a81ce
1770,pill,B_01_050,75.0,#02325b
1771,pillow,A_02_019,41.0,#2469d8
1772,PILLOW_2,K_01_097,,#1eb2ad
1773,PILLOW_3,K_02_049,,#1eb2ad
1774,pin_on,G_02_96,,#1eb2ad
1775,pinch,H_01_95,,#1eb2ad
1776,PINCH_2,K_03_112,,#1eb2ad
1777,pineapple,C_02_088,,#1eb2ad
1778,PINEAPPLE_2,K_01_056,,#1eb2ad
1779,PINEAPPLE_3,K_02_011,,#1eb2ad
1780,PINEAPPLE_4,K_03_076,,#1eb2ad
1781,PINEAPPLE_5,K_01_084,,#1eb2ad
1782,pink,C_01_074,112.0,#4b8e0c
1783,pipe,B_03_027,11.0,#75e594
1784,PIPE_2,K_02_018,,#1eb2ad
1785,PIPE_3,K_03_113,,#1eb2ad
1786,PIPE_4,K_01_011,,#1eb2ad
1787,pirate,A_03_058,14.0,#fc46d8
1788,pissed_off,H_03_56,,#1eb2ad
1789,pitcher,G_01_28,45.0,#03bc16
1790,pity,C_03_022,21.0,#5f4dbc
1791,pizza_1,G_01_13,45.0,#03bc16
1792,pizza_2,E_02_85,,#1eb2ad
1793,pizza_cutter,E_02_84,20.0,#25e866
1794,pjs,E_03_102,,#1eb2ad
1795,place,G_01_29,76.0,#474ed3
1796,place_2(y),H_01_41,8.0,#a8ffe3
1797,plain,E_03_79,4.0,#f9c2c6
1798,plan,E_03_34,2.0,#ba98f2
1799,planet,F_01_19,,#1eb2ad
1800,plant,E_01_29,85.0,#f427bd
1801,plate,F_02_60,20.0,#25e866
1802,platform,E_03_70,2.0,#ba98f2
1803,play,C_01_066,45.0,#03bc16
1804,players,G_03_62,45.0,#03bc16
1805,playground,A_02_029,45.0,#03bc16
1806,please,B_02_007,81.0,#673bce
1807,plenty,E_01_14,135.0,#9ce3e5
1808,pliers,D_01_032,9.0,#cce07b
1809,plow,H_02_58,2.0,#ba98f2
1810,PLOW_2,K_02_089,,#1eb2ad
1811,plug_1,E_01_22,,#1eb2ad
1812,PLUG_2,K_01_063,,#1eb2ad
1813,plummet,G_03_28,71.0,#7ba3ed
1814,plunger,A_01_087,27.0,#9d7fd1
1815,plus,J_03_045,82.0,#f2e67d
1816,point,D_01_075,,#1eb2ad
1817,point_index,K_02_083,,#1eb2ad
1818,pole,H_02_14,20.0,#25e866
1819,policeman,A_01_052,19.0,#0c48cc
1820,POLICEMAN_2,K_03_104,,#1eb2ad
1821,policy,J_03_063,,#1eb2ad
1822,polish,J_01_086,67.0,#22117f
1823,ponder,H_01_43,66.0,#e20486
1824,pool,D_02_010,,#1eb2ad
1825,poop,H_03_72,141.0,#edd7a3
1826,poor,C_02_011,,#1eb2ad
1827,pop,D_03_023,,#1eb2ad
1828,POP_2,K_01_049,,#1eb2ad
