EntryID,LemmaID,Code,YouTube Video,Vimeo Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,RightWristX,RightWristcentroidY,DistanceRightWristCentroid2Nose,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,Batch,Item,List
PLUG_2,,K_01_063,,"<iframe src=""https://player.vimeo.com/video/341911809"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,PLUG,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
plummet,,G_03_28,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/g3lrbbXT6p8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.808,,-0.242,,,,,,,,,,5.35,2.021,1.007,20,,1.342,Verb,,,,,,,,,,,,,,,,2,959,713,1195,NA,,0,0,1,1,0,i,1,0,NA,NA,Closed,NoContact,AsymmetricalDifferentHandshape,Curved,Hand,Palm,HandAway,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,28,3
plunger,plunger,A_01_087,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/AoesAl5c7FM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.727,2.074,-0.732,22,29,2.615,1.981,-0.736,13,27.78,,,5.75,2.048,1.24,36,,1.69,Noun,367.03,1301.3,934.27,1534.87,772,80,12,4,2,31,0,3,2,19,0,3,1556,675,1696,NA,0,0,0,1,s,0,imrp,7,0,0,0,Closed,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,87,1
plus,,J_03_045,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/rc3Aad2F_Ls?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.517,,0.196,,,,,,,,,,6.591,0.959,2.105,22,,,NA,,,,,,,,,,,,,,,,0,960,676,1174,Perceptual,,0,0,1,1,0,i,1,0,NA,NA,Closed,NoContact,AsymmetricalSameHandshape,Straight,Hand,FingerRadial,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,45,3
point,point,D_01_075,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/gGNX0u7qO-0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen=""""></iframe>",,3.577,1.604,-0.301,26,4,3.4,1.502,-0.386,15,6.25,,,4.486,2.025,0.716,35,,4.081,Noun,600.6,1034.37,433.77,1868.54,667,20,1,3,1,26,0,3,2,18,0,4,1609,793,1793,NA,0,0,0,1,flat_1,0,i,4,0,NA,NA,Closed,NoContact,AsymmetricalDifferentHandshape,BackAndForth,Hand,FingerTip,HandAway,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,75,1
point_index,,K_02_083,,"<iframe src=""https://player.vimeo.com/video/342142422"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,POINT TO,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
pole,,H_02_14,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/sDXh2wfWYyc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,0,,0,,,,,,,,,,5.435,1.674,0.999,24,,,NA,,,,,,,,,,,,,,,,0,964,905,1322,Perceptual,,0,0,1,f,1,i,5,0,NA,NA,Open,Contact,AsymmetricalSameHandshape,Straight,Neutral,Neutral,Neutral,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,14,2
policeman,policeman,A_01_052,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Q6kU3_A9u30?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.258,1.39,0.137,31,0,4,1.455,0.03,18,0,,,4.211,2.048,0.473,38,,2.777,Noun,400.4,934.27,533.87,1167.84,795,9,0,4,2,31,0,3,2,19,0,0,1368,1061,1731,Both,0,0,0,1,curved_l,1,i,5,0,NA,NA,Open,NoContact,OneHanded,Straight,Body,Clavicle,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,52,1
POLICEMAN_2,,K_03_104,,"<iframe src=""https://player.vimeo.com/video/342257013"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,POLICEMAN,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
policy,,J_03_063,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/IeFcBe6vEs0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4,,-0.05,,,,,,,,,,1.227,0.429,-0.817,22,,,NA,,,,,,,,,,,,,,,,5,959,713,1195,Arbitrary,,0,0,1,p,1,im,Stacked,0,NA,0,Open,Contact,AsymmetricalDifferentHandshape,Curved,Hand,FingerFront,Heel,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,63,3
polish,,J_01_086,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Fsweh_6m5lE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.31,,-1.037,,,,,,,,,,5,1.323,0.853,25,to polish,,NA,,,,,,,,,,,,,,,,3,959,749,1217,Perceptual,,0,0,1,a,1,t,NA,0,NA,NA,Open,NA,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,FingerRadial,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,86,1
ponder,,H_01_43,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/tmeM00Y2Qpw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen=""""></iframe>",,0,,0,,,,,,,,,,3.875,1.676,-0.224,24,,,NA,,,,,,,,,,,,,,,,0,962,640,1156,Arbitrary,,0,0,1,curved_5,1,imrp,5,1,1,0,Open,Contact,SymmetricalOrAlternating,None,Head,HeadAway,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,43,1
pool,pool_game,D_02_010,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/L_KS3dIK6n0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.038,1.248,-1.201,26,4,2.063,1.389,-1.167,16,5.88,85,75,5.194,2.166,1.048,31,,3.38,Noun,600.6,1935.27,1334.67,2736.07,722,2,1,5,1,26,1,5,1,18,1,2,1768,947,2005,NA,0,0,0,1,s_1,0,i,2,0,NA,NA,Open,Contact,AsymmetricalDifferentHandshape,Straight,Neutral,Neutral,Neutral,0,DominanceConditionViolation,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,10,2
poop,,H_03_72,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/4XpfQBb_Nw4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.286,,0.672,,,,,,,,,,3.833,2.014,0.263,24,,,NA,,,,,,,,,,,,,,,,2,959,713,1195,Arbitrary,,0,0,1,a,1,t,NA,0,NA,NA,Open,NA,AsymmetricalSameHandshape,Straight,Hand,Other,HandAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,72,3
poor,poor,C_02_011,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/vB70ToBuQio?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.833,1.555,-0.259,30,0,4.222,1.396,-0.126,18,0,,,1.704,2.025,-0.524,27,,3.819,Adjective,467.13,867.53,400.4,1701.7,836,4,0,2,1,30,0,2,1,21,0,2,1582,780,1764,Arbitrary,0,0,0,1,flatspread_4,1,imrp,4,1,1,0,Open,Contact,OneHanded,Straight,Arm,ElbowBack,ElbowBack,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,11,2
pop,pop,D_03_023,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/8q0Dm0LHZu8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,1.696,0.822,-1.396,23,12,1.571,0.646,-1.462,14,12.5,87,86,4.125,2.009,0.536,24,,3.537,Verb,600.6,967.63,367.03,1901.9,648,19,3,5,2,26,1,5,2,18,1,4,1620,780,1798,NA,0,0,0,1,bent_1,1,i,2,0,NA,NA,Open,Contact,AsymmetricalDifferentHandshape,BackAndForth,Hand,HandAway,HandAway,0,C,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,23,3
POP_2,,K_01_049,,"<iframe src=""https://player.vimeo.com/video/341910016"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
POP_3,,K_02_115,,"<iframe src=""https://player.vimeo.com/video/342144400"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,POP (EXPLODE),,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
POP_4,,K_03_031,,"<iframe src=""https://player.vimeo.com/video/342147426"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,EXPLODE,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
popcorn,popcorn,A_02_080,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/acklKYHHUss?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.778,1.396,-0.043,27,0,3.538,1.05,-0.149,13,0,,,3,2.074,-0.015,30,,2.668,Noun,1001,1868.54,867.53,3303.3,768,28,7,4,1,31,0,3,2,19,0,1,1736,1200,2111,Arbitrary,0,0,0,1,f,1,i,5,1,NA,NA,Open,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,80,2
pope,,G_02_77,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/EChzq2_aq0Y?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2,,-1.202,,,,,,,,,,4.882,1.995,0.692,34,,2.738,Noun,,,,,,,,,,,,,,,,3,969,982,1380,NA,,0,0,1,open_b,1,imrp,1,1,0,0,Open,NoContact,SymmetricalOrAlternating,Other,Head,HeadAway,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,77,2
popular,,J_01_016,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/wwTs-wekW5w?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.2,,0.604,,,,,,,,,,1.48,1.046,-0.809,25,,,NA,,,,,,,,,,,,,,,,1,971,1019,1408,Arbitrary,,0,0,1,5,0,imrp,1,0,1,0,Open,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,16,1
porcupine,,G_01_33,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/v7OT9HnkLXk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,1.444,,-1.54,,,,,,,,,,2.929,1.85,-0.196,28,,1.532,Noun,,,,,,,,,,,,,,,,3,960,676,1174,Arbitrary,,0,0,1,spread_e,1,imrp,2,0,1,0,Closed,NoContact,AsymmetricalDifferentHandshape,Curved,Hand,PalmBack,PalmBack,1,C,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,33,1
positive,,J_02_050,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/T3WEhRQL44o?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.233,,0.673,,,,,,,,,,4.917,1.886,0.866,24,,,NA,,,,,,,,,,,,,,,,0,959,749,1217,Perceptual,,0,0,1,1,0,i,1,0,NA,NA,Closed,NoContact,AsymmetricalSameHandshape,Straight,Hand,FingerRadial,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,50,2
